,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-20,745401,Double,double,False,668930,800049,Brice Turang,Adam Mazur,0,1b7e401a-d075-4f67-aeb2-5994b15e7dbc,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
1,2024-06-20,745401,Groundout,field_out,True,661388,800049,William Contreras,Adam Mazur,1,1538c20f-fcbb-4cf6-84e0-adcf61ca16d6,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
2,2024-06-20,745401,Fielders Choice,fielders_choice,False,592885,800049,Christian Yelich,Adam Mazur,1,42f407ce-8ff8-46e4-a984-e6808f4eff7a,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
3,2024-06-20,745401,Single,single,False,642715,800049,Willy Adames,Adam Mazur,1,b7c97778-c54c-448e-b2d1-f4933c91df25,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
4,2024-06-20,745401,Walk,walk,False,686217,800049,Sal Frelick,Adam Mazur,1,17b8ac3f-bd9e-4af2-a46f-4ce69b726898,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
5,2024-06-20,745401,Grounded Into DP,grounded_into_double_play,True,656555,800049,Rhys Hoskins,Adam Mazur,1,24be9b98-e996-44b3-80c0-e22314ae7545,800049.0,adammazur,Mazur,Right,Adam Mazur,SDP,7.84,5.26,31.0,95.0,99.0,97.0,0.845,6.1,5.52,11.03,1.45,0.78,0.219,0.39,0.133,0.333,0.415,81.0,84.0,86.0,113.0,104.0,109.0,78.0,95.0,89.0,91.0,90.0,79.0,124.0,98.0,108.0,0.04,0.382,0.347,0.132,0.099,-3.09,-4.98,1.08,-2.61,-2.66,94.7,90.0,93.9,86.8,80.7,0.34,0.64,0.131,0.224,0.347,0.244,0.364,0.818,0.083,0.429,0.429,0.083,0.429,0.571,0.316,,,,,,,,,,,,,,,,,,
6,2024-06-20,745401,Walk,walk,False,650333,669060,Luis Arraez,Bryse Wilson,0,7d1faed0-87e4-4192-98fb-037c5cc7e056,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.154,0.046,-2.82,1.33,,-1.78,-1.63,93.6,88.1,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,0.228,0.36,0.159,0.25,0.375,0.15,97.0,97.0,93.0,0.338,0.87,88.9,0.234,0.372,0.248,,,,,,,,,
7,2024-06-20,745401,Single,single,False,665487,669060,Fernando Tatis Jr.,Bryse Wilson,1,30586f34-df38-4a58-91fe-b39c3919bed2,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.154,0.046,-2.82,1.33,,-1.78,-1.63,93.6,88.1,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,0.228,0.36,0.159,0.25,0.375,0.15,97.0,97.0,93.0,0.338,0.87,88.9,0.234,0.372,0.248,,,,,,,,,
8,2024-06-20,745401,Strikeout,strikeout,True,595777,669060,Jurickson Profar,Bryse Wilson,0,3bcbc08e-0fc9-4c6f-96be-66f48dbe1ac8,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.154,0.046,-2.82,1.33,,-1.78,-1.63,93.6,88.1,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,0.228,0.36,0.159,0.25,0.375,0.15,97.0,97.0,93.0,0.338,0.87,88.9,0.234,0.372,0.248,,,,,,,,,
9,2024-06-20,745401,Forceout,force_out,True,630105,669060,Jake Cronenworth,Bryse Wilson,1,f1adc83e-9c5d-4f4d-bf24-34530ae877af,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.154,0.046,-2.82,1.33,,-1.78,-1.63,93.6,88.1,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,0.228,0.36,0.159,0.25,0.375,0.15,97.0,97.0,93.0,0.338,0.87,88.9,0.234,0.372,0.248,,,,,,,,,
