,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
0,2024-08-03,746358,Groundout,field_out,True,650490,669854,Yandy Díaz,Ronel Blanco,0,57b2d0ea-3a5f-49d9-9833-c1067e54fe68,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-03,746358,Single,single,False,664040,669854,Brandon Lowe,Ronel Blanco,0,7d28d315-2c00-47c4-920e-f50bccd073a8,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-03,746358,Strikeout,strikeout,True,666624,669854,Christopher Morel,Ronel Blanco,0,68078308-0317-4482-b6d9-86642529803d,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-03,746358,Flyout,field_out,True,666139,669854,Josh Lowe,Ronel Blanco,0,070938c5-162d-4f21-8496-59d4a62e4c69,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-03,746358,Walk,walk,False,514888,641793,Jose Altuve,Zack Littell,0,f27991a4-a93b-4556-85ed-b5f96a014e9d,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,,,,,,,55.0,110.0,91.0,101.0,100.0,99.0,0.21,0.407,,,-0.18,0.64,,,92.6,,85.6,,0.253,0.405,0.214,0.291,0.43,0.185,,,,,,,68.0,104.0,92.0,106.0,105.0,111.0,0.156,0.227,-1.43,-0.86,83.1,91.7,0.269,0.462,0.335,0.276,0.46,0.152,0.419,0.613,0.121,,,,,,,,,,,,
5,2024-08-03,746358,Grounded Into DP,grounded_into_double_play,True,608324,641793,Alex Bregman,Zack Littell,1,33183537-8dd6-4340-8c0a-c49583155530,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,,,,,,,55.0,110.0,91.0,101.0,100.0,99.0,0.21,0.407,,,-0.18,0.64,,,92.6,,85.6,,0.253,0.405,0.214,0.291,0.43,0.185,,,,,,,68.0,104.0,92.0,106.0,105.0,111.0,0.156,0.227,-1.43,-0.86,83.1,91.7,0.269,0.462,0.335,0.276,0.46,0.152,0.419,0.613,0.121,,,,,,,,,,,,
6,2024-08-03,746358,Double,double,False,670541,641793,Yordan Alvarez,Zack Littell,0,390cd264-80f0-49e8-9fe8-57561ed537d0,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,,,,,,,55.0,110.0,91.0,101.0,100.0,99.0,0.21,0.407,,,-0.18,0.64,,,92.6,,85.6,,0.253,0.405,0.214,0.291,0.43,0.185,,,,,,,68.0,104.0,92.0,106.0,105.0,111.0,0.156,0.227,-1.43,-0.86,83.1,91.7,0.269,0.462,0.335,0.276,0.46,0.152,0.419,0.613,0.121,,,,,,,,,,,,
7,2024-08-03,746358,Groundout,field_out,True,673237,641793,Yainer Diaz,Zack Littell,0,c9db2c9c-fac7-47bc-8936-305856ca2018,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,,,,,,,55.0,110.0,91.0,101.0,100.0,99.0,0.21,0.407,,,-0.18,0.64,,,92.6,,85.6,,0.253,0.405,0.214,0.291,0.43,0.185,,,,,,,68.0,104.0,92.0,106.0,105.0,111.0,0.156,0.227,-1.43,-0.86,83.1,91.7,0.269,0.462,0.335,0.276,0.46,0.152,0.419,0.613,0.121,,,,,,,,,,,,
8,2024-08-03,746358,Flyout,field_out,True,676609,669854,José Caballero,Ronel Blanco,0,5b9265a1-860c-46f4-855a-23002b98d17e,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-03,746358,Strikeout,strikeout,True,666163,669854,Ben Rortvedt,Ronel Blanco,0,bccc2492-cef6-43bb-ba81-ea549316faeb,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
