,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
10,2024-04-18,745356,Strikeout,strikeout,True,545341,657277,Randal Grichuk,Logan Webb,0,29731905-d6e3-4f63-87f8-601eb8ceb563,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
11,2024-04-18,745356,Groundout,field_out,True,624424,669194,Michael Conforto,Ryne Nelson,0,534d7e6b-2d19-4798-b5ba-0a7675fe08c2,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.341,0.518,0.124,0.16,0.24,0.116,,,
12,2024-04-18,745356,Groundout,field_out,True,656305,669194,Matt Chapman,Ryne Nelson,0,091f3672-5910-4a32-885a-02c218432b2e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.341,0.518,0.124,0.16,0.24,0.116,,,
13,2024-04-18,745356,Single,single,False,642731,669194,Thairo Estrada,Ryne Nelson,0,18c1a17e-a781-404b-bf6d-afe737d7e4e4,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.341,0.518,0.124,0.16,0.24,0.116,,,
14,2024-04-18,745356,Lineout,field_out,True,573262,669194,Mike Yastrzemski,Ryne Nelson,0,8e3c6f78-455c-4115-aa5a-42ea9d3fdb39,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.341,0.518,0.124,0.16,0.24,0.116,,,
15,2024-04-18,745356,Groundout,field_out,True,664983,657277,Jake McCarthy,Logan Webb,0,85ecd81a-5560-4617-80c1-6da29d6c03ba,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
16,2024-04-18,745356,Strikeout,strikeout,True,606466,657277,Ketel Marte,Logan Webb,0,dd70b4c8-c126-498b-9611-68cc349541de,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
17,2024-04-18,745356,Strikeout,strikeout,True,682998,657277,Corbin Carroll,Logan Webb,0,0676a394-29a1-483c-b882-692f6bd9f4eb,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
18,2024-04-18,745356,Double,double,False,672275,663531,Patrick Bailey,Logan Allen,0,2b908539-1da9-4ab0-aa7c-be250c4d4fc8,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
19,2024-04-18,745356,Groundout,field_out,True,605113,663531,Nick Ahmed,Logan Allen,0,43c6be54-0143-4e84-b4d9-270e88f1b6e3,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
20,2024-04-18,745356,Single,single,False,808982,663531,Jung Hoo Lee,Logan Allen,1,f5d67a0a-e2e3-4c38-933c-11684f33b59d,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
21,2024-04-18,745356,Sac Fly,sac_fly,True,664774,663531,LaMonte Wade Jr.,Logan Allen,1,45c5e47c-b97b-42b1-8298-00fe9dd78ef8,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
22,2024-04-18,745356,Single,single,False,624585,663531,Jorge Soler,Logan Allen,1,2185fe2a-3917-40e3-ab3d-7bca48d18655,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
23,2024-04-18,745356,Forceout,force_out,True,624424,663531,Michael Conforto,Logan Allen,1,1523c86c-a1d6-4ea4-b806-f1f007cac453,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
24,2024-04-18,745356,Lineout,field_out,True,592626,657277,Joc Pederson,Logan Webb,0,36ee9565-ceac-4bb2-99df-8b52e54504bd,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
25,2024-04-18,745356,Groundout,field_out,True,572233,657277,Christian Walker,Logan Webb,0,7910c45a-ccd6-4fa6-81f7-d65869f61876,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
26,2024-04-18,745356,Groundout,field_out,True,553993,657277,Eugenio Suárez,Logan Webb,0,0dfff6d6-c8cd-4349-8cdd-7c54f56dc567,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
27,2024-04-18,745356,Groundout,field_out,True,656305,663531,Matt Chapman,Logan Allen,0,439f95e4-8344-44a5-a77f-a7c666b0cf71,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
28,2024-04-18,745356,Strikeout,strikeout,True,642731,663531,Thairo Estrada,Logan Allen,0,8534d893-fb33-4e3e-9a1e-536a974d4655,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
29,2024-04-18,745356,Groundout,field_out,True,573262,663531,Mike Yastrzemski,Logan Allen,0,5df6d789-7137-40e9-b9db-9779b553f163,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
30,2024-04-18,745356,Groundout,field_out,True,672515,657277,Gabriel Moreno,Logan Webb,0,2b277507-62fd-4c44-9e46-4983cd19bcdb,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
31,2024-04-18,745356,Groundout,field_out,True,607054,657277,Jace Peterson,Logan Webb,0,194f4898-d6fd-4fd8-8856-c7a6f072b34a,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
32,2024-04-18,745356,Groundout,field_out,True,545341,657277,Randal Grichuk,Logan Webb,0,0b0bd3eb-2eeb-40d6-a511-d7179068a5da,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
33,2024-04-18,745356,Strikeout,strikeout,True,672275,663531,Patrick Bailey,Logan Allen,0,61aad305-bc8b-49d0-884c-f911643fa6b3,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
34,2024-04-18,745356,Groundout,field_out,True,605113,663531,Nick Ahmed,Logan Allen,0,fc389ca3-ef6b-4444-923c-9472d9a779bd,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
35,2024-04-18,745356,Groundout,field_out,True,808982,663531,Jung Hoo Lee,Logan Allen,0,3b71c2b8-4847-4374-95bb-dcbee15f01d9,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,,,,,,,0.263,0.316,0.235,,,,0.138,0.138,0.25
