,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-10,746922,Groundout,field_out,True,514888,670174,Jose Altuve,Josh Winckowski,0,ab67d1d5-5f1c-4aa5-9ca8-87a3d5f87690,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
1,2024-08-10,746922,Groundout,field_out,True,608324,670174,Alex Bregman,Josh Winckowski,0,9f571dfe-20e4-45c4-830e-fb745638fc72,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
2,2024-08-10,746922,Home Run,home_run,False,670541,670174,Yordan Alvarez,Josh Winckowski,0,362e8648-636c-4246-9a24-70b8edc812ed,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
3,2024-08-10,746922,Single,single,False,673237,670174,Yainer Diaz,Josh Winckowski,0,56ee1b8c-b9bf-4dbb-9276-244ff043e5e8,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
4,2024-08-10,746922,Groundout,field_out,True,665161,670174,Jeremy Peña,Josh Winckowski,0,f9e5cd46-b18a-4b16-a482-5e5813c0b8ef,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
5,2024-08-10,746922,Pop Out,field_out,True,680776,681293,Jarren Duran,Spencer Arrighetti,0,fc9644a8-8e37-4a58-8b88-bde866d37baa,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,89.0,100.0,99.0,,,,116.0,92.0,100.0,63.0,100.0,98.0,,0.412,0.194,0.113,0.086,-0.95,0.98,,1.47,-2.98,94.1,88.2,85.4,,81.0,,,,0.245,0.439,0.239,0.429,0.571,0.38,,,,0.29,0.489,0.209,113.0,100.0,105.0,0.195,0.92,78.4,0.152,0.263,0.419,0.107,0.214,0.413,,,,,,,,,
6,2024-08-10,746922,Pop Out,field_out,True,677800,681293,Wilyer Abreu,Spencer Arrighetti,0,0b049217-fcb0-4a6e-aba1-8a86d8c4a1c9,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,89.0,100.0,99.0,,,,116.0,92.0,100.0,63.0,100.0,98.0,,0.412,0.194,0.113,0.086,-0.95,0.98,,1.47,-2.98,94.1,88.2,85.4,,81.0,,,,0.245,0.439,0.239,0.429,0.571,0.38,,,,0.29,0.489,0.209,113.0,100.0,105.0,0.195,0.92,78.4,0.152,0.263,0.419,0.107,0.214,0.413,,,,,,,,,
7,2024-08-10,746922,Groundout,field_out,True,807799,681293,Masataka Yoshida,Spencer Arrighetti,0,80493f43-d913-4053-ab41-7f2d897ca0a2,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,89.0,100.0,99.0,,,,116.0,92.0,100.0,63.0,100.0,98.0,,0.412,0.194,0.113,0.086,-0.95,0.98,,1.47,-2.98,94.1,88.2,85.4,,81.0,,,,0.245,0.439,0.239,0.429,0.571,0.38,,,,0.29,0.489,0.209,113.0,100.0,105.0,0.195,0.92,78.4,0.152,0.263,0.419,0.107,0.214,0.413,,,,,,,,,
8,2024-08-10,746922,Groundout,field_out,True,605170,670174,Victor Caratini,Josh Winckowski,0,489e98ad-1559-4330-81cd-f118c5eff95f,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
9,2024-08-10,746922,Groundout,field_out,True,701305,670174,Zach Dezenzo,Josh Winckowski,0,7ded173c-1802-4e3e-9612-1598a08ccdec,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.37,4.78,59.2,102.0,100.0,99.0,0.821,6.34,3.17,9.65,1.21,1.91,0.236,0.387,0.166,0.332,0.443,103.0,97.0,99.0,59.0,110.0,98.0,100.0,103.0,101.0,121.0,107.0,110.0,96.0,99.0,92.0,0.333,0.036,0.357,0.142,0.132,-0.8,-0.95,0.42,0.77,-2.2,94.4,90.1,91.4,94.9,85.0,0.276,0.425,0.162,0.3,0.529,0.217,0.342,0.474,0.103,0.143,0.179,0.328,0.2,0.2,0.214,,,,,,,,,,,,,,,,,,,,,
