,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-21,746012,Strikeout,strikeout,True,671739,670124,Michael Harris II,Adam Oller,0,4026534f-a4cf-41f4-a0d4-b2c7b4c2a91d,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-21,746012,Groundout,field_out,True,645277,670124,Ozzie Albies,Adam Oller,0,ccb30d01-d8a5-4fbe-845d-d07cea759358,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-21,746012,Single,single,False,542303,670124,Marcell Ozuna,Adam Oller,0,8fb8ac80-7ab3-47ac-bb24-0cc2a9dea603,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-21,746012,Flyout,field_out,True,621566,670124,Matt Olson,Adam Oller,0,76ecd2d3-d03e-4e00-9d3f-6e490e56f717,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-21,746012,Flyout,field_out,True,681393,608331,Connor Norby,Max Fried,0,3f09f0ec-5a87-40b6-9c1d-a1a6cfebfbad,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,116.0,103.0,107.0,77.0,93.0,93.0,101.0,97.0,97.0,0.327,0.11,0.211,0.14,0.39,0.57,1.47,1.61,93.9,85.7,82.2,74.6,0.275,0.373,0.187,,,,0.146,0.276,0.365,0.2,0.289,0.255,92.0,98.0,94.0,93.0,95.0,93.0,0.156,0.056,-1.47,1.31,88.5,93.6,0.274,0.31,0.124,0.22,0.293,0.297,0.16,0.16,0.361,0.333,0.524,0.296,,,,,,
5,2024-09-21,746012,Groundout,field_out,True,669394,608331,Jake Burger,Max Fried,0,99f63496-67bc-4a97-b67d-3539026a6af9,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,116.0,103.0,107.0,77.0,93.0,93.0,101.0,97.0,97.0,0.327,0.11,0.211,0.14,0.39,0.57,1.47,1.61,93.9,85.7,82.2,74.6,0.275,0.373,0.187,,,,0.146,0.276,0.365,0.2,0.289,0.255,92.0,98.0,94.0,93.0,95.0,93.0,0.156,0.056,-1.47,1.31,88.5,93.6,0.274,0.31,0.124,0.22,0.293,0.297,0.16,0.16,0.361,0.333,0.524,0.296,,,,,,
6,2024-09-21,746012,Single,single,False,681146,608331,Jonah Bride,Max Fried,0,d11a1e66-19e8-490d-9e46-2851ccfcabfa,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,116.0,103.0,107.0,77.0,93.0,93.0,101.0,97.0,97.0,0.327,0.11,0.211,0.14,0.39,0.57,1.47,1.61,93.9,85.7,82.2,74.6,0.275,0.373,0.187,,,,0.146,0.276,0.365,0.2,0.289,0.255,92.0,98.0,94.0,93.0,95.0,93.0,0.156,0.056,-1.47,1.31,88.5,93.6,0.274,0.31,0.124,0.22,0.293,0.297,0.16,0.16,0.361,0.333,0.524,0.296,,,,,,
7,2024-09-21,746012,Triple,triple,False,656537,608331,Derek Hill,Max Fried,1,98c01341-93bf-43ab-905b-01791c78ead6,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,116.0,103.0,107.0,77.0,93.0,93.0,101.0,97.0,97.0,0.327,0.11,0.211,0.14,0.39,0.57,1.47,1.61,93.9,85.7,82.2,74.6,0.275,0.373,0.187,,,,0.146,0.276,0.365,0.2,0.289,0.255,92.0,98.0,94.0,93.0,95.0,93.0,0.156,0.056,-1.47,1.31,88.5,93.6,0.274,0.31,0.124,0.22,0.293,0.297,0.16,0.16,0.361,0.333,0.524,0.296,,,,,,
8,2024-09-21,746012,Flyout,field_out,True,672640,608331,Otto Lopez,Max Fried,0,197730b0-dffd-40b7-b86e-c57779e5a45e,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.42,3.73,165.2,98.0,94.0,99.0,0.774,8.53,2.99,7.77,0.71,2.59,0.254,0.435,0.153,0.256,0.411,92.0,101.0,103.0,116.0,103.0,107.0,77.0,93.0,93.0,101.0,97.0,97.0,0.327,0.11,0.211,0.14,0.39,0.57,1.47,1.61,93.9,85.7,82.2,74.6,0.275,0.373,0.187,,,,0.146,0.276,0.365,0.2,0.289,0.255,92.0,98.0,94.0,93.0,95.0,93.0,0.156,0.056,-1.47,1.31,88.5,93.6,0.274,0.31,0.124,0.22,0.293,0.297,0.16,0.16,0.361,0.333,0.524,0.296,,,,,,
9,2024-09-21,746012,Home Run,home_run,False,624585,670124,Jorge Soler,Adam Oller,0,9ea92541-9343-4aba-9a33-0a09e0b61826,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-21,746012,Single,single,False,657656,670124,Ramón Laureano,Adam Oller,0,beb4c3bb-a39a-4774-937a-122fd62fe0b7,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.06,4.69,37.1,94.0,101.0,94.0,0.796,7.96,4.82,8.44,1.45,0.94,0.257,0.385,0.101,0.321,0.395,53.0,90.0,80.0,111.0,95.0,97.0,98.0,92.0,92.0,111.0,134.0,131.0,0.506,0.007,0.42,0.068,-1.81,5.85,2.1,-3.15,93.8,86.8,86.6,84.0,0.307,0.613,0.155,0.1,0.125,0.338,0.222,0.278,0.214,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
