,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-09-14,746508,Flyout,field_out,True,664023,607536,Ian Happ,Kyle Freeland,0,579d944a-34b4-414c-8ac9-db927991719f,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,746508,Single,single,False,621020,607536,Dansby Swanson,Kyle Freeland,0,a4050d76-8169-4879-a5a6-af4bde2cdad2,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,746508,Double,double,False,673548,607536,Seiya Suzuki,Kyle Freeland,1,6b4ed431-d036-4e61-a0f5-3b55376012fc,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,746508,Flyout,field_out,True,641355,607536,Cody Bellinger,Kyle Freeland,0,6d5a3f4e-6f02-4f7c-a93b-4af1273da281,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-14,746508,Strikeout,strikeout,True,670623,607536,Isaac Paredes,Kyle Freeland,0,fd4a2989-70fb-4630-b728-559deff21c50,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-14,746508,Strikeout,strikeout,True,453568,592791,Charlie Blackmon,Jameson Taillon,0,36fc0ef5-3779-4154-9786-a72b3609b63b,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
6,2024-09-14,746508,Groundout,field_out,True,678662,592791,Ezequiel Tovar,Jameson Taillon,0,7050a2bd-cbfd-4066-8240-50a1da81e0d4,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
7,2024-09-14,746508,Flyout,field_out,True,686668,592791,Brenton Doyle,Jameson Taillon,0,928f1304-89d0-4a4b-8706-d54807988c3d,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
8,2024-09-14,746508,Flyout,field_out,True,621550,607536,Patrick Wisdom,Kyle Freeland,0,1ca63ec4-1dab-4a80-ad8f-185e294f17c7,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-14,746508,Single,single,False,663538,607536,Nico Hoerner,Kyle Freeland,0,820f666d-df3d-4d63-a1a0-9cf761d27e12,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-14,746508,Strikeout,strikeout,True,691718,607536,Pete Crow-Armstrong,Kyle Freeland,0,ba7c4da4-c747-4ce3-8609-278d544a656c,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-14,746508,Lineout,field_out,True,542194,607536,Christian Bethancourt,Kyle Freeland,0,5bbbd63a-33b8-4cf1-8e29-26094e575d83,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-14,746508,Strikeout,strikeout,True,641857,592791,Ryan McMahon,Jameson Taillon,0,f017944b-6e8d-4aab-969c-2714d7471e13,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
13,2024-09-14,746508,Groundout,field_out,True,669911,592791,Michael Toglia,Jameson Taillon,0,518045d3-9388-4790-81f1-b43cc108cd1b,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
14,2024-09-14,746508,Lineout,field_out,True,595909,592791,Jake Cave,Jameson Taillon,0,cfbddc72-f81b-40c6-a693-e789a1d74c08,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.54,3.98,152.1,107.0,86.0,102.0,0.815,7.03,1.71,8.74,1.24,0.99,0.222,0.446,0.142,0.337,0.462,76.0,100.0,96.0,66.0,106.0,95.0,74.0,104.0,93.0,106.0,116.0,120.0,,,,0.108,0.296,0.159,,0.043,-0.5,1.64,0.64,,-3.44,92.3,86.1,92.6,80.5,,0.207,0.293,0.092,0.24,0.438,0.236,,,,0.294,0.516,0.153,0.3,0.633,0.154,104.0,111.0,113.0,92.0,104.0,99.0,0.245,0.15,1.9,-1.13,86.6,79.6,0.27,0.333,0.197,0.188,0.304,0.327,,,,,,
15,2024-09-14,746508,Flyout,field_out,True,664023,607536,Ian Happ,Kyle Freeland,0,91c3fa12-25f4-45b1-8779-c71190651274,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-14,746508,Walk,walk,False,621020,607536,Dansby Swanson,Kyle Freeland,0,c523cb0b-0237-40dd-acb6-7d597f9c55b9,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.89,4.54,103.0,103.0,82.0,98.0,0.84,6.9,2.18,10.22,1.4,1.05,0.217,0.433,0.154,0.335,0.433,61.0,98.0,87.0,69.0,103.0,93.0,83.0,106.0,99.0,65.0,103.0,100.0,128.0,103.0,108.0,0.262,0.205,0.224,0.188,0.121,-0.01,-1.68,-0.62,-0.01,-0.86,91.7,86.1,91.5,87.0,83.6,0.325,0.583,0.074,0.202,0.281,0.442,0.301,0.554,0.156,0.268,0.39,0.068,0.333,0.487,0.156,,,,,,,,,,,,,,,,,,,,,,,,
