,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-31,744971,Groundout,field_out,True,671732,674003,Lawrence Butler,Cody Bradford,0,efc2dc65-6147-40cb-b2e6-0432dcc5d64e,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,744971,Flyout,field_out,True,667670,674003,Brent Rooker,Cody Bradford,0,d8f6636a-ff10-4839-844f-a683ce6dd905,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,744971,Strikeout,strikeout,True,668709,674003,JJ Bleday,Cody Bradford,0,bcb6f209-d7a0-4503-8964-ea7b2e026355,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,744971,Flyout,field_out,True,543760,683155,Marcus Semien,Joey Estes,0,7f1a1e46-0b68-4993-b5f1-6769fee634b0,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,,,,79.0,106.0,100.0,113.0,114.0,117.0,112.0,89.0,91.0,0.526,0.008,0.335,,0.111,0.24,-13.82,0.78,,-2.49,92.4,86.4,84.6,79.3,,0.251,0.463,0.175,0.343,0.714,0.193,,,,0.217,0.406,0.258,54.0,97.0,86.0,0.02,-2.23,90.3,0.189,0.321,0.23,0.2,0.5,0.063,,,,,,,,,,,,,,,,,,
4,2024-08-31,744971,Lineout,field_out,True,608369,683155,Corey Seager,Joey Estes,0,eb222ab1-9737-4821-a80a-ae1e0412ddb6,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,,,,79.0,106.0,100.0,113.0,114.0,117.0,112.0,89.0,91.0,0.526,0.008,0.335,,0.111,0.24,-13.82,0.78,,-2.49,92.4,86.4,84.6,79.3,,0.251,0.463,0.175,0.343,0.714,0.193,,,,0.217,0.406,0.258,54.0,97.0,86.0,0.02,-2.23,90.3,0.189,0.321,0.23,0.2,0.5,0.063,,,,,,,,,,,,,,,,,,
5,2024-08-31,744971,Strikeout,strikeout,True,669701,683155,Josh Smith,Joey Estes,0,17d66492-cde4-497f-b49f-0e9ecc485bef,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,,,,79.0,106.0,100.0,113.0,114.0,117.0,112.0,89.0,91.0,0.526,0.008,0.335,,0.111,0.24,-13.82,0.78,,-2.49,92.4,86.4,84.6,79.3,,0.251,0.463,0.175,0.343,0.714,0.193,,,,0.217,0.406,0.258,54.0,97.0,86.0,0.02,-2.23,90.3,0.189,0.321,0.23,0.2,0.5,0.063,,,,,,,,,,,,,,,,,,
6,2024-08-31,744971,Pop Out,field_out,True,669127,674003,Shea Langeliers,Cody Bradford,0,ddd82b9b-e9a3-4d1c-9fc5-6374a417c762,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-31,744971,Strikeout,strikeout,True,663527,674003,Tyler Nevin,Cody Bradford,0,d9c64b2a-a7ed-4ffe-b89c-a3044178ddee,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-31,744971,Strikeout,strikeout,True,663662,674003,Daz Cameron,Cody Bradford,0,153447a2-3a6c-4c8d-82bb-777722522d19,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-31,744971,Groundout,field_out,True,666969,683155,Adolis García,Joey Estes,0,fd29e03c-9319-440f-9fbc-69d7583d5fb4,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,,,,79.0,106.0,100.0,113.0,114.0,117.0,112.0,89.0,91.0,0.526,0.008,0.335,,0.111,0.24,-13.82,0.78,,-2.49,92.4,86.4,84.6,79.3,,0.251,0.463,0.175,0.343,0.714,0.193,,,,0.217,0.406,0.258,54.0,97.0,86.0,0.02,-2.23,90.3,0.189,0.321,0.23,0.2,0.5,0.063,,,,,,,,,,,,,,,,,,
