,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-22,745379,Double,double,False,596019,656302,Francisco Lindor,Dylan Cease,0,28076952-88d1-46fc-b9b8-6f3fe52dee28,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-22,745379,Double,double,False,668901,656302,Mark Vientos,Dylan Cease,1,9d47ace7-2277-43ed-96c6-0afe5f267451,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-22,745379,Double Play,double_play,True,607043,656302,Brandon Nimmo,Dylan Cease,1,22995ba2-744b-40d8-ba27-9d313b5bb8c5,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-22,745379,Single,single,False,624413,656302,Pete Alonso,Dylan Cease,0,b351b566-f88a-4cbf-8f25-5ddf2de9499a,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-22,745379,Groundout,field_out,True,608385,656302,Jesse Winker,Dylan Cease,0,22a740f7-fe58-4c68-b10e-0b71dc021e63,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-22,745379,Groundout,field_out,True,650333,622663,Luis Arraez,Luis Severino,0,7279d781-b9ab-467b-9ab6-49509c758fb7,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,142.0,100.0,112.0,,,,92.0,93.0,90.0,0.351,0.084,0.229,,0.082,0.31,0.95,0.04,,-2.98,96.1,92.7,86.1,85.7,,0.263,0.342,0.282,0.231,0.382,0.222,,,,0.156,0.24,0.357,0.186,0.279,0.239,0.333,0.622,0.182,90.0,97.0,93.0,0.253,0.88,95.6,0.289,0.434,0.123,,,,,,,,,,,,,,,
6,2024-08-22,745379,Strikeout,strikeout,True,595777,622663,Jurickson Profar,Luis Severino,0,d045372a-e399-4cc1-ac58-59444c22e166,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,142.0,100.0,112.0,,,,92.0,93.0,90.0,0.351,0.084,0.229,,0.082,0.31,0.95,0.04,,-2.98,96.1,92.7,86.1,85.7,,0.263,0.342,0.282,0.231,0.382,0.222,,,,0.156,0.24,0.357,0.186,0.279,0.239,0.333,0.622,0.182,90.0,97.0,93.0,0.253,0.88,95.6,0.289,0.434,0.123,,,,,,,,,,,,,,,
7,2024-08-22,745379,Groundout,field_out,True,630105,622663,Jake Cronenworth,Luis Severino,0,1c387e05-9a47-44be-97ce-c801ba765715,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,142.0,100.0,112.0,,,,92.0,93.0,90.0,0.351,0.084,0.229,,0.082,0.31,0.95,0.04,,-2.98,96.1,92.7,86.1,85.7,,0.263,0.342,0.282,0.231,0.382,0.222,,,,0.156,0.24,0.357,0.186,0.279,0.239,0.333,0.622,0.182,90.0,97.0,93.0,0.253,0.88,95.6,0.289,0.434,0.123,,,,,,,,,,,,,,,
8,2024-08-22,745379,Pop Out,field_out,True,578428,656302,Jose Iglesias,Dylan Cease,0,fab7f9fa-8329-4d48-ba91-0e8ecf9e4954,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-22,745379,Strikeout,strikeout,True,682626,656302,Francisco Alvarez,Dylan Cease,0,646cf56e-5ed5-436d-b6a9-2292e6cad0c0,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,113.0,101.0,105.0,109.0,96.0,103.0,113.0,89.0,90.0,0.434,0.007,0.47,0.08,0.01,0.09,-5.13,1.78,-1.16,-4.15,96.9,91.8,69.7,87.3,82.5,0.17,0.27,0.444,0.237,0.417,0.208,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
