,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-23,745625,Groundout,field_out,True,694192,676664,Jackson Chourio,JP Sears,0,094f71d6-b6bc-4917-b28c-57996acd6c30,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,0.187,-0.39,1.05,-0.46,0.0,92.0,84.2,90.1,78.9,0.213,0.431,0.274,0.246,0.403,0.215,0.306,0.417,0.209,0.295,0.41,0.116,0.273,0.659,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,745625,Groundout,field_out,True,663368,676664,Blake Perkins,JP Sears,0,10f2c8a3-9b82-4add-a0d7-8facf312cf32,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,0.187,-0.39,1.05,-0.46,0.0,92.0,84.2,90.1,78.9,0.213,0.431,0.274,0.246,0.403,0.215,0.306,0.417,0.209,0.295,0.41,0.116,0.273,0.659,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,745625,Strikeout,strikeout,True,661388,676664,William Contreras,JP Sears,0,01a54951-53c4-4197-a755-aae2605e690d,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,0.187,-0.39,1.05,-0.46,0.0,92.0,84.2,90.1,78.9,0.213,0.431,0.274,0.246,0.403,0.215,0.306,0.417,0.209,0.295,0.41,0.116,0.273,0.659,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,745625,Home Run,home_run,False,671732,650644,Lawrence Butler,Aaron Civale,0,191c7381-dc48-46b1-a81c-0cc4c742efaf,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
4,2024-08-23,745625,Walk,walk,False,667670,650644,Brent Rooker,Aaron Civale,0,4e9c2e97-aa11-46f8-96fb-1a2e6be810de,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
5,2024-08-23,745625,Pop Out,field_out,True,668709,650644,JJ Bleday,Aaron Civale,0,04f43c30-0e96-4cc3-b9b8-e07ea5b5c1d0,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
6,2024-08-23,745625,Single,single,False,609280,650644,Miguel Andujar,Aaron Civale,1,9b6c8480-0761-4a01-9ed7-0ff3b0bab170,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
7,2024-08-23,745625,Strikeout,strikeout,True,669127,650644,Shea Langeliers,Aaron Civale,0,b678e4a4-9225-4f46-864a-eff10cf15c75,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
8,2024-08-23,745625,Walk,walk,False,664913,650644,Seth Brown,Aaron Civale,1,aa030df9-39a7-4fa7-896e-559d67bb74da,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
9,2024-08-23,745625,Lineout,field_out,True,680869,650644,Zack Gelof,Aaron Civale,0,ee57987e-5af4-495e-a473-e5898a729a73,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,0.248,0.093,0.172,,-2.99,0.61,-0.87,,91.9,,92.6,80.5,0.361,0.611,0.092,0.262,0.467,0.276,,,,0.224,0.405,0.169,0.25,0.375,0.455,105.0,102.0,109.0,93.0,98.0,100.0,63.0,94.0,102.0,0.311,0.021,0.155,0.79,-2.53,-1.21,88.0,85.6,77.1,0.249,0.408,0.225,0.247,0.444,0.288,0.357,0.429,0.25,,,,,,
