,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-07,746122,Flyout,field_out,True,694192,680736,Jackson Chourio,Justin Wrobleski,0,f120cc12-a0fc-41eb-9d63-7d123c3242fe,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
1,2024-07-07,746122,Walk,walk,False,656555,680736,Rhys Hoskins,Justin Wrobleski,0,f97b5e6d-360d-4e8c-b14f-0a7729f52aac,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
2,2024-07-07,746122,Flyout,field_out,True,592885,680736,Christian Yelich,Justin Wrobleski,0,0827b0d9-5349-45fb-9f88-ab5a88c39199,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
3,2024-07-07,746122,Runner Out,other_out,True,642715,680736,Willy Adames,Justin Wrobleski,0,3c53aa78-f306-4e0a-90d6-1e8fb6d264ff,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
4,2024-07-07,746122,Groundout,field_out,True,660271,572971,Shohei Ohtani,Dallas Keuchel,0,0ac5d3d0-af0d-4276-92d5-cc191c23bff3,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.73,-3.03,1.95,,2.24,,84.6,81.1,88.1,78.6,,,,,,,,0.375,0.875,0.083,0.422,0.667,0.152,0.059,0.059,0.353,,,,,,,,,
5,2024-07-07,746122,Walk,walk,False,669257,572971,Will Smith,Dallas Keuchel,0,34c09408-9c06-464a-be95-341a60135391,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.73,-3.03,1.95,,2.24,,84.6,81.1,88.1,78.6,,,,,,,,0.375,0.875,0.083,0.422,0.667,0.152,0.059,0.059,0.353,,,,,,,,,
6,2024-07-07,746122,Flyout,field_out,True,518692,572971,Freddie Freeman,Dallas Keuchel,0,0b903918-8ae4-45e8-81e3-1caad320203f,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.73,-3.03,1.95,,2.24,,84.6,81.1,88.1,78.6,,,,,,,,0.375,0.875,0.083,0.422,0.667,0.152,0.059,0.059,0.353,,,,,,,,,
7,2024-07-07,746122,Groundout,field_out,True,606192,572971,Teoscar Hernández,Dallas Keuchel,0,3cf9bc1a-8090-4e7b-9ef8-1cfce95f1511,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,,,,,,,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,,0.146,0.01,,0.276,,-4.73,-3.03,1.95,,2.24,,84.6,81.1,88.1,78.6,,,,,,,,0.375,0.875,0.083,0.422,0.667,0.152,0.059,0.059,0.353,,,,,,,,,
8,2024-07-07,746122,Strikeout,strikeout,True,642715,680736,Willy Adames,Justin Wrobleski,0,b72dca64-e8d7-417b-9166-6f6d9260c92a,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
9,2024-07-07,746122,Groundout,field_out,True,669003,680736,Garrett Mitchell,Justin Wrobleski,0,bdcd3ad8-fc49-4dfd-9a79-c1cbeb6530a2,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,49.0,121.0,132.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,53.0,91.0,92.0,0.038,0.556,0.15,0.188,0.006,0.063,0.68,-6.77,-7.62,-7.93,3.88,-0.28,95.1,88.1,82.8,92.7,84.5,80.6,0.182,0.364,0.182,0.25,0.833,0.308,0.667,2.0,0.154,,,,,,,,,,,,,,,
