,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2024-07-26,746277,Flyout,field_out,True,663538,663903,Nico Hoerner,Brady Singer,0,adcde71b-b40e-449c-b5e3-869e4ccdf6ad,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,746277,Strikeout,strikeout,True,683737,663903,Michael Busch,Brady Singer,0,2517fca9-a49e-49f9-b71c-aaef99917a6d,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,746277,Groundout,field_out,True,673548,663903,Seiya Suzuki,Brady Singer,0,8eee9624-6ed3-45c0-b262-fc6e383610af,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,746277,Lineout,field_out,True,624428,543294,Adam Frazier,Kyle Hendricks,0,d8bf0e46-81cf-4107-b58d-f9875b37ea8f,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.95,5.1,80.1,105.0,97.0,101.0,0.835,6.27,2.69,10.76,1.79,1.3,0.234,0.383,0.204,0.275,0.406,110.0,107.0,108.0,58.0,90.0,83.0,98.0,106.0,97.0,,,,0.357,0.127,,0.383,-2.61,-1.06,,-1.26,87.9,80.9,87.8,,,,,0.354,0.531,0.107,0.316,0.842,0.14,0.278,0.424,0.235,,,,89.0,109.0,107.0,0.133,1.27,74.4,0.138,0.241,0.347,,,,,,,,,,,,
4,2024-07-26,746277,Groundout,field_out,True,677951,543294,Bobby Witt Jr.,Kyle Hendricks,0,d8372285-5e23-4754-bb1d-8500eb9bbc4b,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.95,5.1,80.1,105.0,97.0,101.0,0.835,6.27,2.69,10.76,1.79,1.3,0.234,0.383,0.204,0.275,0.406,110.0,107.0,108.0,58.0,90.0,83.0,98.0,106.0,97.0,,,,0.357,0.127,,0.383,-2.61,-1.06,,-1.26,87.9,80.9,87.8,,,,,0.354,0.531,0.107,0.316,0.842,0.14,0.278,0.424,0.235,,,,89.0,109.0,107.0,0.133,1.27,74.4,0.138,0.241,0.347,,,,,,,,,,,,
5,2024-07-26,746277,Single,single,False,686469,543294,Vinnie Pasquantino,Kyle Hendricks,0,a1725252-ef57-4970-9d5f-b2a866065530,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.95,5.1,80.1,105.0,97.0,101.0,0.835,6.27,2.69,10.76,1.79,1.3,0.234,0.383,0.204,0.275,0.406,110.0,107.0,108.0,58.0,90.0,83.0,98.0,106.0,97.0,,,,0.357,0.127,,0.383,-2.61,-1.06,,-1.26,87.9,80.9,87.8,,,,,0.354,0.531,0.107,0.316,0.842,0.14,0.278,0.424,0.235,,,,89.0,109.0,107.0,0.133,1.27,74.4,0.138,0.241,0.347,,,,,,,,,,,,
6,2024-07-26,746277,Lineout,field_out,True,521692,543294,Salvador Perez,Kyle Hendricks,0,6a51b49e-a0fb-4674-b2ad-9fe30ae7b701,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.95,5.1,80.1,105.0,97.0,101.0,0.835,6.27,2.69,10.76,1.79,1.3,0.234,0.383,0.204,0.275,0.406,110.0,107.0,108.0,58.0,90.0,83.0,98.0,106.0,97.0,,,,0.357,0.127,,0.383,-2.61,-1.06,,-1.26,87.9,80.9,87.8,,,,,0.354,0.531,0.107,0.316,0.842,0.14,0.278,0.424,0.235,,,,89.0,109.0,107.0,0.133,1.27,74.4,0.138,0.241,0.347,,,,,,,,,,,,
7,2024-07-26,746277,Groundout,field_out,True,664023,663903,Ian Happ,Brady Singer,0,fa697a8c-dc7b-4140-81ce-551ce8ae4866,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
8,2024-07-26,746277,Groundout,field_out,True,643565,663903,Mike Tauchman,Brady Singer,0,4a5ba07c-1750-40e6-a704-a50a7c9841eb,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
9,2024-07-26,746277,Strikeout,strikeout,True,621020,663903,Dansby Swanson,Brady Singer,0,bd50127b-e65d-4d3d-8794-c21de580cc1f,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,2.82,4.62,118.0,100.0,86.0,94.0,0.773,8.47,2.75,7.86,0.99,1.67,0.185,0.394,0.152,0.334,0.414,80.0,76.0,68.0,58.0,97.0,86.0,77.0,103.0,92.0,106.0,100.0,102.0,0.398,0.125,0.449,0.027,-1.68,0.79,0.51,-3.22,91.6,88.1,92.2,82.8,0.19,0.345,0.356,0.268,0.388,0.105,0.297,0.541,0.182,0.273,0.364,0.133,0.2,0.6,0.364,,,,,,,,,,,,,,,,,,,,,
