,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff
0,2024-06-30,747016,Flyout,field_out,True,543760,608344,Marcus Semien,Cole Irvin,0,6b43d5aa-2cb4-4b52-b7be-9499dc926e56,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
1,2024-06-30,747016,Lineout,field_out,True,669701,608344,Josh Smith,Cole Irvin,0,28ad0b11-c52b-4dcc-a644-f666e817dc5e,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
2,2024-06-30,747016,Strikeout,strikeout,True,543257,608344,Robbie Grossman,Cole Irvin,0,c5814b0a-1b69-4490-b721-5b7a9326f7b1,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
3,2024-06-30,747016,Strikeout,strikeout,True,683002,571760,Gunnar Henderson,Andrew Heaney,0,47e1bbb4-1cac-4d25-a3b0-b44d224ffed9,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,0.256,0.329,0.229,,,,0.252,0.383,0.382
4,2024-06-30,747016,Strikeout,strikeout,False,668939,571760,Adley Rutschman,Andrew Heaney,1,2142343d-1205-4ef1-a478-2883babe16f5,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,0.256,0.329,0.229,,,,0.252,0.383,0.382
5,2024-06-30,747016,Flyout,field_out,True,623993,571760,Anthony Santander,Andrew Heaney,0,752e8732-6200-4fcc-81e4-5f251cf27064,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,0.256,0.329,0.229,,,,0.252,0.383,0.382
6,2024-06-30,747016,Groundout,field_out,True,676059,571760,Jordan Westburg,Andrew Heaney,0,ceff7619-f383-476a-b87f-5dea36808d70,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,20.0,51.0,51.0,,0.522,0.002,0.29,0.032,0.154,-0.05,-19.18,,-0.02,-7.71,1.0,91.5,86.6,83.8,,82.0,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,0.256,0.329,0.229,,,,0.252,0.383,0.382
7,2024-06-30,747016,Hit By Pitch,hit_by_pitch,False,666969,608344,Adolis García,Cole Irvin,0,7949bd2b-8e02-4feb-a6c8-af745907d6df,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
8,2024-06-30,747016,Flyout,field_out,True,694671,608344,Wyatt Langford,Cole Irvin,0,a33c2bba-ff43-4d50-b6e5-fb8db7201e29,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
9,2024-06-30,747016,Forceout,force_out,True,663993,608344,Nathaniel Lowe,Cole Irvin,1,9b444b15-d383-421b-9a60-d0cab3fa10b0,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15
