,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-23,746920,Single,single,False,682998,678394,Corbin Carroll,Brayan Bello,0,6aff7504-31ce-438f-b31a-a293f691b1d9,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,746920,Single,single,False,664983,678394,Jake McCarthy,Brayan Bello,1,074cd852-44f0-4352-9f16-147fa56077c6,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,746920,Walk,walk,False,592626,678394,Joc Pederson,Brayan Bello,1,c0edde8f-1c87-485f-92e6-73f2dc7ebdf1,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,746920,Walk,walk,False,605137,678394,Josh Bell,Brayan Bello,1,381a9eee-c2f5-4bc8-b077-a11f64220622,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
4,2024-08-23,746920,Sac Fly,sac_fly,True,666971,678394,Lourdes Gurriel Jr.,Brayan Bello,1,be16fc09-fe51-4bfc-b1ab-358ce65ee92d,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
5,2024-08-23,746920,Lineout,field_out,True,680728,678394,Adrian Del Castillo,Brayan Bello,0,5126062e-d358-44d1-9b18-2719e1fef174,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
6,2024-08-23,746920,Forceout,force_out,True,553993,678394,Eugenio Suárez,Brayan Bello,1,72518943-dbc3-4cd6-8c2a-4da9846605b7,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,
7,2024-08-23,746920,Double,double,False,680776,669194,Jarren Duran,Ryne Nelson,0,52de3d8f-eb4a-4be1-8da8-eeb86236d1cc,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,,,,0.322,0.627,0.195,0.245,0.367,0.153,0.254,0.42,0.195,89.0,95.0,94.0,77.0,105.0,95.0,0.184,0.063,-0.58,1.49,91.3,78.0,0.307,0.491,0.143,0.161,0.226,0.14,0.4,0.733,0.167
8,2024-08-23,746920,Double,double,False,677800,669194,Wilyer Abreu,Ryne Nelson,1,c20352a9-3f3f-4098-ac25-558e307a0f00,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,,,,0.322,0.627,0.195,0.245,0.367,0.153,0.254,0.42,0.195,89.0,95.0,94.0,77.0,105.0,95.0,0.184,0.063,-0.58,1.49,91.3,78.0,0.307,0.491,0.143,0.161,0.226,0.14,0.4,0.733,0.167
9,2024-08-23,746920,Lineout,field_out,True,671213,669194,Triston Casas,Ryne Nelson,0,98040b51-3775-4bbc-ab12-8f662f1e827c,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,,,,0.322,0.627,0.195,0.245,0.367,0.153,0.254,0.42,0.195,89.0,95.0,94.0,77.0,105.0,95.0,0.184,0.063,-0.58,1.49,91.3,78.0,0.307,0.491,0.143,0.161,0.226,0.14,0.4,0.733,0.167
