,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-29,746468,Groundout,field_out,True,457705,672456,Andrew McCutchen,Keider Montero,0,207c9cf7-04c6-48eb-9f4a-a82dbac9a72d,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-29,746468,Lineout,field_out,True,668804,672456,Bryan Reynolds,Keider Montero,0,82260ca6-07c3-4f29-aa41-4390a6101115,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-29,746468,Pop Out,field_out,True,656582,672456,Connor Joe,Keider Montero,0,45f8e7d0-b841-4559-8eb1-8b4ae68d7ed3,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-29,746468,Strikeout,strikeout,True,672761,694973,Wenceel Pérez,Paul Skenes,0,c5d060b8-3b2f-4e78-91ed-1053bd8e3a05,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,0.379,0.164,,0.035,0.0,0.33,,-2.49,99.1,87.6,85.1,,0.239,0.402,0.303,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,112.0,98.0,103.0,0.313,0.109,4.1,0.6,94.1,82.4,0.157,0.193,0.302,,,,,,,,,,,,,,,,,,,,,
4,2024-05-29,746468,Strikeout,strikeout,True,682985,694973,Riley Greene,Paul Skenes,0,830f6897-c222-43ec-929d-813b86b5401f,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,0.379,0.164,,0.035,0.0,0.33,,-2.49,99.1,87.6,85.1,,0.239,0.402,0.303,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,112.0,98.0,103.0,0.313,0.109,4.1,0.6,94.1,82.4,0.157,0.193,0.302,,,,,,,,,,,,,,,,,,,,,
5,2024-05-29,746468,Groundout,field_out,True,663837,694973,Matt Vierling,Paul Skenes,0,1fc0e31f-5997-44fa-a0a3-812ce7b5721a,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,0.379,0.164,,0.035,0.0,0.33,,-2.49,99.1,87.6,85.1,,0.239,0.402,0.303,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,112.0,98.0,103.0,0.313,0.109,4.1,0.6,94.1,82.4,0.157,0.193,0.302,,,,,,,,,,,,,,,,,,,,,
6,2024-05-29,746468,Lineout,field_out,True,665833,672456,Oneil Cruz,Keider Montero,0,2374f073-a30e-4bb0-8406-ab0b18db9a44,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-29,746468,Strikeout,strikeout,True,693304,672456,Nick Gonzales,Keider Montero,0,875a852e-2699-4229-b415-821abd020af2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-29,746468,Flyout,field_out,True,642133,672456,Rowdy Tellez,Keider Montero,0,4de388b0-ae37-4597-91d8-4d64971800b0,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,93.0,100.0,109.0,0.444,0.333,0.12,0.103,-0.18,2.93,-5.91,-8.6,95.3,85.9,83.1,79.1,0.265,0.51,0.191,0.103,0.103,0.359,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-29,746468,Walk,walk,False,592192,694973,Mark Canha,Paul Skenes,0,d5d3c364-f04d-4140-8dc8-8de62547b1d5,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,136.0,103.0,118.0,,,,0.379,0.164,,0.035,0.0,0.33,,-2.49,99.1,87.6,85.1,,0.239,0.402,0.303,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,112.0,98.0,103.0,0.313,0.109,4.1,0.6,94.1,82.4,0.157,0.193,0.302,,,,,,,,,,,,,,,,,,,,,
