,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff
0,2024-04-14,746492,Groundout,field_out,True,666397,656427,Edouard Julien,Jack Flaherty,0,ae36f59b-469f-4cf3-a828-7db4f274d966,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
1,2024-04-14,746492,Groundout,field_out,True,680777,656427,Ryan Jeffers,Jack Flaherty,0,7873eaf1-1c2b-4af4-8918-ec81b00c2d08,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
2,2024-04-14,746492,Single,single,False,666135,656427,Alex Kirilloff,Jack Flaherty,0,ca1e38a4-9d3c-4447-9455-d26df902fac8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
3,2024-04-14,746492,Single,single,False,622534,656427,Manuel Margot,Jack Flaherty,1,72531f8d-6f74-4fb4-83ae-1ff3a61ab888,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
4,2024-04-14,746492,Strikeout,strikeout,True,650489,656427,Willi Castro,Jack Flaherty,0,dd6e6a19-f080-4524-b09a-8489332ec1e1,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
5,2024-04-14,746492,Double,double,False,682985,641927,Riley Greene,Bailey Ober,0,e8fab046-c729-4b5c-b3c6-33ce72e65181,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,,0.389,0.128,,0.251,-1.08,,1.95,,1.52,91.9,83.4,,80.5,,0.307,0.606,0.247,0.098,0.196,0.319,,,,0.173,0.337,0.37,,,,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224
6,2024-04-14,746492,Groundout,field_out,True,592192,641927,Mark Canha,Bailey Ober,0,3d1c82ec-af9c-4f92-acdc-1125082b833a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,,0.389,0.128,,0.251,-1.08,,1.95,,1.52,91.9,83.4,,80.5,,0.307,0.606,0.247,0.098,0.196,0.319,,,,0.173,0.337,0.37,,,,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224
7,2024-04-14,746492,Pop Out,field_out,True,679529,641927,Spencer Torkelson,Bailey Ober,0,929df377-9aeb-4466-91a2-da793fbff779,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,,0.389,0.128,,0.251,-1.08,,1.95,,1.52,91.9,83.4,,80.5,,0.307,0.606,0.247,0.098,0.196,0.319,,,,0.173,0.337,0.37,,,,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224
8,2024-04-14,746492,Groundout,field_out,True,681481,641927,Kerry Carpenter,Bailey Ober,0,df9818a9-683f-4125-b7a3-6c4c29411fe6,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,,0.389,0.128,,0.251,-1.08,,1.95,,1.52,91.9,83.4,,80.5,,0.307,0.606,0.247,0.098,0.196,0.319,,,,0.173,0.337,0.37,,,,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224
9,2024-04-14,746492,Groundout,field_out,True,668885,656427,Austin Martin,Jack Flaherty,0,e161ccca-e4fb-4941-8614-408b43a8fb9d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,
