,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC
0,2024-08-24,746599,Single,single,False,543760,594902,Marcus Semien,Ben Lively,0,30b2abd2-bdee-469a-a15b-2526479d16a6,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
1,2024-08-24,746599,Strikeout,strikeout,True,608369,594902,Corey Seager,Ben Lively,0,69838d93-c3e8-44e2-8701-6e4314d94c81,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
2,2024-08-24,746599,Flyout,field_out,True,669701,594902,Josh Smith,Ben Lively,0,8494261d-b7e4-48ea-b25d-8bc9263b4d3e,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
3,2024-08-24,746599,Single,single,False,666969,594902,Adolis García,Ben Lively,1,38d8b9cf-fc16-487a-9a80-66d09b4db40d,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
4,2024-08-24,746599,Walk,walk,False,663993,594902,Nathaniel Lowe,Ben Lively,1,f0e59774-ec43-416b-be64-c06a7d3e6116,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
5,2024-08-24,746599,Fielders Choice,fielders_choice,False,673962,594902,Josh Jung,Ben Lively,1,c990d42a-ffe8-4dba-bb38-6208d07ad3af,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
6,2024-08-24,746599,Forceout,force_out,True,694671,594902,Wyatt Langford,Ben Lively,1,350efc7f-5b57-489b-8a14-6fcadc14fb4a,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
7,2024-08-24,746599,Flyout,field_out,True,680757,592351,Steven Kwan,Jon Gray,0,0f27b7ae-bdc7-48cd-82d1-6f3f9a75cbb2,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.32,4.62,98.0,104.0,84.0,98.0,0.776,7.44,2.39,9.55,0.83,1.01,0.231,0.407,0.141,0.365,0.456,71.0,100.0,94.0,97.0,98.0,104.0,73.0,103.0,91.0,,,,96.0,105.0,105.0,,0.447,0.437,0.044,0.072,-0.62,,0.86,-0.76,-1.44,94.9,88.7,,88.7,78.9,,,,0.313,0.432,0.146,,,,0.257,0.543,0.194,0.4,0.4,0.308,0.22,0.341,0.331,,,,,,,,,,,,,,,,,,
8,2024-08-24,746599,Single,single,False,665926,592351,Andrés Giménez,Jon Gray,0,b527a1ac-dc40-427c-aa44-dc20ba15102f,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.32,4.62,98.0,104.0,84.0,98.0,0.776,7.44,2.39,9.55,0.83,1.01,0.231,0.407,0.141,0.365,0.456,71.0,100.0,94.0,97.0,98.0,104.0,73.0,103.0,91.0,,,,96.0,105.0,105.0,,0.447,0.437,0.044,0.072,-0.62,,0.86,-0.76,-1.44,94.9,88.7,,88.7,78.9,,,,0.313,0.432,0.146,,,,0.257,0.543,0.194,0.4,0.4,0.308,0.22,0.341,0.331,,,,,,,,,,,,,,,,,,
9,2024-08-24,746599,Single,single,False,608070,592351,José Ramírez,Jon Gray,1,8b31d108-6025-4c3d-aebc-d43fb521671d,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.32,4.62,98.0,104.0,84.0,98.0,0.776,7.44,2.39,9.55,0.83,1.01,0.231,0.407,0.141,0.365,0.456,71.0,100.0,94.0,97.0,98.0,104.0,73.0,103.0,91.0,,,,96.0,105.0,105.0,,0.447,0.437,0.044,0.072,-0.62,,0.86,-0.76,-1.44,94.9,88.7,,88.7,78.9,,,,0.313,0.432,0.146,,,,0.257,0.543,0.194,0.4,0.4,0.308,0.22,0.341,0.331,,,,,,,,,,,,,,,,,,
