,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff
0,2024-08-03,745225,Single,single,False,656941,682243,Kyle Schwarber,Bryce Miller,0,4dcae0fc-5b95-42ce-b822-e9cc88ee34ff,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
1,2024-08-03,745225,Double,double,False,607208,682243,Trea Turner,Bryce Miller,1,4c2f77c1-5790-486a-898e-8d8b7d9345e7,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
2,2024-08-03,745225,Flyout,field_out,True,547180,682243,Bryce Harper,Bryce Miller,0,9835ea2e-d31f-4c21-87e6-31670ee1212d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
3,2024-08-03,745225,Groundout,field_out,True,664761,682243,Alec Bohm,Bryce Miller,1,526dc413-a65b-48b9-8d68-c99817ee20ab,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
4,2024-08-03,745225,Strikeout,strikeout,True,669016,682243,Brandon Marsh,Bryce Miller,0,9872d198-2bc4-4af2-97f2-ee5da4f8e30f,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
5,2024-08-03,745225,Groundout,field_out,True,645302,689147,Victor Robles,Orion Kerkering,0,9c52467f-fc87-4078-9aa8-f564b49fb807,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,,,,,,,,,,0.145,0.311,,,0.545,,0.65,,,3.05,0.38,,97.6,,,96.3,86.1,,0.226,0.34,0.277,0.179,0.205,0.158,,,,0.247,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-03,745225,Double,double,False,668227,689147,Randy Arozarena,Orion Kerkering,0,86c685e9-7ee3-4815-a083-c0bcf234ca0d,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,,,,,,,,,,0.145,0.311,,,0.545,,0.65,,,3.05,0.38,,97.6,,,96.3,86.1,,0.226,0.34,0.277,0.179,0.205,0.158,,,,0.247,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-03,745225,Walk,walk,False,663728,689147,Cal Raleigh,Orion Kerkering,0,a04f05af-fa13-494f-9561-582cbcb79bc4,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,,,,,,,,,,0.145,0.311,,,0.545,,0.65,,,3.05,0.38,,97.6,,,96.3,86.1,,0.226,0.34,0.277,0.179,0.205,0.158,,,,0.247,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-03,745225,Grounded Into DP,grounded_into_double_play,True,457759,689147,Justin Turner,Orion Kerkering,1,aaf53592-3711-4026-922b-39aa9fb54994,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,,,,,,,,,,0.145,0.311,,,0.545,,0.65,,,3.05,0.38,,97.6,,,96.3,86.1,,0.226,0.34,0.277,0.179,0.205,0.158,,,,0.247,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-03,745225,Groundout,field_out,True,592663,682243,J.T. Realmuto,Bryce Miller,0,c32d5e0e-b33c-4640-84c8-fc8f778eed79,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
