,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
10,2024-03-29,746412,Strikeout,strikeout,True,657077,664299,Alex Verdugo,Cristian Javier,0,0f2a8bf7-599b-41c5-8872-e408b742f97b,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-03-29,746412,Flyout,field_out,True,683011,664299,Anthony Volpe,Cristian Javier,0,cf196fd4-a541-465a-8e2c-aa379dd8f1a6,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-03-29,746412,Walk,walk,False,676801,607074,Chas McCormick,Carlos Rodón,0,4a522a5e-8cef-4dba-bcde-9ed0571aa9b5,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
13,2024-03-29,746412,Pop Out,field_out,True,673237,607074,Yainer Diaz,Carlos Rodón,0,ceff87df-14f3-4c7d-a05b-9239c8a387c4,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
14,2024-03-29,746412,Lineout,field_out,True,665161,607074,Jeremy Peña,Carlos Rodón,0,91810cb2-af7d-48c5-be98-9af2f433b987,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
15,2024-03-29,746412,Walk,walk,False,676694,607074,Jake Meyers,Carlos Rodón,1,613bdc53-c5c1-4b0f-94f8-8636c8fec936,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
16,2024-03-29,746412,Lineout,field_out,True,514888,607074,Jose Altuve,Carlos Rodón,0,c84901ee-e424-45df-9de5-784b55ac778a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
17,2024-03-29,746412,Groundout,field_out,True,669224,664299,Austin Wells,Cristian Javier,0,fdd615fc-a220-4e50-8c5f-e243a0270c86,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-03-29,746412,Single,single,False,665828,664299,Oswaldo Cabrera,Cristian Javier,0,23742351-7b4b-45e9-afe2-7e96e68c6c5b,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-03-29,746412,Flyout,field_out,True,650402,664299,Gleyber Torres,Cristian Javier,0,749816cb-ab56-4cc7-bc73-0ef4e9424349,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-03-29,746412,Single,single,False,665742,664299,Juan Soto,Cristian Javier,1,5fa7f8dc-69dc-456c-ad93-49ceb3ff3f3b,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-03-29,746412,Pop Out,field_out,True,592450,664299,Aaron Judge,Cristian Javier,0,e3838c54-702d-43b6-8377-bde7c9feb5c5,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-03-29,746412,Lineout,field_out,True,670541,607074,Yordan Alvarez,Carlos Rodón,0,ab02081b-96cc-4048-842d-cd4fcfe2ca4a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
23,2024-03-29,746412,Single,single,False,663656,607074,Kyle Tucker,Carlos Rodón,0,de971f35-fd89-4ee2-a8b5-62ae588c6c09,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
24,2024-03-29,746412,Walk,walk,False,608324,607074,Alex Bregman,Carlos Rodón,1,6a718af5-d575-4e7e-9625-954b0acee73f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
25,2024-03-29,746412,Strikeout,strikeout,True,547989,607074,José Abreu,Carlos Rodón,1,6e361cba-e208-45ae-ad81-1e92d0a530cd,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
26,2024-03-29,746412,Strikeout,strikeout,True,676801,607074,Chas McCormick,Carlos Rodón,0,dd0227b8-c222-4c91-a934-0f380d416a6f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
27,2024-03-29,746412,Groundout,field_out,True,519203,664299,Anthony Rizzo,Cristian Javier,0,7eb0690f-4a5d-49ff-aa71-4339637d5a31,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-03-29,746412,Strikeout,strikeout,True,519317,664299,Giancarlo Stanton,Cristian Javier,0,05f98614-a5fc-4e78-8496-a9f75e3acef4,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-03-29,746412,Groundout,field_out,True,657077,664299,Alex Verdugo,Cristian Javier,0,eb3e1ef2-a3b2-4458-9cff-ccb610538397,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-03-29,746412,Single,single,False,673237,607074,Yainer Diaz,Carlos Rodón,0,75455d7a-f694-4916-af16-4d85a3c22497,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
31,2024-03-29,746412,Single,single,False,665161,607074,Jeremy Peña,Carlos Rodón,1,6571a007-d39b-4b65-8a74-916484013c33,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
32,2024-03-29,746412,Flyout,field_out,True,676694,607074,Jake Meyers,Carlos Rodón,0,d352c893-b571-4517-95ad-6d8fa17dbb4f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
33,2024-03-29,746412,Lineout,field_out,True,514888,607074,Jose Altuve,Carlos Rodón,0,ea9406ff-0216-4e0f-be10-8a3e9675f53c,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
34,2024-03-29,746412,Strikeout,strikeout,True,670541,607074,Yordan Alvarez,Carlos Rodón,0,433ad789-27e2-45e7-b71c-cb01f1857dad,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,143.0,103.0,112.0,,,,0.496,0.265,,0.114,0.17,-1.56,,1.54,95.5,85.3,86.8,,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
