,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-09-06,746343,Groundout,field_out,True,606466,664285,Ketel Marte,Framber Valdez,0,18afc781-cbe8-42aa-8d43-2152687df257,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,125.0,94.0,102.0,129.0,96.0,108.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,0.462,0.013,0.041,0.314,0.17,-5.01,1.83,-1.12,1.69,0.6,94.4,89.8,94.1,85.3,79.8,0.271,0.372,0.117,0.114,0.181,0.418,0.226,0.29,0.365,0.269,0.538,0.373,0.4,1.0,0.273,,,,,,,,,,,,
1,2024-09-06,746343,Groundout,field_out,True,682998,664285,Corbin Carroll,Framber Valdez,0,eb570b2f-f277-4c44-ad16-0c270e831178,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,125.0,94.0,102.0,129.0,96.0,108.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,0.462,0.013,0.041,0.314,0.17,-5.01,1.83,-1.12,1.69,0.6,94.4,89.8,94.1,85.3,79.8,0.271,0.372,0.117,0.114,0.181,0.418,0.226,0.29,0.365,0.269,0.538,0.373,0.4,1.0,0.273,,,,,,,,,,,,
2,2024-09-06,746343,Walk,walk,False,545341,664285,Randal Grichuk,Framber Valdez,0,5bec1bef-9e34-45f0-9010-d864003bd7bc,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,125.0,94.0,102.0,129.0,96.0,108.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,0.462,0.013,0.041,0.314,0.17,-5.01,1.83,-1.12,1.69,0.6,94.4,89.8,94.1,85.3,79.8,0.271,0.372,0.117,0.114,0.181,0.418,0.226,0.29,0.365,0.269,0.538,0.373,0.4,1.0,0.273,,,,,,,,,,,,
3,2024-09-06,746343,Forceout,force_out,True,572233,664285,Christian Walker,Framber Valdez,1,4b75c5d4-9b8c-42c9-8956-3154b5457a99,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,125.0,94.0,102.0,129.0,96.0,108.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,0.462,0.013,0.041,0.314,0.17,-5.01,1.83,-1.12,1.69,0.6,94.4,89.8,94.1,85.3,79.8,0.271,0.372,0.117,0.114,0.181,0.418,0.226,0.29,0.365,0.269,0.538,0.373,0.4,1.0,0.273,,,,,,,,,,,,
4,2024-09-06,746343,Double,double,False,514888,694297,Jose Altuve,Brandon Pfaadt,0,79efc7d0-4832-49c2-98c2-393a5adf03b1,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.284,0.046,0.109,0.18,0.06,0.31,-1.84,1.33,93.7,87.4,93.5,84.7,80.5,0.281,0.368,0.112,0.5,0.625,0.244,0.239,0.254,0.321,,,,0.277,0.467,0.208,0.006,0.44,89.6,0.207,0.429,0.354,0.2,0.8,0.0,,,
5,2024-09-06,746343,Strikeout,strikeout,True,670541,694297,Yordan Alvarez,Brandon Pfaadt,0,bef6815e-4a40-4106-89aa-2ed5757aa17a,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.284,0.046,0.109,0.18,0.06,0.31,-1.84,1.33,93.7,87.4,93.5,84.7,80.5,0.281,0.368,0.112,0.5,0.625,0.244,0.239,0.254,0.321,,,,0.277,0.467,0.208,0.006,0.44,89.6,0.207,0.429,0.354,0.2,0.8,0.0,,,
6,2024-09-06,746343,Groundout,field_out,True,673237,694297,Yainer Diaz,Brandon Pfaadt,0,5090fdef-19ff-4d44-8fda-39722a8f655d,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.284,0.046,0.109,0.18,0.06,0.31,-1.84,1.33,93.7,87.4,93.5,84.7,80.5,0.281,0.368,0.112,0.5,0.625,0.244,0.239,0.254,0.321,,,,0.277,0.467,0.208,0.006,0.44,89.6,0.207,0.429,0.354,0.2,0.8,0.0,,,
7,2024-09-06,746343,Hit By Pitch,hit_by_pitch,False,663656,694297,Kyle Tucker,Brandon Pfaadt,0,adbc8997-ccfd-4295-80f3-78470ac8c44b,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.284,0.046,0.109,0.18,0.06,0.31,-1.84,1.33,93.7,87.4,93.5,84.7,80.5,0.281,0.368,0.112,0.5,0.625,0.244,0.239,0.254,0.321,,,,0.277,0.467,0.208,0.006,0.44,89.6,0.207,0.429,0.354,0.2,0.8,0.0,,,
8,2024-09-06,746343,Strikeout,strikeout,True,665161,694297,Jeremy Peña,Brandon Pfaadt,0,7aeeee04-4c6a-4deb-9fe4-cf2e8faa4aca,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.284,0.046,0.109,0.18,0.06,0.31,-1.84,1.33,93.7,87.4,93.5,84.7,80.5,0.281,0.368,0.112,0.5,0.625,0.244,0.239,0.254,0.321,,,,0.277,0.467,0.208,0.006,0.44,89.6,0.207,0.429,0.354,0.2,0.8,0.0,,,
9,2024-09-06,746343,Strikeout,strikeout,True,553993,664285,Eugenio Suárez,Framber Valdez,0,719ed1e4-b5e1-4438-8944-3be30ccc4e94,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.97,3.34,157.1,97.0,113.0,102.0,0.736,8.75,2.86,6.98,0.63,2.93,0.215,0.406,0.126,0.326,0.419,125.0,94.0,102.0,129.0,96.0,108.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,103.0,112.0,0.462,0.013,0.041,0.314,0.17,-5.01,1.83,-1.12,1.69,0.6,94.4,89.8,94.1,85.3,79.8,0.271,0.372,0.117,0.114,0.181,0.418,0.226,0.29,0.365,0.269,0.538,0.373,0.4,1.0,0.273,,,,,,,,,,,,
