,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-07-04,746285,Walk,walk,False,680700,679525,Richie Palacios,Alec Marsh,0,0bcfaff2-809b-4a2f-8e80-dfb58b597255,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-04,746285,Walk,walk,False,670623,679525,Isaac Paredes,Alec Marsh,1,28ff785b-d5c8-4575-8cab-535a689e5d86,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-04,746285,Pop Out,field_out,True,664040,679525,Brandon Lowe,Alec Marsh,0,746cfd81-1fc5-49b7-8524-b3df1223e765,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-04,746285,Groundout,field_out,True,668227,679525,Randy Arozarena,Alec Marsh,1,c2596ad5-bdce-4be8-a96a-498dcb9f4329,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-04,746285,Double,double,False,666139,679525,Josh Lowe,Alec Marsh,1,0c018831-cc84-4a8b-b7f0-665a0a5eb26d,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-04,746285,Groundout,field_out,True,670764,679525,Taylor Walls,Alec Marsh,0,4095e504-36aa-4b7e-870a-435f6a10c28b,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-04,746285,Groundout,field_out,True,679845,621107,Nick Loftin,Zach Eflin,0,0bb8e77a-49a0-4130-ad13-98320f5923fb,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,0.31,0.095,0.101,0.197,0.032,-1.29,0.08,2.39,-1.41,-2.78,92.6,85.0,91.7,80.0,79.2,0.25,0.425,0.278,0.269,0.403,0.134,0.167,0.361,0.25,0.297,0.451,0.293,0.278,0.5,0.13,86.0,103.0,97.0,0.265,0.53,87.8,0.253,0.424,0.167,,,,,,,,,,,,,,,
7,2024-07-04,746285,Flyout,field_out,True,677951,621107,Bobby Witt Jr.,Zach Eflin,0,251aebc4-11cd-4b6e-bfa6-f0d0e5d9c642,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,0.31,0.095,0.101,0.197,0.032,-1.29,0.08,2.39,-1.41,-2.78,92.6,85.0,91.7,80.0,79.2,0.25,0.425,0.278,0.269,0.403,0.134,0.167,0.361,0.25,0.297,0.451,0.293,0.278,0.5,0.13,86.0,103.0,97.0,0.265,0.53,87.8,0.253,0.424,0.167,,,,,,,,,,,,,,,
8,2024-07-04,746285,Flyout,field_out,True,686469,621107,Vinnie Pasquantino,Zach Eflin,0,d7ddb363-0e50-44ad-bbd9-7c703e7dd452,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,0.31,0.095,0.101,0.197,0.032,-1.29,0.08,2.39,-1.41,-2.78,92.6,85.0,91.7,80.0,79.2,0.25,0.425,0.278,0.269,0.403,0.134,0.167,0.361,0.25,0.297,0.451,0.293,0.278,0.5,0.13,86.0,103.0,97.0,0.265,0.53,87.8,0.253,0.424,0.167,,,,,,,,,,,,,,,
9,2024-07-04,746285,Home Run,home_run,False,676356,679525,Jonny DeLuca,Alec Marsh,0,d7440958-3873-45e4-9903-3aabc289846a,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,,,,,,,,,,
