,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-09-01,746426,Strikeout,strikeout,True,680776,689225,Jarren Duran,Beau Brieske,0,83be3f06-2843-4605-898c-843a52eb6cbe,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,746426,Groundout,field_out,True,807799,689225,Masataka Yoshida,Beau Brieske,0,63e15f94-6ba9-426a-9693-b3d4536cef67,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,746426,Flyout,field_out,True,608701,689225,Rob Refsnyder,Beau Brieske,0,ab91b50a-d7bf-44ec-b6d5-0ac2e4d0568a,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,746426,Groundout,field_out,True,678009,681867,Parker Meadows,Cooper Criswell,0,91ab139c-5023-44b7-8cbf-10dd83031651,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.11,4.19,92.0,102.0,101.0,99.0,0.851,6.46,2.64,9.39,0.88,1.57,0.205,0.486,0.154,0.332,0.408,101.0,102.0,100.0,,,,104.0,109.0,101.0,110.0,95.0,99.0,0.296,,0.291,0.258,,1.05,-2.33,0.51,,84.4,89.1,77.1,,,,0.258,0.347,0.173,0.307,0.466,0.068,0.6,1.2,0.091,79.0,102.0,93.0,0.156,0.48,86.3,0.303,0.506,0.196,0.159,0.318,0.284,,,,,,,,,
4,2024-09-01,746426,Strikeout,strikeout,True,682985,681867,Riley Greene,Cooper Criswell,0,fec40411-1358-4e96-a57f-e3b4e9974012,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.11,4.19,92.0,102.0,101.0,99.0,0.851,6.46,2.64,9.39,0.88,1.57,0.205,0.486,0.154,0.332,0.408,101.0,102.0,100.0,,,,104.0,109.0,101.0,110.0,95.0,99.0,0.296,,0.291,0.258,,1.05,-2.33,0.51,,84.4,89.1,77.1,,,,0.258,0.347,0.173,0.307,0.466,0.068,0.6,1.2,0.091,79.0,102.0,93.0,0.156,0.48,86.3,0.303,0.506,0.196,0.159,0.318,0.284,,,,,,,,,
5,2024-09-01,746426,Groundout,field_out,True,663837,681867,Matt Vierling,Cooper Criswell,0,21dcca55-f16f-4380-9f2f-0aa569180156,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.11,4.19,92.0,102.0,101.0,99.0,0.851,6.46,2.64,9.39,0.88,1.57,0.205,0.486,0.154,0.332,0.408,101.0,102.0,100.0,,,,104.0,109.0,101.0,110.0,95.0,99.0,0.296,,0.291,0.258,,1.05,-2.33,0.51,,84.4,89.1,77.1,,,,0.258,0.347,0.173,0.307,0.466,0.068,0.6,1.2,0.091,79.0,102.0,93.0,0.156,0.48,86.3,0.303,0.506,0.196,0.159,0.318,0.284,,,,,,,,,
6,2024-09-01,746426,Groundout,field_out,True,646240,689225,Rafael Devers,Beau Brieske,0,ea52f313-0e85-49d4-a644-4ceee8daa0e4,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
7,2024-09-01,746426,Walk,walk,False,671213,689225,Triston Casas,Beau Brieske,0,cdd74be2-a50b-4e8c-a7b8-d8fcbf2bd529,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
8,2024-09-01,746426,Walk,walk,False,657136,689225,Connor Wong,Beau Brieske,1,b2270e29-06fb-414d-85ae-525413e49183,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.377,0.187,0.266,0.35,1.37,-1.86,0.34,95.9,88.4,95.5,86.1,0.269,0.328,0.186,0.221,0.368,0.327,0.261,0.326,0.135,0.259,0.593,0.266,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,746426,Grounded Into DP,grounded_into_double_play,True,677800,676428,Wilyer Abreu,Brant Hurter,1,83d44a77-60ea-4734-92ae-5df4c216fe1e,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.0,2.47,33.0,101.0,90.0,94.0,0.811,7.91,1.09,7.36,0.82,1.59,0.196,0.392,0.186,0.247,0.492,61.0,93.0,80.0,50.0,102.0,86.0,90.0,106.0,94.0,111.0,96.0,101.0,0.489,0.076,0.308,0.127,3.07,1.75,0.12,0.75,92.2,85.8,92.5,83.4,0.0,0.0,0.368,0.154,0.308,0.259,0.269,0.388,0.091,,,,,,,,,,0.189,0.378,0.361,,,,,,,,,,,,
