,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-28,746589,Home Run,home_run,False,686681,676440,Michael Massey,Tanner Bibee,0,11847cf6-e639-43db-83ab-83810f7e23d8,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
1,2024-08-28,746589,Strikeout,strikeout,True,677951,676440,Bobby Witt Jr.,Tanner Bibee,0,1fe4a0ff-5b72-441b-8834-be55b375ee16,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
2,2024-08-28,746589,Home Run,home_run,False,686469,676440,Vinnie Pasquantino,Tanner Bibee,0,2308a571-05d2-43fd-998f-a67e9970f8bd,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
3,2024-08-28,746589,Strikeout,strikeout,True,521692,676440,Salvador Perez,Tanner Bibee,0,65d7d31f-724f-4605-90e9-8779898b0e9d,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
4,2024-08-28,746589,Strikeout,strikeout,True,669004,676440,MJ Melendez,Tanner Bibee,0,b9474aaf-8060-48cc-b9c8-c9ba039fd868,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
5,2024-08-28,746589,Flyout,field_out,True,680757,608379,Steven Kwan,Michael Wacha,0,cf2dc115-b754-4787-857e-f562e43bc3a7,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
6,2024-08-28,746589,Hit By Pitch,hit_by_pitch,False,665926,608379,Andrés Giménez,Michael Wacha,0,459e1ffa-a334-4b9f-9da6-2f6bdf6d0030,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
7,2024-08-28,746589,Single,single,False,608070,608379,José Ramírez,Michael Wacha,1,e5a37e44-9aae-4a1d-a34e-e85cd375dd3a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
8,2024-08-28,746589,Forceout,force_out,True,647304,608379,Josh Naylor,Michael Wacha,1,d31fddb1-e1cd-4446-a8ae-7de8622a3f18,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
9,2024-08-28,746589,Double,double,False,681807,608379,David Fry,Michael Wacha,1,b55424d2-cd22-45fe-ba62-9e78f4753548,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
10,2024-08-28,746589,Pop Out,field_out,True,686823,608379,Will Brennan,Michael Wacha,0,61b99c9c-820b-4f89-aaca-d59a111caa51,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,98.0,90.0,90.0,0.15,0.235,0.102,0.084,0.318,0.37,0.38,-1.98,-1.39,1.86,93.6,81.3,93.6,84.2,75.1,0.284,0.468,0.16,0.355,0.548,0.403,0.184,0.337,0.334,0.304,0.652,0.175,78.0,101.0,87.0,79.0,99.0,94.0,0.11,-0.94,88.8,0.243,0.301,0.087,0.328,0.443,0.114
11,2024-08-28,746589,Strikeout,strikeout,True,657557,676440,Paul DeJong,Tanner Bibee,0,e8c846f0-7d2e-45a1-b847-ecf2f9203932,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
12,2024-08-28,746589,Groundout,field_out,True,624428,676440,Adam Frazier,Tanner Bibee,0,4907384f-243d-44b4-b22c-89e350242b0f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,
