,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-04-04,744870,Single,single,False,665833,680686,Oneil Cruz,Josiah Gray,0,5339e1a7-2958-4068-a1b6-8e8c3cf271f0,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
1,2024-04-04,744870,Double,double,False,668804,680686,Bryan Reynolds,Josiah Gray,1,7d3b6e9c-f966-4dd0-82ae-2bba338931a8,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
2,2024-04-04,744870,Walk,walk,False,663647,680686,Ke'Bryan Hayes,Josiah Gray,0,bf3eafd7-7d20-4fb5-aace-38539ca845fe,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
3,2024-04-04,744870,Sac Fly,sac_fly,True,669261,680686,Jack Suwinski,Josiah Gray,1,f5fe35dc-ad83-4c27-bac8-0fd7c7ac4812,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
4,2024-04-04,744870,Walk,walk,False,656582,680686,Connor Joe,Josiah Gray,1,52f69808-be14-4f2b-82c3-d34e2a460b18,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
5,2024-04-04,744870,Single,single,False,642133,680686,Rowdy Tellez,Josiah Gray,1,2b342f4b-8544-4e2c-bb3b-399000a4ec3f,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
6,2024-04-04,744870,Sac Fly,sac_fly,True,680779,680686,Henry Davis,Josiah Gray,1,a8adcd6d-d34f-431d-a1a0-fb109025422f,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
7,2024-04-04,744870,Strikeout,strikeout,True,669707,680686,Jared Triolo,Josiah Gray,0,3ca837ec-7457-45ce-8279-9aa16aee2e3c,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,41.0,99.0,87.0,34.0,89.0,91.0,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,0.097,0.222,0.244,0.227,0.108,0.102,-2.75,-3.3,-1.98,-2.28,-4.7,-6.2,92.7,87.7,86.7,92.5,84.3,81.7,0.4,0.7,0.333,0.4,0.7,0.294,0.333,0.333,0.0,0.25,0.5,0.333,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,,,,,,,,,,
8,2024-04-04,744870,Strikeout,strikeout,True,682928,527048,CJ Abrams,Martín Pérez,0,ea36cf82-0f20-4e04-a30f-828882d84d01,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.304,0.609,0.196,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.364,0.409,0.306,,,,,,,,,,,,,,,
9,2024-04-04,744870,Pop Out,field_out,True,657041,527048,Lane Thomas,Martín Pérez,0,0bb8619c-dc52-4763-ad15-5ce749167e82,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.304,0.609,0.196,0.375,0.625,0.036,0.3,0.423,0.1,,,,0.338,0.588,0.275,0.364,0.409,0.306,,,,,,,,,,,,,,,
