,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff
0,2024-06-22,746459,Lineout,field_out,True,502054,628317,Tommy Pham,Kenta Maeda,0,cacb6e99-4958-4513-bf26-4457ed538f04,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
1,2024-06-22,746459,Groundout,field_out,True,643217,628317,Andrew Benintendi,Kenta Maeda,0,2ab780ac-0e9e-4bd8-8927-8f8af0a15859,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
2,2024-06-22,746459,Groundout,field_out,True,673357,628317,Luis Robert Jr.,Kenta Maeda,0,26e9f3d0-b518-4c53-9352-b910c898a8be,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
3,2024-06-22,746459,Lineout,field_out,True,663837,689672,Matt Vierling,Drew Thorpe,0,4fb0562c-bd30-4842-920b-079eca08a4ff,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
4,2024-06-22,746459,Flyout,field_out,True,690993,689672,Colt Keith,Drew Thorpe,0,6e7ab2a0-b05e-4d83-9a35-2d0e133d94d9,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
5,2024-06-22,746459,Double,double,False,682985,689672,Riley Greene,Drew Thorpe,0,029e9a3f-4bad-4077-a061-2054f51ad615,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
6,2024-06-22,746459,Walk,walk,False,592192,689672,Mark Canha,Drew Thorpe,0,62e60b94-1f47-4115-9c21-554796cca011,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
7,2024-06-22,746459,Flyout,field_out,True,570482,689672,Gio Urshela,Drew Thorpe,0,08b628ef-62ba-4619-a5aa-2f38fa790d58,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
8,2024-06-22,746459,Flyout,field_out,True,657757,628317,Gavin Sheets,Kenta Maeda,0,8f53956d-f8f9-4705-a829-c1c5d0cfab9f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
9,2024-06-22,746459,Single,single,False,683734,628317,Andrew Vaughn,Kenta Maeda,0,0ac02123-4ed2-4b63-9b6e-c6dfcb9b648f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
10,2024-06-22,746459,Strikeout,strikeout,True,657557,628317,Paul DeJong,Kenta Maeda,0,1d81d9ff-7c7a-433a-b971-2b9ef065f2da,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
11,2024-06-22,746459,Strikeout,strikeout,True,686676,628317,Korey Lee,Kenta Maeda,0,def2bf76-b2e7-4bb7-930f-8704e6ddade8,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
12,2024-06-22,746459,Strikeout,strikeout,True,672761,689672,Wenceel Pérez,Drew Thorpe,0,2c67a295-6194-469a-8fc9-0945ac68128d,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
13,2024-06-22,746459,Strikeout,strikeout,True,669234,689672,Justyn-Henry Malloy,Drew Thorpe,0,66f004a1-c802-418e-a9a2-60d6449337aa,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
14,2024-06-22,746459,Groundout,field_out,True,668670,689672,Jake Rogers,Drew Thorpe,0,8df2e1cf-bfa0-40f8-aefa-cd810ef95fbf,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
15,2024-06-22,746459,Single,single,False,670032,628317,Nicky Lopez,Kenta Maeda,0,4e8a1d7f-34d5-4575-b779-1f9d7ca4cda6,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
16,2024-06-22,746459,Strikeout,strikeout,True,672820,628317,Lenyn Sosa,Kenta Maeda,0,310de4bf-b7f7-4027-8153-3269fecb263b,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
17,2024-06-22,746459,Flyout,field_out,True,502054,628317,Tommy Pham,Kenta Maeda,0,cb2f1b91-98c5-4ae2-bdf8-0f3470eb759c,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
18,2024-06-22,746459,Strikeout,strikeout,True,643217,628317,Andrew Benintendi,Kenta Maeda,0,adc871db-add1-4765-8c30-85667b76a49f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
19,2024-06-22,746459,Groundout,field_out,True,668952,689672,Ryan Kreidler,Drew Thorpe,0,20b22447-43ff-446e-8b28-343a9f08bddd,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
20,2024-06-22,746459,Groundout,field_out,True,663837,689672,Matt Vierling,Drew Thorpe,0,0a591a9a-ea9b-41c5-92d9-4c59f2e4bd31,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
21,2024-06-22,746459,Walk,walk,False,690993,689672,Colt Keith,Drew Thorpe,0,5c728001-3356-4b71-99c9-a81ade1acf27,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074
