,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-09-11,744804,Single,single,True,660766,608331,Juan Yepez,Max Fried,1,ff0cffcc-2785-40c8-afa3-4e69314e986d,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
11,2024-09-11,744804,Single,single,False,677588,608331,José Tena,Max Fried,0,b3b81e3a-8457-4689-98ec-99dbebe12288,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
12,2024-09-11,744804,Double,double,False,660688,608331,Keibert Ruiz,Max Fried,1,4f62e60e-ecb3-4849-bcfc-990f13493624,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
13,2024-09-11,744804,Strikeout,strikeout,True,545121,608331,Ildemaro Vargas,Max Fried,0,144cc271-4258-404c-ba55-b7a1ef67ec39,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
14,2024-09-11,744804,Groundout,field_out,True,669221,663623,Sean Murphy,Jake Irvin,0,41ba2375-5550-4558-b204-e204c91f03c0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
15,2024-09-11,744804,Strikeout,strikeout,True,624415,663623,Cavan Biggio,Jake Irvin,0,f29cea39-4a52-425e-8018-3bd44025aaa3,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
16,2024-09-11,744804,Strikeout,strikeout,True,570482,663623,Gio Urshela,Jake Irvin,0,ceee6c7b-a9e8-453d-b238-cec8babacd13,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
17,2024-09-11,744804,Hit By Pitch,hit_by_pitch,False,696285,608331,Jacob Young,Max Fried,0,d5d4568a-f932-488c-865e-00783e7b68a5,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
18,2024-09-11,744804,Single,single,False,682928,608331,CJ Abrams,Max Fried,1,e73cf776-61fb-4091-a265-a6f5939c4e59,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
19,2024-09-11,744804,Single,single,False,686611,608331,Dylan Crews,Max Fried,1,389cb978-bec7-4020-8701-edb42cf02c4a,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
20,2024-09-11,744804,Strikeout,strikeout,True,665953,608331,Andrés Chaparro,Max Fried,0,dbbf25f9-d949-4c74-9d84-e5403d269d08,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
21,2024-09-11,744804,Single,single,False,695578,608331,James Wood,Max Fried,1,e5434c77-1367-40db-a746-a6caa112d73c,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
22,2024-09-11,744804,Single,single,False,660766,608331,Juan Yepez,Max Fried,1,8b6d32d5-8ec0-45a9-b261-734925722416,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
23,2024-09-11,744804,Strikeout,strikeout,True,677588,608331,José Tena,Max Fried,0,40a72c59-0213-4972-b46e-de299c85ea8a,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
24,2024-09-11,744804,Strikeout,strikeout,True,660688,608331,Keibert Ruiz,Max Fried,0,aa0520d6-8d49-4bae-b4ea-41e1d70769ab,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
25,2024-09-11,744804,Lineout,field_out,True,671739,663623,Michael Harris II,Jake Irvin,0,ad0454d6-9733-4767-9624-daa3ef986b49,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
26,2024-09-11,744804,Walk,walk,False,624585,663623,Jorge Soler,Jake Irvin,0,c727f17b-5243-471a-90d0-db76fc320f8d,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
27,2024-09-11,744804,Grounded Into DP,grounded_into_double_play,True,542303,663623,Marcell Ozuna,Jake Irvin,1,2a7a7d1f-ea2a-4c40-a779-fbed599cb0c0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.07,4.15,179.1,104.0,94.0,101.0,0.803,7.53,2.26,8.23,1.3,1.21,0.237,0.424,0.171,0.333,0.467,99.0,92.0,94.0,111.0,105.0,106.0,81.0,105.0,98.0,97.0,102.0,103.0,110.0,115.0,117.0,78.0,103.0,93.0,0.201,0.376,0.068,0.003,0.316,0.036,0.64,-0.03,-0.28,-14.37,0.13,1.41,94.0,89.9,88.4,93.3,85.9,81.1,0.2,0.364,0.238,0.233,0.432,0.25,0.314,0.472,0.147,0.289,0.533,0.206,0.125,0.125,0.341,,,,,,,,,,,,,,,
28,2024-09-11,744804,Lineout,field_out,True,545121,608331,Ildemaro Vargas,Max Fried,0,ba55a829-6503-476d-a0ae-1cf18cd4be85,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
29,2024-09-11,744804,Groundout,field_out,True,696285,608331,Jacob Young,Max Fried,0,1f5a38d3-8e1a-494b-b775-bbc933d53f32,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
30,2024-09-11,744804,Home Run,home_run,False,682928,608331,CJ Abrams,Max Fried,0,572970b6-d0e1-4907-ab27-08d3b7667eae,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.333,0.524,0.296,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,,,,,,,,,
