,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-28,746752,Flyout,field_out,True,543760,641582,Marcus Semien,Matt Foster,0,792b9fde-64f0-425f-862d-985b16790718,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,746752,Double,double,False,608369,641582,Corey Seager,Matt Foster,0,d6bd4bd1-7a34-4ae2-8ae7-671aad6218f4,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,746752,Single,single,False,669701,641582,Josh Smith,Matt Foster,1,8611d248-0bf1-46ae-94d8-73c443d24350,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,746752,Strikeout,strikeout,True,666969,641582,Adolis García,Matt Foster,0,52b26549-774a-4340-91e8-6a69c6476aae,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-28,746752,Walk,walk,False,663993,641582,Nathaniel Lowe,Matt Foster,1,38173789-dc32-450f-b198-eda1fb0b0fb2,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-28,746752,Flyout,field_out,True,673962,641582,Josh Jung,Matt Foster,0,26f381ac-80ed-45a8-bc81-c39a206122b4,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,0.0,5.93,3.0,121.0,135.0,137.0,0.85,6.0,3.0,6.0,0.0,0.33,0.444,0.111,0.0,0.556,0.531,174.0,127.0,138.0,10.0,139.0,160.0,85.0,53.0,53.0,149.0,127.0,145.0,0.344,0.438,0.094,0.125,5.24,9.93,-12.74,-19.41,91.6,81.5,82.6,77.5,0.0,0.0,0.1,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-28,746752,Walk,walk,False,670032,683004,Nicky Lopez,Jack Leiter,0,f10e1f98-26f3-4593-aae5-3553e31a2d97,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,12.83,7.64,13.1,95.0,111.0,99.0,0.797,7.43,5.4,16.2,2.03,0.91,0.204,0.389,0.148,0.278,0.432,119.0,88.0,97.0,81.0,102.0,103.0,125.0,95.0,101.0,108.0,103.0,105.0,0.497,0.288,0.103,0.072,-5.27,-1.72,2.47,1.19,96.0,88.8,85.7,80.2,0.4,0.4,0.118,0.395,0.789,0.244,59.0,65.0,57.0,0.041,-13.19,91.1,0.167,0.167,0.214,0.2,0.2,0.429,,,,,,,,,,,,,,,
7,2024-08-28,746752,Catcher Interference,catcher_interf,False,673357,683004,Luis Robert Jr.,Jack Leiter,1,345b36a1-3fbd-4135-9a33-3ccb5e486a98,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,12.83,7.64,13.1,95.0,111.0,99.0,0.797,7.43,5.4,16.2,2.03,0.91,0.204,0.389,0.148,0.278,0.432,119.0,88.0,97.0,81.0,102.0,103.0,125.0,95.0,101.0,108.0,103.0,105.0,0.497,0.288,0.103,0.072,-5.27,-1.72,2.47,1.19,96.0,88.8,85.7,80.2,0.4,0.4,0.118,0.395,0.789,0.244,59.0,65.0,57.0,0.041,-13.19,91.1,0.167,0.167,0.214,0.2,0.2,0.429,,,,,,,,,,,,,,,
8,2024-08-28,746752,Double,double,False,643217,683004,Andrew Benintendi,Jack Leiter,1,8c55aa4f-5167-4429-ab8a-f649b022adae,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,12.83,7.64,13.1,95.0,111.0,99.0,0.797,7.43,5.4,16.2,2.03,0.91,0.204,0.389,0.148,0.278,0.432,119.0,88.0,97.0,81.0,102.0,103.0,125.0,95.0,101.0,108.0,103.0,105.0,0.497,0.288,0.103,0.072,-5.27,-1.72,2.47,1.19,96.0,88.8,85.7,80.2,0.4,0.4,0.118,0.395,0.789,0.244,59.0,65.0,57.0,0.041,-13.19,91.1,0.167,0.167,0.214,0.2,0.2,0.429,,,,,,,,,,,,,,,
9,2024-08-28,746752,Strikeout,strikeout,True,683734,683004,Andrew Vaughn,Jack Leiter,0,5a65d182-bd16-4823-b11a-8402a29ebb3a,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,12.83,7.64,13.1,95.0,111.0,99.0,0.797,7.43,5.4,16.2,2.03,0.91,0.204,0.389,0.148,0.278,0.432,119.0,88.0,97.0,81.0,102.0,103.0,125.0,95.0,101.0,108.0,103.0,105.0,0.497,0.288,0.103,0.072,-5.27,-1.72,2.47,1.19,96.0,88.8,85.7,80.2,0.4,0.4,0.118,0.395,0.789,0.244,59.0,65.0,57.0,0.041,-13.19,91.1,0.167,0.167,0.214,0.2,0.2,0.429,,,,,,,,,,,,,,,
