,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-22,744955,Flyout,field_out,True,645302,571760,Victor Robles,Andrew Heaney,0,2dbd11e0-6c32-42fc-b562-9a1412da9b23,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
1,2024-09-22,744955,Flyout,field_out,True,677594,571760,Julio Rodríguez,Andrew Heaney,0,963c206c-3297-4c80-ab3a-1495a669e49f,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
2,2024-09-22,744955,Hit By Pitch,hit_by_pitch,False,663728,571760,Cal Raleigh,Andrew Heaney,0,df6f7633-f1ef-4048-a883-44ef811ab5df,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
3,2024-09-22,744955,Groundout,field_out,True,668227,571760,Randy Arozarena,Andrew Heaney,0,4681547c-74d4-4c6a-aa8b-b84bc15725fc,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
4,2024-09-22,744955,Lineout,field_out,True,543760,693433,Marcus Semien,Bryan Woo,0,43b6ce59-f10a-4704-83a0-f2c6347f8ec7,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,,,,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,,0.181,,0.095,1.35,,2.02,1.0,,-0.12,94.8,,89.6,94.7,84.3,,0.22,0.361,0.268,0.273,0.545,0.208,0.19,0.379,0.203,0.231,0.316,0.096,,,,0.108,0.108,0.393,,,,,,,,,,,,,,,,,,
5,2024-09-22,744955,Lineout,field_out,True,669701,693433,Josh Smith,Bryan Woo,0,78aa3114-3fd1-4a5e-8b71-724daa88f579,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,,,,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,,0.181,,0.095,1.35,,2.02,1.0,,-0.12,94.8,,89.6,94.7,84.3,,0.22,0.361,0.268,0.273,0.545,0.208,0.19,0.379,0.203,0.231,0.316,0.096,,,,0.108,0.108,0.393,,,,,,,,,,,,,,,,,,
6,2024-09-22,744955,Groundout,field_out,True,694671,693433,Wyatt Langford,Bryan Woo,0,8d3f5c2d-e2de-4735-9ae3-21cc89dacd90,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,,,,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,,0.181,,0.095,1.35,,2.02,1.0,,-0.12,94.8,,89.6,94.7,84.3,,0.22,0.361,0.268,0.273,0.545,0.208,0.19,0.379,0.203,0.231,0.316,0.096,,,,0.108,0.108,0.393,,,,,,,,,,,,,,,,,,
7,2024-09-22,744955,Single,single,False,457759,571760,Justin Turner,Andrew Heaney,0,c5e054a8-ff0c-4de7-b00e-7900b408c0df,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
8,2024-09-22,744955,Groundout,field_out,True,593871,571760,Jorge Polanco,Andrew Heaney,1,659234be-cb61-4517-8f41-ddab22648538,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
9,2024-09-22,744955,Lineout,field_out,True,641598,571760,Mitch Garver,Andrew Heaney,0,7a271c47-9791-40b1-a233-90ace9aa3a15,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
10,2024-09-22,744955,Hit By Pitch,hit_by_pitch,False,641487,571760,J.P. Crawford,Andrew Heaney,0,e38e2c3e-4fa4-4ac3-822a-f21f7261a92c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
11,2024-09-22,744955,Single,single,False,664238,571760,Dylan Moore,Andrew Heaney,1,d6c633ed-07a5-4969-9ac7-49b97e96261a,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
12,2024-09-22,744955,Forceout,force_out,True,645302,571760,Victor Robles,Andrew Heaney,1,5674506c-6ca2-438a-9cda-5d93658ee2d4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.98,4.41,156.0,101.0,80.0,98.0,0.758,9.0,2.37,8.6,1.21,0.74,0.245,0.409,0.141,0.303,0.424,83.0,101.0,94.0,124.0,105.0,103.0,77.0,102.0,98.0,34.0,83.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.28,0.036,0.168,0.23,-19.11,-4.51,0.17,-3.53,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.226,0.402,0.213,0.242,0.353,0.369,0.239,0.388,0.242,0.455,0.455,0.125,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
