,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff
0,2024-09-05,746664,Groundout,field_out,True,514888,695076,Jose Altuve,Rhett Lowder,0,75589071-3a25-4919-9ecc-f9beac947d02,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-05,746664,Lineout,field_out,True,670541,695076,Yordan Alvarez,Rhett Lowder,0,3a0b9bca-6410-4944-98f9-f8fdfc785746,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-05,746664,Walk,walk,False,673237,695076,Yainer Diaz,Rhett Lowder,0,3bd0b69b-d9c4-40cc-a0bb-17ffeb11f465,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-05,746664,Flyout,field_out,True,608324,695076,Alex Bregman,Rhett Lowder,0,959ccfa7-0440-47d5-94c1-a9c86b8d9273,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-05,746664,Groundout,field_out,True,663697,686613,Jonathan India,Hunter Brown,0,aa3cffd1-4e89-4c95-aecb-87f8b398c067,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.41,3.27,153.0,101.0,103.0,101.0,0.784,9.47,3.24,8.18,0.94,1.58,0.275,0.34,0.199,0.213,0.425,85.0,102.0,103.0,109.0,100.0,100.0,92.0,103.0,99.0,112.0,106.0,110.0,0.17,0.352,0.052,0.13,0.07,0.71,1.9,1.39,95.9,88.4,95.6,89.1,0.284,0.339,0.152,0.188,0.188,0.227,0.194,0.236,0.294,0.246,0.419,0.288,129.0,99.0,105.0,91.0,102.0,100.0,0.169,0.126,0.08,-0.77,92.3,82.8,0.233,0.369,0.202,0.243,0.4,0.291,,,,,,,,,
5,2024-09-05,746664,Strikeout,strikeout,True,682829,686613,Elly De La Cruz,Hunter Brown,0,8272bdfa-9242-42a5-a74a-b4d00d60908b,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.41,3.27,153.0,101.0,103.0,101.0,0.784,9.47,3.24,8.18,0.94,1.58,0.275,0.34,0.199,0.213,0.425,85.0,102.0,103.0,109.0,100.0,100.0,92.0,103.0,99.0,112.0,106.0,110.0,0.17,0.352,0.052,0.13,0.07,0.71,1.9,1.39,95.9,88.4,95.6,89.1,0.284,0.339,0.152,0.188,0.188,0.227,0.194,0.236,0.294,0.246,0.419,0.288,129.0,99.0,105.0,91.0,102.0,100.0,0.169,0.126,0.08,-0.77,92.3,82.8,0.233,0.369,0.202,0.243,0.4,0.291,,,,,,,,,
6,2024-09-05,746664,Single,single,False,663886,686613,Tyler Stephenson,Hunter Brown,0,70a25124-46f1-4f9e-b456-7a6cc9e9e66e,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.41,3.27,153.0,101.0,103.0,101.0,0.784,9.47,3.24,8.18,0.94,1.58,0.275,0.34,0.199,0.213,0.425,85.0,102.0,103.0,109.0,100.0,100.0,92.0,103.0,99.0,112.0,106.0,110.0,0.17,0.352,0.052,0.13,0.07,0.71,1.9,1.39,95.9,88.4,95.6,89.1,0.284,0.339,0.152,0.188,0.188,0.227,0.194,0.236,0.294,0.246,0.419,0.288,129.0,99.0,105.0,91.0,102.0,100.0,0.169,0.126,0.08,-0.77,92.3,82.8,0.233,0.369,0.202,0.243,0.4,0.291,,,,,,,,,
7,2024-09-05,746664,Groundout,field_out,True,670770,686613,TJ Friedl,Hunter Brown,0,e60fd3e8-c7be-4ee3-83cc-8b6f3593bc9e,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.41,3.27,153.0,101.0,103.0,101.0,0.784,9.47,3.24,8.18,0.94,1.58,0.275,0.34,0.199,0.213,0.425,85.0,102.0,103.0,109.0,100.0,100.0,92.0,103.0,99.0,112.0,106.0,110.0,0.17,0.352,0.052,0.13,0.07,0.71,1.9,1.39,95.9,88.4,95.6,89.1,0.284,0.339,0.152,0.188,0.188,0.227,0.194,0.236,0.294,0.246,0.419,0.288,129.0,99.0,105.0,91.0,102.0,100.0,0.169,0.126,0.08,-0.77,92.3,82.8,0.233,0.369,0.202,0.243,0.4,0.291,,,,,,,,,
8,2024-09-05,746664,Flyout,field_out,True,572138,695076,Jon Singleton,Rhett Lowder,0,d122b06e-1f8c-40e4-96b6-5ca516fa4968,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-05,746664,Single,single,False,665161,695076,Jeremy Peña,Rhett Lowder,0,698c3deb-9621-4795-a729-fb502c460c86,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,0.87,4.05,10.1,98.0,97.0,96.0,0.813,7.84,6.97,5.23,0.0,1.09,0.185,0.444,0.148,0.37,0.421,110.0,114.0,112.0,90.0,80.0,75.0,81.0,104.0,100.0,112.0,100.0,104.0,0.264,0.289,0.258,0.189,-0.81,3.51,0.77,4.85,93.8,86.6,92.4,84.5,0.231,0.231,0.091,0.25,0.25,0.304,0.0,0.0,0.25,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
