,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
0,2024-07-19,745721,Single,single,False,680700,543037,Richie Palacios,Gerrit Cole,0,1f036925-25ac-4d58-9de5-5485e22d80da,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
1,2024-07-19,745721,Flyout,field_out,True,670623,543037,Isaac Paredes,Gerrit Cole,0,72a75cfc-671a-4fa8-abcb-1aecae7afcd8,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
2,2024-07-19,745721,Lineout,field_out,True,664040,543037,Brandon Lowe,Gerrit Cole,0,c9168fcb-9895-4cc6-8fec-7b13b54e3245,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
3,2024-07-19,745721,Strikeout,strikeout,True,668227,543037,Randy Arozarena,Gerrit Cole,1,0c435ef8-d8c4-4c30-a3ab-dcb00879aee1,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
4,2024-07-19,745721,Strikeout,strikeout,True,700250,621107,Ben Rice,Zach Eflin,0,3fcad690-f0cd-4db9-9e19-40f5f82af459,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,86.0,103.0,97.0,0.095,0.265,0.101,,0.032,-1.29,0.53,2.39,,-2.78,92.6,87.8,85.0,80.0,,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,0.278,0.5,0.13,111.0,116.0,112.0,91.0,109.0,104.0,0.31,0.197,0.08,-1.41,91.7,79.2,0.269,0.403,0.134,,,
5,2024-07-19,745721,Single,single,False,665742,621107,Juan Soto,Zach Eflin,0,07b40d7b-9b34-4375-bb23-99c6c5bf09bd,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,86.0,103.0,97.0,0.095,0.265,0.101,,0.032,-1.29,0.53,2.39,,-2.78,92.6,87.8,85.0,80.0,,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,0.278,0.5,0.13,111.0,116.0,112.0,91.0,109.0,104.0,0.31,0.197,0.08,-1.41,91.7,79.2,0.269,0.403,0.134,,,
6,2024-07-19,745721,Single,single,False,592450,621107,Aaron Judge,Zach Eflin,1,2a9fb381-55ab-43ea-a1d4-c635255233ba,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,86.0,103.0,97.0,0.095,0.265,0.101,,0.032,-1.29,0.53,2.39,,-2.78,92.6,87.8,85.0,80.0,,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,0.278,0.5,0.13,111.0,116.0,112.0,91.0,109.0,104.0,0.31,0.197,0.08,-1.41,91.7,79.2,0.269,0.403,0.134,,,
7,2024-07-19,745721,Forceout,force_out,True,657077,621107,Alex Verdugo,Zach Eflin,1,59bb2b18-bbb8-44d6-88a6-2a40bf399945,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,86.0,103.0,97.0,0.095,0.265,0.101,,0.032,-1.29,0.53,2.39,,-2.78,92.6,87.8,85.0,80.0,,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,0.278,0.5,0.13,111.0,116.0,112.0,91.0,109.0,104.0,0.31,0.197,0.08,-1.41,91.7,79.2,0.269,0.403,0.134,,,
8,2024-07-19,745721,Groundout,field_out,True,650402,621107,Gleyber Torres,Zach Eflin,0,87561518-2eaa-4b93-9314-daedb6158f79,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,86.0,103.0,97.0,0.095,0.265,0.101,,0.032,-1.29,0.53,2.39,,-2.78,92.6,87.8,85.0,80.0,,0.25,0.425,0.278,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,0.278,0.5,0.13,111.0,116.0,112.0,91.0,109.0,104.0,0.31,0.197,0.08,-1.41,91.7,79.2,0.269,0.403,0.134,,,
9,2024-07-19,745721,Flyout,field_out,True,666139,543037,Josh Lowe,Gerrit Cole,0,09786003-362f-4146-966c-c5cde838ff55,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
10,2024-07-19,745721,Strikeout,strikeout,True,642350,543037,Jose Siri,Gerrit Cole,0,eef0d734-6d8f-436a-b498-73c2c1728979,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,107.0,107.0,0.465,0.235,0.099,0.157,0.044,-1.96,0.19,0.46,4.0,-10.98,95.9,91.2,88.0,88.2,83.4,0.268,0.536,0.22,0.308,0.462,0.25,0.105,0.158,0.294,0.25,0.333,0.357,1.0,2.333,0.3,,,,,,,,,,,,,,,,,,
