,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-04,745568,Groundout,field_out,True,687401,650911,Joey Ortiz,Cristopher Sánchez,0,7657718c-1041-4705-a3c3-8f165e914d81,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-04,745568,Groundout,field_out,True,661388,650911,William Contreras,Cristopher Sánchez,0,f8003e88-7f55-4199-ab23-ba6f4e341a82,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-04,745568,Groundout,field_out,True,592885,650911,Christian Yelich,Cristopher Sánchez,0,6451d177-556b-4f22-be07-df05b6ad7df5,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-04,745568,Strikeout,strikeout,True,656941,657649,Kyle Schwarber,Jared Koenig,0,175809d2-6914-4627-a270-7c12b7b78b46,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,89.0,100.0,97.0,,,,91.0,101.0,99.0,0.586,0.238,,0.02,1.4,1.64,,3.47,90.4,84.8,94.5,,0.2,0.282,0.178,,,,,,,95.0,109.0,104.0,81.0,117.0,116.0,0.002,0.154,-3.7,1.05,95.0,80.8,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,
4,2024-06-04,745568,Strikeout,strikeout,True,592663,657649,J.T. Realmuto,Jared Koenig,0,6b69b740-cb23-43f6-99f1-2bd242dc1e55,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,89.0,100.0,97.0,,,,91.0,101.0,99.0,0.586,0.238,,0.02,1.4,1.64,,3.47,90.4,84.8,94.5,,0.2,0.282,0.178,,,,,,,95.0,109.0,104.0,81.0,117.0,116.0,0.002,0.154,-3.7,1.05,95.0,80.8,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,
5,2024-06-04,745568,Single,single,False,547180,657649,Bryce Harper,Jared Koenig,0,e64397d8-f390-4991-9d38-b811e9c6a23e,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,89.0,100.0,97.0,,,,91.0,101.0,99.0,0.586,0.238,,0.02,1.4,1.64,,3.47,90.4,84.8,94.5,,0.2,0.282,0.178,,,,,,,95.0,109.0,104.0,81.0,117.0,116.0,0.002,0.154,-3.7,1.05,95.0,80.8,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,
6,2024-06-04,745568,Lineout,field_out,True,664761,657649,Alec Bohm,Jared Koenig,0,4518de6e-d065-4292-bfd7-2e94a6259fc2,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,89.0,100.0,97.0,,,,91.0,101.0,99.0,0.586,0.238,,0.02,1.4,1.64,,3.47,90.4,84.8,94.5,,0.2,0.282,0.178,,,,,,,95.0,109.0,104.0,81.0,117.0,116.0,0.002,0.154,-3.7,1.05,95.0,80.8,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,
7,2024-06-04,745568,Walk,walk,False,642715,650911,Willy Adames,Cristopher Sánchez,0,a49f249c-2139-4d2a-bbb9-1fae6383bca5,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-04,745568,Grounded Into DP,grounded_into_double_play,True,656555,650911,Rhys Hoskins,Cristopher Sánchez,1,0a6dcfc3-422a-48ea-83e1-d69f0b6cfd1a,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-04,745568,Strikeout,strikeout,True,596142,650911,Gary Sánchez,Cristopher Sánchez,0,72f681b2-dff4-4c87-8159-bc1cc2ccd41b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
