,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-03,745234,Flyout,field_out,True,683002,669302,Gunnar Henderson,Logan Gilbert,0,3efb1627-cc6a-46c3-accf-98c6c30cc7a8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
1,2024-07-03,745234,Flyout,field_out,True,668939,669302,Adley Rutschman,Logan Gilbert,0,1274159e-5f58-4989-b22c-9d8619b98b6d,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
2,2024-07-03,745234,Walk,walk,False,656811,669302,Ryan O'Hearn,Logan Gilbert,0,18743ef1-1b59-40f6-a29d-c206d76162e7,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
3,2024-07-03,745234,Flyout,field_out,True,663624,669302,Ryan Mountcastle,Logan Gilbert,0,111e0d5c-0467-4e17-a3e6-398fae0e7521,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
4,2024-07-03,745234,Lineout,field_out,True,641487,665152,J.P. Crawford,Dean Kremer,0,361361e9-e2a8-4028-8221-1f5368faf41c,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,,0.112,-0.75,0.88,0.0,0.94,,-0.21,93.4,86.9,83.9,92.0,,77.4,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.114,0.229,0.364,0.211,0.263,0.243,0.211,0.342,0.061,,,,,,,,,,,,,,,
5,2024-07-03,745234,Walk,walk,False,668942,665152,Josh Rojas,Dean Kremer,0,13cbf845-75ab-4ce3-aedf-6132070ebcc1,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,,0.112,-0.75,0.88,0.0,0.94,,-0.21,93.4,86.9,83.9,92.0,,77.4,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.114,0.229,0.364,0.211,0.263,0.243,0.211,0.342,0.061,,,,,,,,,,,,,,,
6,2024-07-03,745234,Strikeout,strikeout,True,663728,665152,Cal Raleigh,Dean Kremer,0,da8f9a09-8cc7-4b48-982a-35c41e9e662e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,,0.112,-0.75,0.88,0.0,0.94,,-0.21,93.4,86.9,83.9,92.0,,77.4,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.114,0.229,0.364,0.211,0.263,0.243,0.211,0.342,0.061,,,,,,,,,,,,,,,
7,2024-07-03,745234,Flyout,field_out,True,670042,665152,Luke Raley,Dean Kremer,0,3c40b9f0-56b4-4d5d-9fd7-70f1839a7be6,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,,0.112,-0.75,0.88,0.0,0.94,,-0.21,93.4,86.9,83.9,92.0,,77.4,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.114,0.229,0.364,0.211,0.263,0.243,0.211,0.342,0.061,,,,,,,,,,,,,,,
8,2024-07-03,745234,Strikeout,strikeout,True,623993,669302,Anthony Santander,Logan Gilbert,0,f7676592-a2ab-4ce1-add3-0a39b4083822,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
9,2024-07-03,745234,Strikeout,strikeout,True,676059,669302,Jordan Westburg,Logan Gilbert,0,4c8882ef-df94-4d3b-9ee7-bdcc0b808199,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,
