,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,wFC/C,wSI/C,wSL/C,vFC,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-05,746021,Strikeout,strikeout,True,656941,670124,Kyle Schwarber,Adam Oller,0,4b3ff95b-4109-4a53-a899-dc8017140fa6,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-05,746021,Walk,walk,False,607208,670124,Trea Turner,Adam Oller,0,bd858048-0c8f-49a0-9a39-34a34c3117b6,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-05,746021,Walk,walk,False,547180,670124,Bryce Harper,Adam Oller,1,f415c8ad-c5d9-49bf-ab9c-ed59cda17b41,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-05,746021,Strikeout,strikeout,True,592206,670124,Nick Castellanos,Adam Oller,0,fce8cfa3-5cfd-4422-a852-e1d34c1d0916,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-05,746021,Single,single,False,681082,670124,Bryson Stott,Adam Oller,1,3289c4ae-a865-45ec-8bdb-622ca9976594,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-05,746021,Flyout,field_out,True,592663,670124,J.T. Realmuto,Adam Oller,0,dc1795c0-f1ac-4e7f-9f55-28b35dea8eb7,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-05,746021,Groundout,field_out,True,669364,624133,Xavier Edwards,Ranger Suárez,0,082e1c4f-83be-4a54-a17f-5ffbfba6e0e9,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.9,3.17,133.1,104.0,82.0,101.0,0.799,8.91,2.09,7.56,0.74,2.0,0.19,0.465,0.155,0.277,0.401,74.0,103.0,102.0,84.0,107.0,109.0,68.0,101.0,92.0,0.19,0.204,0.168,1.01,1.84,0.28,91.9,80.1,74.5,0.205,0.318,0.193,,,,0.165,0.264,0.327,0.202,0.274,0.367,88.0,106.0,104.0,22.0,85.0,77.0,103.0,99.0,95.0,0.318,0.118,0.001,-1.7,1.15,-4.72,86.6,90.9,81.3,0.25,0.364,0.099,0.306,0.612,0.124,,,,,,,,,,,,
7,2024-09-05,746021,Flyout,field_out,True,681393,624133,Connor Norby,Ranger Suárez,0,71c14776-fcda-4fac-9e7e-dd3ad54dbb74,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.9,3.17,133.1,104.0,82.0,101.0,0.799,8.91,2.09,7.56,0.74,2.0,0.19,0.465,0.155,0.277,0.401,74.0,103.0,102.0,84.0,107.0,109.0,68.0,101.0,92.0,0.19,0.204,0.168,1.01,1.84,0.28,91.9,80.1,74.5,0.205,0.318,0.193,,,,0.165,0.264,0.327,0.202,0.274,0.367,88.0,106.0,104.0,22.0,85.0,77.0,103.0,99.0,95.0,0.318,0.118,0.001,-1.7,1.15,-4.72,86.6,90.9,81.3,0.25,0.364,0.099,0.306,0.612,0.124,,,,,,,,,,,,
8,2024-09-05,746021,Flyout,field_out,True,669394,624133,Jake Burger,Ranger Suárez,0,629568ee-d084-4e50-a43d-ef848d2076f6,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.9,3.17,133.1,104.0,82.0,101.0,0.799,8.91,2.09,7.56,0.74,2.0,0.19,0.465,0.155,0.277,0.401,74.0,103.0,102.0,84.0,107.0,109.0,68.0,101.0,92.0,0.19,0.204,0.168,1.01,1.84,0.28,91.9,80.1,74.5,0.205,0.318,0.193,,,,0.165,0.264,0.327,0.202,0.274,0.367,88.0,106.0,104.0,22.0,85.0,77.0,103.0,99.0,95.0,0.318,0.118,0.001,-1.7,1.15,-4.72,86.6,90.9,81.3,0.25,0.364,0.099,0.306,0.612,0.124,,,,,,,,,,,,
9,2024-09-05,746021,Strikeout,strikeout,True,669016,670124,Brandon Marsh,Adam Oller,0,d72a7781-e7d3-4395-8bb2-0be27fa7c1c7,670124.0,adamoller,Oller,Right,Adam Oller,MIA,4.15,5.0,21.2,94.0,106.0,94.0,0.797,9.14,5.4,5.82,1.25,0.67,0.273,0.309,0.091,0.309,0.37,61.0,87.0,75.0,121.0,96.0,97.0,102.0,92.0,93.0,0.545,0.367,0.088,-0.2,2.48,-3.73,93.8,86.5,84.2,0.205,0.477,0.174,0.043,0.043,0.395,0.2,0.4,0.083,0.6,0.6,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
