,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,FO%,CU%,wFO/C,wCU/C,vFO,vCU,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
10,2024-04-10,745196,Flyout,field_out,True,592206,458681,Nick Castellanos,Lance Lynn,0,599045a4-1934-4f52-9306-35732512fda9,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-10,745196,Strikeout,strikeout,True,681082,458681,Bryson Stott,Lance Lynn,0,c25be0c1-076a-4d67-93eb-37ef37280cca,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-10,745196,Pop Out,field_out,True,679032,458681,Johan Rojas,Lance Lynn,0,64ddc9fa-ca8b-4f52-b4dd-2040f444496a,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-10,745196,Home Run,home_run,False,671056,605400,Iván Herrera,Aaron Nola,0,b74b99e1-4b20-4c67-aa30-e5008bd1a651,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
14,2024-04-10,745196,Lineout,field_out,True,676475,605400,Alec Burleson,Aaron Nola,0,803f8d9c-5cbd-4fc3-9c79-0434dfaffab2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
15,2024-04-10,745196,Strikeout,strikeout,True,543063,605400,Brandon Crawford,Aaron Nola,0,d4df455e-ff84-41a2-b607-8c52745f47fa,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
16,2024-04-10,745196,Groundout,field_out,True,691023,605400,Jordan Walker,Aaron Nola,0,e435a717-199b-4c99-bb2b-ceccae32c923,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
17,2024-04-10,745196,Pop Out,field_out,True,656941,458681,Kyle Schwarber,Lance Lynn,0,cb4f969c-acf1-4497-a08b-4eef7170ecd0,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-10,745196,Walk,walk,False,607208,458681,Trea Turner,Lance Lynn,0,cde41709-ed75-41ac-b5db-1abc49358ab9,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-10,745196,Walk,walk,False,547180,458681,Bryce Harper,Lance Lynn,1,bfbed24d-f655-4750-89b3-de54476f814b,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-10,745196,Pop Out,field_out,True,592663,458681,J.T. Realmuto,Lance Lynn,0,4bf22a7e-e204-477b-b582-b650889740da,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-10,745196,Strikeout,strikeout,True,664761,458681,Alec Bohm,Lance Lynn,0,0604029c-5095-40c3-8a1c-5c66e882bfc2,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-04-10,745196,Pop Out,field_out,True,687363,605400,Victor Scott II,Aaron Nola,0,16526f36-6e76-4fc3-9e4c-8314d01e7fb5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
23,2024-04-10,745196,Home Run,home_run,False,680977,605400,Brendan Donovan,Aaron Nola,0,30afd30f-f025-49f5-8ddc-b3cdcf55de6d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
24,2024-04-10,745196,Walk,walk,False,575929,605400,Willson Contreras,Aaron Nola,0,ac754735-b1c9-4582-9f64-88407de889b0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
25,2024-04-10,745196,Grounded Into DP,grounded_into_double_play,True,669357,605400,Nolan Gorman,Aaron Nola,1,d3bac1a0-f7dc-4fc5-b40f-6446ed839f30,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
26,2024-04-10,745196,Groundout,field_out,True,669016,458681,Brandon Marsh,Lance Lynn,0,41195d5f-3614-4179-9187-8de869c613d2,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-10,745196,Strikeout,strikeout,True,592206,458681,Nick Castellanos,Lance Lynn,0,a0725ecb-65be-4849-84d3-86fdb5903545,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-10,745196,Flyout,field_out,True,681082,458681,Bryson Stott,Lance Lynn,0,befd4785-c6af-4366-b3db-b10c2f36a2d2,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,0.163,0.468,0.238,0.081,0.05,0.69,-1.16,-1.19,-2.24,-3.31,92.4,88.2,85.0,91.2,80.7,0.206,0.394,0.312,0.311,0.433,0.27,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-10,745196,Flyout,field_out,True,571448,605400,Nolan Arenado,Aaron Nola,0,4ffdbac6-e220-4e18-98c5-fe81a8eede9d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
30,2024-04-10,745196,Pop Out,field_out,True,671056,605400,Iván Herrera,Aaron Nola,0,490965f0-745e-4899-b3ca-5e056d1c1043,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
31,2024-04-10,745196,Single,single,False,676475,605400,Alec Burleson,Aaron Nola,0,a24385ee-161f-4823-9228-8301bd505f0d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
32,2024-04-10,745196,Groundout,field_out,True,543063,605400,Brandon Crawford,Aaron Nola,0,0348221b-b5f1-45f1-abc3-4f9a42cc5fc5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,0.103,1.43,-2.53,-0.12,,-2.18,92.3,87.4,85.4,91.4,,0.117,0.252,0.226,0.389,0.75,0.143,0.29,0.47,0.137,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,0.194,0.306,0.35,,,,,,,,,,,,,,,,,,
