,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,wFA/C,wFC/C,wCU/C,vFA,vFC,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
13,2024-05-06,745669,Sac Fly,sac_fly,True,687231,571760,Darell Hernaiz,Andrew Heaney,1,8911c8f8-3dc1-41a4-83d0-6e6c94139c50,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
14,2024-05-06,745669,Pop Out,field_out,True,668709,571760,JJ Bleday,Andrew Heaney,0,853edf64-fd54-44f3-b686-35b44de3d653,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
15,2024-05-06,745669,Lineout,field_out,True,668800,622072,Andrew Knizner,Alex Wood,0,b98d8e1c-0958-4876-8d0e-dc6dc9578181,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-06,745669,Walk,walk,False,665750,622072,Leody Taveras,Alex Wood,0,55a1d54c-4c2e-4bc4-8f7f-ece489cc3a6a,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-06,745669,Lineout,field_out,True,543760,622072,Marcus Semien,Alex Wood,0,6fa226b9-f1c4-4fa1-bf51-a5f3e79d8e7a,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-06,745669,Flyout,field_out,True,608369,622072,Corey Seager,Alex Wood,0,70068836-386e-4083-8524-c86c830651ed,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-05-06,745669,Groundout,field_out,True,695391,571760,Brett Harris,Andrew Heaney,0,f9a6fd31-e989-4252-b3ce-15c585505122,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
20,2024-05-06,745669,Strikeout,strikeout,True,665923,571760,Esteury Ruiz,Andrew Heaney,0,d178896f-36b2-4b35-ad72-6738f438d7f5,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
21,2024-05-06,745669,Flyout,field_out,True,663527,571760,Tyler Nevin,Andrew Heaney,0,cbd0c022-d423-4c94-b353-cc71033ec490,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
22,2024-05-06,745669,Groundout,field_out,True,663993,622072,Nathaniel Lowe,Alex Wood,0,d6d9d36a-0e5f-4ec5-83a9-f3cb1873eb9a,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-06,745669,Groundout,field_out,True,666969,622072,Adolis García,Alex Wood,0,b02e46a8-892a-46a0-b7ae-44ef62aa477c,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-06,745669,Single,single,False,641680,622072,Jonah Heim,Alex Wood,0,1b622650-6b3a-442e-b35b-aa91ec7a0b1b,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-06,745669,Groundout,field_out,True,677649,622072,Ezequiel Duran,Alex Wood,0,75ffbc02-d0a3-451f-a694-22eed7c9cb19,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-06,745669,Flyout,field_out,True,667670,571760,Brent Rooker,Andrew Heaney,0,3eb360b6-a822-48a1-896f-1fa4e5dc7579,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
27,2024-05-06,745669,Strikeout,strikeout,True,605204,571760,J.D. Davis,Andrew Heaney,0,9c8c2ac2-9b1a-493b-a403-16b2f7156284,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
28,2024-05-06,745669,Double,double,False,647351,571760,Abraham Toro,Andrew Heaney,0,986fbf64-0f6e-4ef4-9402-80c3b72537a4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
29,2024-05-06,745669,Groundout,field_out,True,669127,571760,Shea Langeliers,Andrew Heaney,0,93677e6b-ea43-4843-b69d-6e17bf185668,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
30,2024-05-06,745669,Groundout,field_out,True,673995,622072,Davis Wendzel,Alex Wood,0,06d8c951-3750-4b40-bdd3-b27388289814,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-06,745669,Groundout,field_out,True,668800,622072,Andrew Knizner,Alex Wood,0,89ed4ccc-523d-4d6e-8af3-255f3a03cec7,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-06,745669,Lineout,field_out,True,665750,622072,Leody Taveras,Alex Wood,0,fcd1d826-9ac8-47d6-b11b-54222b638525,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-05-06,745669,Strikeout,strikeout,True,687231,571760,Darell Hernaiz,Andrew Heaney,0,e7cfb5e9-217c-4b5d-9749-26f9b416b288,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
34,2024-05-06,745669,Field Error,field_error,False,668709,571760,JJ Bleday,Andrew Heaney,0,67998afd-eae5-425b-a1c6-2424e658ea0a,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
35,2024-05-06,745669,Single,single,False,695391,571760,Brett Harris,Andrew Heaney,1,e68a65c1-7cda-4e50-b504-efbb44ae48b6,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,,,,89.0,98.0,100.0,,0.29,0.154,,-0.02,1.0,83.8,,82.0,,,,0.252,0.383,0.382,0.256,0.329,0.229,126.0,105.0,102.0,76.0,101.0,98.0,20.0,51.0,51.0,0.522,0.002,0.032,-0.05,-19.18,-7.71,91.5,86.6,75.5,0.22,0.422,0.224,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
