,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
10,2024-09-19,746579,Flyout,field_out,True,571657,676282,Kyle Farmer,Joey Cantillo,0,4363f3cc-9183-461f-a362-09be6249969a,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-19,746579,Strikeout,strikeout,True,670242,676282,Matt Wallner,Joey Cantillo,0,5d0cfec3-2f1c-4d40-8f5f-8a0016124832,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-19,746579,Single,single,False,657041,680573,Lane Thomas,Simeon Woods Richardson,0,fde35bbe-49ca-4b7e-abec-37497a2d4b13,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-19,746579,Strikeout,strikeout,True,665926,680573,Andrés Giménez,Simeon Woods Richardson,0,e3aac1da-0cec-4444-99bd-892440d381a1,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-19,746579,Strikeout,strikeout,True,678877,680573,Jhonkensy Noel,Simeon Woods Richardson,0,b7a82f24-b4c0-438e-8dd0-3a4714ff11da,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-19,746579,Single,single,False,677587,680573,Brayan Rocchio,Simeon Woods Richardson,1,fba09fe1-d6bd-4f20-bc94-e5394c66e73a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-19,746579,Lineout,field_out,True,595978,680573,Austin Hedges,Simeon Woods Richardson,0,3777cdf0-e055-48b0-a195-c7bf50ded4ea,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-19,746579,Field Error,field_error,False,650489,676282,Willi Castro,Joey Cantillo,0,48b937ef-86d5-4eff-812c-70ddb3e021b8,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-19,746579,Grounded Into DP,grounded_into_double_play,True,622534,676282,Manuel Margot,Joey Cantillo,1,665ebdde-79e6-4204-8f5a-60a6a3c2cfca,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-19,746579,Strikeout,strikeout,True,621043,676282,Carlos Correa,Joey Cantillo,0,47f28f29-49fd-4206-a6e1-4501d915254a,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-19,746579,Strikeout,strikeout,True,682657,680573,Angel Martínez,Simeon Woods Richardson,0,67acdf7a-f135-4ffe-a3ee-d9adbc79e5af,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-19,746579,Single,single,False,700932,680573,Kyle Manzardo,Simeon Woods Richardson,0,9c040eef-d04f-4f83-b117-920e9e6feeed,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-19,746579,Grounded Into DP,grounded_into_double_play,True,608070,680573,José Ramírez,Simeon Woods Richardson,1,4a3d41c7-1628-4e23-9a7b-f5964660c410,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-19,746579,Strikeout,strikeout,True,621439,676282,Byron Buxton,Joey Cantillo,0,5f5d1ea0-d71b-4d44-a008-e4f8cd447fa1,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-19,746579,Groundout,field_out,True,467793,676282,Carlos Santana,Joey Cantillo,0,2c9f42d9-3256-4213-8452-6dc3f68e8d73,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-19,746579,Walk,walk,False,668904,676282,Royce Lewis,Joey Cantillo,0,0f8f1dd0-89bf-4169-87f1-b08008d36da5,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-19,746579,Pop Out,field_out,True,680777,676282,Ryan Jeffers,Joey Cantillo,0,12c75b3d-7d8a-44cf-88e6-8e901ddcae71,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-19,746579,Strikeout,strikeout,True,647304,680573,Josh Naylor,Simeon Woods Richardson,0,f458d2e4-d26a-4a8c-a4ab-32ee99e70f1d,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-19,746579,Strikeout,strikeout,True,657041,680573,Lane Thomas,Simeon Woods Richardson,0,523fa1d5-30b8-4c21-83da-4dbc6130f269,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-19,746579,Double,double,False,665926,680573,Andrés Giménez,Simeon Woods Richardson,0,f515cc7e-30c2-40bd-92b6-b7c51759cef4,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-19,746579,Flyout,field_out,True,678877,680573,Jhonkensy Noel,Simeon Woods Richardson,0,7f9f5039-3530-49c4-b832-27981dc8c42a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.0,4.09,132.2,104.0,87.0,100.0,0.807,7.8,3.19,8.07,1.02,0.79,0.292,0.421,0.157,0.279,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,93.0,108.0,106.0,0.403,0.312,0.093,0.193,0.93,0.81,1.91,-2.9,93.1,82.8,86.4,76.1,0.251,0.346,0.213,0.295,0.58,0.207,0.167,0.31,0.226,0.212,0.313,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-19,746579,Double,double,False,571657,676282,Kyle Farmer,Joey Cantillo,0,a8d47816-39a1-4070-826b-97234c307f90,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-19,746579,Strikeout,strikeout,True,670242,676282,Matt Wallner,Joey Cantillo,0,d8b7b939-307e-4655-873d-36f95635dc3d,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-09-19,746579,Walk,walk,False,650489,676282,Willi Castro,Joey Cantillo,0,b29db1fe-dabf-459b-8d8f-831e1c45c8ed,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.63,3.95,35.0,95.0,96.0,93.0,0.71,9.51,3.34,7.46,1.54,1.29,0.204,0.473,0.172,0.355,0.434,89.0,90.0,95.0,97.0,110.0,104.0,96.0,91.0,87.0,115.0,103.0,102.0,0.485,0.087,0.142,0.285,-1.38,2.57,1.84,0.55,92.3,77.9,82.5,76.3,0.286,0.589,0.225,0.206,0.294,0.455,0.125,0.25,0.268,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
