,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-28,746939,Lineout,field_out,True,650333,601713,Luis Arraez,Nick Pivetta,0,1bc59ce8-c38e-4a44-9fc5-278383c15c2a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-28,746939,Groundout,field_out,True,595777,601713,Jurickson Profar,Nick Pivetta,0,33c56b0d-281d-4853-983b-a071f878b241,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-28,746939,Strikeout,strikeout,True,630105,601713,Jake Cronenworth,Nick Pivetta,0,48de9b67-6a71-41ea-a551-8bb66fe21c2c,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-28,746939,Single,single,False,680776,681190,Jarren Duran,Randy Vásquez,0,536a7cf0-d96e-4d35-a422-39c903091518,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,104.0,99.0,94.0,0.319,0.106,0.104,0.196,-0.51,1.09,-1.05,0.58,94.3,90.2,82.5,82.3,0.319,0.493,0.227,0.276,0.483,0.25,0.308,0.423,0.197,0.186,0.349,0.237,98.0,100.0,98.0,103.0,102.0,96.0,0.146,0.128,-2.74,-4.57,88.5,94.2,0.423,0.615,0.115,0.405,0.73,0.118,,,,,,,,,
4,2024-06-28,746939,Flyout,field_out,True,666152,681190,David Hamilton,Randy Vásquez,0,362255a3-d22a-4e95-a6c2-b8bbdb5836c9,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,104.0,99.0,94.0,0.319,0.106,0.104,0.196,-0.51,1.09,-1.05,0.58,94.3,90.2,82.5,82.3,0.319,0.493,0.227,0.276,0.483,0.25,0.308,0.423,0.197,0.186,0.349,0.237,98.0,100.0,98.0,103.0,102.0,96.0,0.146,0.128,-2.74,-4.57,88.5,94.2,0.423,0.615,0.115,0.405,0.73,0.118,,,,,,,,,
5,2024-06-28,746939,Lineout,field_out,True,677800,681190,Wilyer Abreu,Randy Vásquez,0,4a511bc7-d9e2-41c2-8ce6-04a0c522ed27,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,104.0,99.0,94.0,0.319,0.106,0.104,0.196,-0.51,1.09,-1.05,0.58,94.3,90.2,82.5,82.3,0.319,0.493,0.227,0.276,0.483,0.25,0.308,0.423,0.197,0.186,0.349,0.237,98.0,100.0,98.0,103.0,102.0,96.0,0.146,0.128,-2.74,-4.57,88.5,94.2,0.423,0.615,0.115,0.405,0.73,0.118,,,,,,,,,
6,2024-06-28,746939,Lineout,field_out,True,646240,681190,Rafael Devers,Randy Vásquez,0,804b315b-26c6-4034-a4eb-aefdc9ea364a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,127.0,103.0,106.0,92.0,103.0,99.0,138.0,99.0,108.0,104.0,99.0,94.0,0.319,0.106,0.104,0.196,-0.51,1.09,-1.05,0.58,94.3,90.2,82.5,82.3,0.319,0.493,0.227,0.276,0.483,0.25,0.308,0.423,0.197,0.186,0.349,0.237,98.0,100.0,98.0,103.0,102.0,96.0,0.146,0.128,-2.74,-4.57,88.5,94.2,0.423,0.615,0.115,0.405,0.73,0.118,,,,,,,,,
7,2024-06-28,746939,Strikeout,strikeout,True,592518,601713,Manny Machado,Nick Pivetta,0,abc9e5f6-b69f-4584-856b-4e3133471ebb,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-28,746939,Single,single,False,456781,601713,Donovan Solano,Nick Pivetta,0,71ce9f7c-4400-4a21-9a4c-85a2cf7c157d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-28,746939,Flyout,field_out,True,701538,601713,Jackson Merrill,Nick Pivetta,0,5d7da466-d326-4897-946e-85f62d922f0e,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
