,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-07-09,745074,Flyout,field_out,True,700250,686752,Ben Rice,Ryan Pepiot,0,8b74262a-69e6-4ca2-a922-7d2db18b23a2,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
1,2024-07-09,745074,Walk,walk,False,665742,686752,Juan Soto,Ryan Pepiot,0,d0975843-c0d5-4b91-b6fc-7c59702c7f3b,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
2,2024-07-09,745074,Flyout,field_out,True,592450,686752,Aaron Judge,Ryan Pepiot,0,38fd7f15-df78-4f28-bbee-ad34e8e62f87,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
3,2024-07-09,745074,Single,single,False,657077,686752,Alex Verdugo,Ryan Pepiot,1,89e5ac17-2b40-4f84-b3f8-844be46be2bf,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
4,2024-07-09,745074,Single,single,False,650402,686752,Gleyber Torres,Ryan Pepiot,1,f2272d55-254a-4c80-aff5-286e35f13dc3,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
5,2024-07-09,745074,Strikeout,strikeout,True,669224,686752,Austin Wells,Ryan Pepiot,0,46792718-e88d-4222-a0d2-259ae2318d7a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
6,2024-07-09,745074,Single,single,False,650490,607074,Yandy Díaz,Carlos Rodón,0,dbb194df-66d8-4716-a308-143b3166c800,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.171,0.195,0.49,0.237,0.43,0.388,0.333,0.4,0.35,0.353,0.647,0.255,,,,,,,,,
7,2024-07-09,745074,Double,double,False,668227,607074,Randy Arozarena,Carlos Rodón,1,5254f5d6-2082-4e2b-b0cd-4c5e5bf2c29f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.171,0.195,0.49,0.237,0.43,0.388,0.333,0.4,0.35,0.353,0.647,0.255,,,,,,,,,
8,2024-07-09,745074,Single,single,False,642708,607074,Amed Rosario,Carlos Rodón,1,8b07816b-49e6-47c0-a6d7-776c57340034,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.171,0.195,0.49,0.237,0.43,0.388,0.333,0.4,0.35,0.353,0.647,0.255,,,,,,,,,
9,2024-07-09,745074,Home Run,home_run,False,670623,607074,Isaac Paredes,Carlos Rodón,1,56942794-f417-4523-85e9-b88ed21c74cc,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.171,0.195,0.49,0.237,0.43,0.388,0.333,0.4,0.35,0.353,0.647,0.255,,,,,,,,,
