,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-22,746612,Double,double,False,663837,471911,Matt Vierling,Carlos Carrasco,0,ae8d2248-a0a4-4e8b-b7fc-fd2c5cae3f4e,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-22,746612,Lineout,field_out,True,690993,471911,Colt Keith,Carlos Carrasco,1,2c6012ea-4fc2-4fed-a2b4-44b13fa2f925,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-22,746612,Home Run,home_run,False,669234,471911,Justyn-Henry Malloy,Carlos Carrasco,1,3fcf23e0-c56c-4ea4-a7d4-0431819c9a79,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-22,746612,Groundout,field_out,True,682985,471911,Riley Greene,Carlos Carrasco,0,7b41f76a-2cff-4fdd-a371-721fb2ff66f0,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-22,746612,Strikeout,strikeout,True,592192,471911,Mark Canha,Carlos Carrasco,0,70d5627e-944c-4fd6-80e1-72684212b188,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-22,746612,Groundout,field_out,True,680757,669373,Steven Kwan,Tarik Skubal,0,0c648761-3f81-4440-8bbc-3659c3b94896,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.34,2.7,123.0,104.0,104.0,108.0,0.709,10.68,1.61,6.66,0.73,1.4,0.276,0.394,0.17,0.263,0.489,98.0,105.0,116.0,,,,112.0,103.0,103.0,96.0,107.0,106.0,110.0,102.0,105.0,0.215,0.316,0.153,,0.269,1.05,1.91,1.95,,0.19,96.8,86.0,96.6,88.7,,0.226,0.377,0.47,0.154,0.25,0.382,0.216,0.343,0.261,0.174,0.275,0.168,0.143,0.143,0.207,97.0,89.0,99.0,0.047,2.47,78.5,,,,,,,,,,,,,,,,,,
6,2024-07-22,746612,Pop Out,field_out,True,682657,669373,Angel Martínez,Tarik Skubal,0,fc4a7d8c-cca4-41ab-81a8-406006a989a8,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.34,2.7,123.0,104.0,104.0,108.0,0.709,10.68,1.61,6.66,0.73,1.4,0.276,0.394,0.17,0.263,0.489,98.0,105.0,116.0,,,,112.0,103.0,103.0,96.0,107.0,106.0,110.0,102.0,105.0,0.215,0.316,0.153,,0.269,1.05,1.91,1.95,,0.19,96.8,86.0,96.6,88.7,,0.226,0.377,0.47,0.154,0.25,0.382,0.216,0.343,0.261,0.174,0.275,0.168,0.143,0.143,0.207,97.0,89.0,99.0,0.047,2.47,78.5,,,,,,,,,,,,,,,,,,
7,2024-07-22,746612,Flyout,field_out,True,608070,669373,José Ramírez,Tarik Skubal,0,118f0bcc-def2-4682-a4c6-fc61d878c2cf,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.34,2.7,123.0,104.0,104.0,108.0,0.709,10.68,1.61,6.66,0.73,1.4,0.276,0.394,0.17,0.263,0.489,98.0,105.0,116.0,,,,112.0,103.0,103.0,96.0,107.0,106.0,110.0,102.0,105.0,0.215,0.316,0.153,,0.269,1.05,1.91,1.95,,0.19,96.8,86.0,96.6,88.7,,0.226,0.377,0.47,0.154,0.25,0.382,0.216,0.343,0.261,0.174,0.275,0.168,0.143,0.143,0.207,97.0,89.0,99.0,0.047,2.47,78.5,,,,,,,,,,,,,,,,,,
8,2024-07-22,746612,Single,single,False,672761,471911,Wenceel Pérez,Carlos Carrasco,0,12d786cf-e074-4301-bbfe-6ee3bfeb4ceb,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-22,746612,Groundout,field_out,True,570482,471911,Gio Urshela,Carlos Carrasco,1,0fd756f2-27f9-49e5-a10d-a5df518e0fc4,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.32,4.75,91.1,99.0,89.0,96.0,0.8,7.29,2.56,9.85,1.48,1.38,0.171,0.43,0.14,0.315,0.394,103.0,106.0,104.0,110.0,103.0,108.0,62.0,94.0,86.0,91.0,95.0,90.0,97.0,104.0,108.0,0.184,0.251,0.28,0.064,0.222,-1.8,-2.43,-0.72,2.0,0.05,91.5,86.7,91.1,83.2,80.4,0.213,0.371,0.281,0.25,0.313,0.357,0.383,0.63,0.129,0.323,0.646,0.118,0.059,0.176,0.222,,,,,,,,,,,,,,,,,,,,,,,,
