,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-25,745618,Strikeout,strikeout,True,668930,683155,Brice Turang,Joey Estes,0,636fa6e6-d9af-4dee-a84f-4140929fee17,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,745618,Flyout,field_out,True,694192,683155,Jackson Chourio,Joey Estes,0,e2579019-2d06-4e0b-a169-9da9e64aa8cc,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,745618,Walk,walk,False,661388,683155,William Contreras,Joey Estes,0,66f6fc0e-1a0b-4c88-ae85-ad47500a304b,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,745618,Flyout,field_out,True,641343,683155,Jake Bauers,Joey Estes,0,fe0b092c-8626-43bf-8dc9-5ae78c4459c6,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,745618,Groundout,field_out,True,671732,593423,Lawrence Butler,Frankie Montas,0,ded12c9f-1ba7-4253-91c8-46b08ce06852,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,,,,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,0.176,0.355,0.18,0.099,,0.12,-1.28,1.23,-1.51,,95.5,90.4,,94.6,85.0,0.209,0.356,0.223,,,,0.29,0.548,0.279,,,,0.247,0.36,0.109,121.0,98.0,106.0,0.191,-0.61,85.9,0.241,0.337,0.407,0.338,0.606,0.223,,,,,,,,,
5,2024-08-25,745618,Strikeout,strikeout,True,667670,593423,Brent Rooker,Frankie Montas,0,0807aced-d198-4ee6-803c-1c8e2116f18d,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,,,,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,0.176,0.355,0.18,0.099,,0.12,-1.28,1.23,-1.51,,95.5,90.4,,94.6,85.0,0.209,0.356,0.223,,,,0.29,0.548,0.279,,,,0.247,0.36,0.109,121.0,98.0,106.0,0.191,-0.61,85.9,0.241,0.337,0.407,0.338,0.606,0.223,,,,,,,,,
6,2024-08-25,745618,Flyout,field_out,True,668709,593423,JJ Bleday,Frankie Montas,0,200e496a-6dae-4797-a8d0-bde0936f51f7,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,,,,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,0.176,0.355,0.18,0.099,,0.12,-1.28,1.23,-1.51,,95.5,90.4,,94.6,85.0,0.209,0.356,0.223,,,,0.29,0.548,0.279,,,,0.247,0.36,0.109,121.0,98.0,106.0,0.191,-0.61,85.9,0.241,0.337,0.407,0.338,0.606,0.223,,,,,,,,,
7,2024-08-25,745618,Flyout,field_out,True,642715,683155,Willy Adames,Joey Estes,0,bb813e4b-29b3-4c68-99e1-d5b850c2981a,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
8,2024-08-25,745618,Single,single,False,686217,683155,Sal Frelick,Joey Estes,0,e021f2a0-d7e1-460b-ba27-b9510f2426ba,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
9,2024-08-25,745618,Home Run,home_run,False,596142,683155,Gary Sánchez,Joey Estes,1,917e6a37-783e-4d7e-b771-cc5ae32dd0b4,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
