,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-20,745606,Single,single,False,650402,669372,Gleyber Torres,J.T. Ginn,0,c5397a6b-b3b0-4d1f-b7cf-fa7a5f1fae86,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-20,745606,Grounded Into DP,grounded_into_double_play,True,669224,669372,Austin Wells,J.T. Ginn,1,6386c3b1-402e-4056-9ffe-bf7a5d253766,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-20,745606,Pop Out,field_out,True,592450,669372,Aaron Judge,J.T. Ginn,0,20ffebbf-b1a0-4cf0-9d95-8ca6e5d4b8b0,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-20,745606,Groundout,field_out,True,671732,543037,Lawrence Butler,Gerrit Cole,0,b774f2b2-2a75-4f00-b402-99920d4beee3,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.67,3.63,88.1,101.0,111.0,105.0,0.771,9.58,2.85,7.74,1.12,0.84,0.297,0.364,0.176,0.326,0.43,73.0,94.0,91.0,116.0,100.0,104.0,,,,128.0,107.0,113.0,0.002,0.458,0.146,0.038,0.41,17.24,1.39,-3.65,95.9,88.2,93.7,88.3,,,,0.211,0.263,0.273,0.333,0.667,0.28,0.197,0.382,0.235,102.0,98.0,105.0,100.0,103.0,102.0,0.167,0.188,-0.97,2.08,91.3,82.5,0.226,0.258,0.316,0.333,0.583,0.233,,,,,,,,,
4,2024-09-20,745606,Strikeout,strikeout,True,667670,543037,Brent Rooker,Gerrit Cole,0,128346e8-f833-4616-a737-d9e6246af451,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.67,3.63,88.1,101.0,111.0,105.0,0.771,9.58,2.85,7.74,1.12,0.84,0.297,0.364,0.176,0.326,0.43,73.0,94.0,91.0,116.0,100.0,104.0,,,,128.0,107.0,113.0,0.002,0.458,0.146,0.038,0.41,17.24,1.39,-3.65,95.9,88.2,93.7,88.3,,,,0.211,0.263,0.273,0.333,0.667,0.28,0.197,0.382,0.235,102.0,98.0,105.0,100.0,103.0,102.0,0.167,0.188,-0.97,2.08,91.3,82.5,0.226,0.258,0.316,0.333,0.583,0.233,,,,,,,,,
5,2024-09-20,745606,Groundout,field_out,True,668709,543037,JJ Bleday,Gerrit Cole,0,5deaf346-6a59-4abe-89bc-1fffac19068d,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.67,3.63,88.1,101.0,111.0,105.0,0.771,9.58,2.85,7.74,1.12,0.84,0.297,0.364,0.176,0.326,0.43,73.0,94.0,91.0,116.0,100.0,104.0,,,,128.0,107.0,113.0,0.002,0.458,0.146,0.038,0.41,17.24,1.39,-3.65,95.9,88.2,93.7,88.3,,,,0.211,0.263,0.273,0.333,0.667,0.28,0.197,0.382,0.235,102.0,98.0,105.0,100.0,103.0,102.0,0.167,0.188,-0.97,2.08,91.3,82.5,0.226,0.258,0.316,0.333,0.583,0.233,,,,,,,,,
6,2024-09-20,745606,Strikeout,strikeout,True,665862,669372,Jazz Chisholm Jr.,J.T. Ginn,0,4068df8f-b99d-41fb-874a-91aae626c97d,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-20,745606,Strikeout,strikeout,True,519317,669372,Giancarlo Stanton,J.T. Ginn,0,09a6abcd-eb57-48c0-8055-ecb053bcf84f,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-20,745606,Groundout,field_out,True,519203,669372,Anthony Rizzo,J.T. Ginn,0,6909a5e2-7c5b-4e24-8071-2c3fd3fe117a,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.4,4.53,28.2,100.0,100.0,99.0,0.733,8.48,2.2,9.73,1.26,1.36,0.262,0.429,0.155,0.31,0.425,95.0,96.0,97.0,77.0,80.0,83.0,97.0,100.0,97.0,110.0,103.0,105.0,0.503,0.034,0.313,0.15,2.39,-1.5,2.02,0.35,91.9,86.8,93.0,85.4,0.322,0.508,0.198,0.182,0.273,0.358,0.375,0.5,0.389,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-20,745606,Strikeout,strikeout,True,669127,543037,Shea Langeliers,Gerrit Cole,0,f88f374f-91ef-4e7a-82b2-bd464b8c177f,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.67,3.63,88.1,101.0,111.0,105.0,0.771,9.58,2.85,7.74,1.12,0.84,0.297,0.364,0.176,0.326,0.43,73.0,94.0,91.0,116.0,100.0,104.0,,,,128.0,107.0,113.0,0.002,0.458,0.146,0.038,0.41,17.24,1.39,-3.65,95.9,88.2,93.7,88.3,,,,0.211,0.263,0.273,0.333,0.667,0.28,0.197,0.382,0.235,102.0,98.0,105.0,100.0,103.0,102.0,0.167,0.188,-0.97,2.08,91.3,82.5,0.226,0.258,0.316,0.333,0.583,0.233,,,,,,,,,
