,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff
0,2024-05-13,747128,Flyout,field_out,True,643565,625643,Mike Tauchman,Reynaldo López,0,0442cb8f-3d09-489c-84d3-0044eda07320,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-13,747128,Single,single,False,673548,625643,Seiya Suzuki,Reynaldo López,0,f5be936c-2a24-4f71-89c1-e2ba47760f9a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-13,747128,Lineout,field_out,True,641355,625643,Cody Bellinger,Reynaldo López,0,e6db771d-b3c9-4d4d-931b-adf119bf9b38,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-13,747128,Strikeout,strikeout,True,666624,625643,Christopher Morel,Reynaldo López,0,6d47659e-938e-461c-82b7-acb278182eca,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-13,747128,Walk,walk,False,660670,684007,Ronald Acuña Jr.,Shota Imanaga,0,407f4d16-c6e1-40a7-9748-48dc5979e084,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,90.0,120.0,107.0,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.009,0.33,-8.77,0.11,-1.44,89.8,83.1,89.4,0.252,0.357,0.406,0.5,1.25,0.125,,,
5,2024-05-13,747128,Pop Out,field_out,True,645277,684007,Ozzie Albies,Shota Imanaga,0,63ba5a0c-c58d-4cb4-ac67-fd6eece22b18,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,90.0,120.0,107.0,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.009,0.33,-8.77,0.11,-1.44,89.8,83.1,89.4,0.252,0.357,0.406,0.5,1.25,0.125,,,
6,2024-05-13,747128,Walk,walk,False,542303,684007,Marcell Ozuna,Shota Imanaga,1,31af29ff-5af5-49f9-aa56-03d63a76cca2,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,90.0,120.0,107.0,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.009,0.33,-8.77,0.11,-1.44,89.8,83.1,89.4,0.252,0.357,0.406,0.5,1.25,0.125,,,
7,2024-05-13,747128,Single,single,False,621566,684007,Matt Olson,Shota Imanaga,1,21a6aeb9-78b7-4104-ab67-30835af02fe2,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,90.0,120.0,107.0,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.009,0.33,-8.77,0.11,-1.44,89.8,83.1,89.4,0.252,0.357,0.406,0.5,1.25,0.125,,,
8,2024-05-13,747128,Strikeout,strikeout,True,594807,684007,Adam Duvall,Shota Imanaga,0,cb3a55ec-8d14-4f72-a991-e0c9b52f1f35,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,0.429,0.429,0.0,,,,90.0,120.0,107.0,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.009,0.33,-8.77,0.11,-1.44,89.8,83.1,89.4,0.252,0.357,0.406,0.5,1.25,0.125,,,
9,2024-05-13,747128,Strikeout,strikeout,True,664023,625643,Ian Happ,Reynaldo López,0,85fb1fb4-f446-47f7-ad15-f4e70069c8f0,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
