,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-20,745782,Single,single,False,596103,500779,Austin Slater,Jose Quintana,0,fc283d82-b0cb-42db-995d-210ef8f74fbf,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,745782,Flyout,field_out,True,663624,500779,Ryan Mountcastle,Jose Quintana,0,c719c9b8-88f9-4a0c-8a0c-13939cc3b467,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,745782,Walk,walk,False,683002,500779,Gunnar Henderson,Jose Quintana,1,a6642094-8ea3-4e8a-bd96-d986abdbd791,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,745782,Home Run,home_run,False,623993,500779,Anthony Santander,Jose Quintana,1,1b711a7a-bc51-465d-92ea-c90a661ebfeb,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-20,745782,Flyout,field_out,True,650391,500779,Eloy Jiménez,Jose Quintana,0,92762b0c-1b68-4d85-bce5-88fef2e16d79,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-20,745782,Strikeout,strikeout,True,596019,665152,Francisco Lindor,Dean Kremer,0,c75212bf-681c-425f-88b4-34cb9ff65ad2,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,0.155,0.308,0.114,,-0.53,0.5,0.74,,93.4,,92.3,77.1,0.23,0.351,0.079,0.194,0.226,0.159,,,,0.252,0.561,0.202,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,,,,,,,,,,,,,
6,2024-08-20,745782,Strikeout,strikeout,True,668901,665152,Mark Vientos,Dean Kremer,0,6d2314bb-4d08-4436-bee3-b337800e6f53,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,0.155,0.308,0.114,,-0.53,0.5,0.74,,93.4,,92.3,77.1,0.23,0.351,0.079,0.194,0.226,0.159,,,,0.252,0.561,0.202,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,,,,,,,,,,,,,
7,2024-08-20,745782,Pop Out,field_out,True,607043,665152,Brandon Nimmo,Dean Kremer,0,8fb00d80-b553-454e-acfd-c72baf304aa6,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,,,,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,0.155,0.308,0.114,,-0.53,0.5,0.74,,93.4,,92.3,77.1,0.23,0.351,0.079,0.194,0.226,0.159,,,,0.252,0.561,0.202,,,,99.0,103.0,99.0,72.0,99.0,98.0,0.242,0.18,0.3,0.25,86.9,84.0,0.26,0.356,0.223,0.135,0.243,0.342,,,,,,,,,,,,,,,,,,
8,2024-08-20,745782,Triple,triple,False,681297,500779,Colton Cowser,Jose Quintana,0,3691ef74-9589-427b-b835-c10eeab8655e,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,745782,Strikeout,strikeout,True,602104,500779,Ramón Urías,Jose Quintana,0,01732fa2-d6d3-48b4-a729-5a8e41850a31,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-20,745782,Sac Fly,sac_fly,True,543510,500779,James McCann,Jose Quintana,1,2049dcbf-25d8-4053-bb6d-e997fb1ff539,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,0.293,0.222,0.287,0.197,-0.55,0.19,0.04,-0.09,90.6,85.7,90.7,77.6,0.261,0.491,0.136,0.266,0.448,0.258,0.225,0.294,0.32,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
