,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-04-14,744952,Groundout,field_out,True,453568,621244,Charlie Blackmon,José Berríos,0,a03753ee-2123-4e6f-aaaf-028e62464f7a,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-14,744952,Hit By Pitch,hit_by_pitch,False,678662,621244,Ezequiel Tovar,José Berríos,0,4d569de3-ea0d-484d-a9fb-4a334cc9da64,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-14,744952,Walk,walk,False,641857,621244,Ryan McMahon,José Berríos,1,e6d28d84-9c86-41e3-a19f-039a8bff7590,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-14,744952,Pop Out,field_out,True,553869,621244,Elias Díaz,José Berríos,1,d005ee01-47b6-4ce9-aacd-b2d1543f7e95,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-14,744952,Strikeout,strikeout,True,666134,621244,Nolan Jones,José Berríos,0,701c9af9-526f-4466-bd15-3af190443ee1,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-14,744952,Single,single,False,543807,607536,George Springer,Kyle Freeland,0,1f6ba12f-791f-48c1-baae-73996ffe13a0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,84.0,105.0,97.0,,,,0.247,0.255,,,0.098,0.24,,-2.67,,-2.67,92.0,,87.1,91.8,,0.404,0.617,0.077,,,,0.455,0.545,0.16,0.234,0.362,0.074,,,,60.0,98.0,99.0,129.0,98.0,102.0,0.196,0.205,-1.66,-0.57,87.0,83.6,0.231,0.282,0.478,0.367,0.633,0.191,,,,,,
6,2024-04-14,744952,Groundout,field_out,True,665489,607536,Vladimir Guerrero Jr.,Kyle Freeland,1,31ad327e-70fc-475b-bb54-b4b620828f0e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,84.0,105.0,97.0,,,,0.247,0.255,,,0.098,0.24,,-2.67,,-2.67,92.0,,87.1,91.8,,0.404,0.617,0.077,,,,0.455,0.545,0.16,0.234,0.362,0.074,,,,60.0,98.0,99.0,129.0,98.0,102.0,0.196,0.205,-1.66,-0.57,87.0,83.6,0.231,0.282,0.478,0.367,0.633,0.191,,,,,,
7,2024-04-14,744952,Groundout,field_out,True,666182,607536,Bo Bichette,Kyle Freeland,0,d8c2fa03-5307-436f-84c4-695a7918a7ba,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,84.0,105.0,97.0,,,,0.247,0.255,,,0.098,0.24,,-2.67,,-2.67,92.0,,87.1,91.8,,0.404,0.617,0.077,,,,0.455,0.545,0.16,0.234,0.362,0.074,,,,60.0,98.0,99.0,129.0,98.0,102.0,0.196,0.205,-1.66,-0.57,87.0,83.6,0.231,0.282,0.478,0.367,0.633,0.191,,,,,,
8,2024-04-14,744952,Single,single,False,457759,607536,Justin Turner,Kyle Freeland,1,f2e2db3c-30b8-43eb-9f62-d10647a3eb89,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,84.0,105.0,97.0,,,,0.247,0.255,,,0.098,0.24,,-2.67,,-2.67,92.0,,87.1,91.8,,0.404,0.617,0.077,,,,0.455,0.545,0.16,0.234,0.362,0.074,,,,60.0,98.0,99.0,129.0,98.0,102.0,0.196,0.205,-1.66,-0.57,87.0,83.6,0.231,0.282,0.478,0.367,0.633,0.191,,,,,,
9,2024-04-14,744952,Caught Stealing 2B,caught_stealing_2b,True,676914,607536,Davis Schneider,Kyle Freeland,0,03c0927c-f97a-4dac-96ed-e3402fe2bc7e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,84.0,105.0,97.0,,,,0.247,0.255,,,0.098,0.24,,-2.67,,-2.67,92.0,,87.1,91.8,,0.404,0.617,0.077,,,,0.455,0.545,0.16,0.234,0.362,0.074,,,,60.0,98.0,99.0,129.0,98.0,102.0,0.196,0.205,-1.66,-0.57,87.0,83.6,0.231,0.282,0.478,0.367,0.633,0.191,,,,,,
