,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-25,746609,Flyout,field_out,True,672761,668909,Wenceel Pérez,Gavin Williams,0,504fecd2-5f72-4b0b-8e50-0757867ef3cf,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-25,746609,Walk,walk,False,690993,668909,Colt Keith,Gavin Williams,0,6b2a81a3-842f-4fbd-9515-9a152a11e3c1,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-25,746609,Single,single,False,669234,668909,Justyn-Henry Malloy,Gavin Williams,1,79085adc-c44c-4a58-a09c-cdf89477cfe7,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-25,746609,Strikeout,strikeout,True,682985,668909,Riley Greene,Gavin Williams,0,6212892f-8d08-4bff-a843-2e9682fea31d,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-25,746609,Groundout,field_out,True,663837,668909,Matt Vierling,Gavin Williams,0,3e9451d1-6ca0-4171-b3d2-9095364eb416,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-25,746609,Flyout,field_out,True,680757,663947,Steven Kwan,Tyler Holton,0,0d1d46dc-ccf9-4612-bd71-f655e65ba55f,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
6,2024-07-25,746609,Groundout,field_out,True,682657,663947,Angel Martínez,Tyler Holton,0,e00454f2-2749-438b-8255-4e3bd4dcd276,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
7,2024-07-25,746609,Double,double,False,608070,663947,José Ramírez,Tyler Holton,0,b686dd93-3bd8-4deb-8e19-e2e68825513a,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
8,2024-07-25,746609,Strikeout,strikeout,True,681807,663947,David Fry,Tyler Holton,0,43aed29a-0158-4b9a-a243-c72337d8b4cc,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
9,2024-07-25,746609,Single,single,False,676632,668909,Bligh Madris,Gavin Williams,0,c3d5a94a-c0f1-4ee6-9fd2-e0f25a521343,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-25,746609,Strikeout,strikeout,True,656716,668909,Zach McKinstry,Gavin Williams,0,b545b3c8-24e6-402a-b30f-0178340f73c5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-25,746609,Single,single,False,668670,668909,Jake Rogers,Gavin Williams,1,9d123885-7d73-4e62-96f2-b676d0cc8627,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-25,746609,Home Run,home_run,False,595879,668909,Javier Báez,Gavin Williams,1,837c6f6d-6466-4de2-a319-44711f2bdcd5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-07-25,746609,Strikeout,strikeout,True,672761,668909,Wenceel Pérez,Gavin Williams,0,a7e282a3-b912-419d-94d7-6347c30e8675,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-07-25,746609,Flyout,field_out,True,690993,668909,Colt Keith,Gavin Williams,0,ed9cadac-fed1-40bf-8c39-7ea59e846d7b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-25,746609,Groundout,field_out,True,647304,663947,Josh Naylor,Tyler Holton,0,382d0c9c-dcf0-4397-b5a1-72020dc05476,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
16,2024-07-25,746609,Double,double,False,678877,663947,Jhonkensy Noel,Tyler Holton,0,7c4f4260-596b-4e30-8a32-d7ba65546f9e,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
17,2024-07-25,746609,Groundout,field_out,True,665926,663947,Andrés Giménez,Tyler Holton,1,43903555-46f4-41f7-9c6d-50de5dcc11dc,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
18,2024-07-25,746609,Strikeout,strikeout,True,677587,663947,Brayan Rocchio,Tyler Holton,0,8d82f95d-7cf5-4589-90e4-2f97589659cd,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,98.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,96.0,104.0,85.0,106.0,101.0,0.139,0.257,0.168,0.014,0.208,4.11,2.84,2.42,2.42,-1.02,92.1,88.1,83.4,81.2,79.1,0.074,0.074,0.261,,,,0.158,0.184,0.2,0.302,0.472,0.278,75.0,103.0,94.0,0.214,1.03,91.7,0.196,0.412,0.105,0.103,0.103,0.407,,,,,,,,,,,,
19,2024-07-25,746609,Strikeout,strikeout,True,669234,668909,Justyn-Henry Malloy,Gavin Williams,0,b1492252-c082-4c23-8659-1b02da9b20bb,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-25,746609,Strikeout,strikeout,True,682985,668909,Riley Greene,Gavin Williams,0,439c508d-2060-4916-bba1-dfa2fe569ab1,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-25,746609,Groundout,field_out,True,663837,668909,Matt Vierling,Gavin Williams,0,79121f66-896c-4d03-9dcf-8a3808570e63,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.5,5.3,18.0,97.0,95.0,96.0,0.826,7.0,4.0,10.0,0.0,1.1,0.305,0.339,0.186,0.356,0.411,97.0,94.0,110.0,117.0,106.0,108.0,97.0,95.0,95.0,105.0,19.0,66.0,63.0,96.0,83.0,0.56,0.141,0.006,0.229,0.065,-0.23,-1.2,-37.66,1.43,-5.48,96.5,89.3,87.9,85.6,80.2,0.297,0.351,0.196,0.143,0.19,0.278,0.273,0.455,0.15,0.667,1.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
