,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-17,746503,Hit By Pitch,hit_by_pitch,False,682998,663372,Corbin Carroll,Ryan Feltner,0,2e82ac0d-fb4f-4d79-94fe-b15952c65767,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
1,2024-09-17,746503,Flyout,field_out,True,672695,663372,Geraldo Perdomo,Ryan Feltner,0,7d991955-ca0d-4645-a5e5-b39353be159a,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
2,2024-09-17,746503,Strikeout,strikeout,True,592626,663372,Joc Pederson,Ryan Feltner,0,9109fcd6-2013-4481-8910-1779318a4533,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
3,2024-09-17,746503,Flyout,field_out,True,572233,663372,Christian Walker,Ryan Feltner,0,5478c4d4-85a3-4229-8903-2645d2fea0a6,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
4,2024-09-17,746503,Flyout,field_out,True,686668,656756,Brenton Doyle,Jordan Montgomery,0,9d08d69a-d2e4-4b6a-8738-077477cd70f4,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.11,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.139,0.346,0.37,97.0,100.0,91.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,103.0,95.0,92.0,0.308,0.173,0.018,0.307,0.193,-0.02,-2.1,3.86,-0.81,-1.92,92.1,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.0,0.0,0.5,0.374,0.577,0.159,0.321,0.593,0.383,0.27,0.453,0.35,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-17,746503,Groundout,field_out,True,678662,656756,Ezequiel Tovar,Jordan Montgomery,0,c99150b4-f47e-4e59-aee7-ed884770d912,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.11,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.139,0.346,0.37,97.0,100.0,91.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,103.0,95.0,92.0,0.308,0.173,0.018,0.307,0.193,-0.02,-2.1,3.86,-0.81,-1.92,92.1,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.0,0.0,0.5,0.374,0.577,0.159,0.321,0.593,0.383,0.27,0.453,0.35,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-17,746503,Walk,walk,False,641857,656756,Ryan McMahon,Jordan Montgomery,0,c7b98154-1e24-45ea-9282-aab240cf1af1,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.11,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.139,0.346,0.37,97.0,100.0,91.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,103.0,95.0,92.0,0.308,0.173,0.018,0.307,0.193,-0.02,-2.1,3.86,-0.81,-1.92,92.1,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.0,0.0,0.5,0.374,0.577,0.159,0.321,0.593,0.383,0.27,0.453,0.35,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-17,746503,Strikeout,strikeout,True,663898,656756,Brendan Rodgers,Jordan Montgomery,0,abb75fef-ba09-4b77-ab93-c48bb756a1fa,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.11,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.139,0.346,0.37,97.0,100.0,91.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,103.0,95.0,92.0,0.308,0.173,0.018,0.307,0.193,-0.02,-2.1,3.86,-0.81,-1.92,92.1,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.0,0.0,0.5,0.374,0.577,0.159,0.321,0.593,0.383,0.27,0.453,0.35,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-17,746503,Double,double,False,656976,663372,Pavin Smith,Ryan Feltner,0,d4c56350-86e5-48ad-bdb6-01c9da7598ef,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
9,2024-09-17,746503,Pop Out,field_out,True,664983,663372,Jake McCarthy,Ryan Feltner,0,05787dbb-db40-4c7c-9b60-b436379d85b5,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.73,4.41,150.1,100.0,98.0,100.0,0.782,7.72,2.93,9.4,1.14,1.27,0.232,0.398,0.156,0.342,0.448,118.0,94.0,102.0,108.0,107.0,113.0,81.0,103.0,96.0,92.0,93.0,89.0,112.0,99.0,104.0,0.132,0.365,0.253,0.103,0.147,0.42,-0.57,-0.84,1.21,-1.43,94.6,85.2,94.2,87.6,79.2,0.241,0.388,0.176,0.364,0.533,0.224,0.307,0.413,0.155,0.314,0.523,0.39,0.164,0.26,0.254,0.095,0.286,0.429,,,,,,,,,,,,,,,,,,,,,
