,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-18,745733,Strikeout,strikeout,True,676059,641482,Jordan Westburg,Nestor Cortes,0,36277c55-d84a-4394-a885-95cb6497f5ba,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,
1,2024-06-18,745733,Single,single,False,668939,641482,Adley Rutschman,Nestor Cortes,0,c21c9e9e-43b2-45b3-89f6-77c1a079d907,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,
2,2024-06-18,745733,Single,single,False,663624,641482,Ryan Mountcastle,Nestor Cortes,1,3a6f764c-4330-4d37-a14f-c9f748757677,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,
3,2024-06-18,745733,Flyout,field_out,True,683002,641482,Gunnar Henderson,Nestor Cortes,0,1d05079d-43c2-480b-890f-5e45e414a91a,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,
4,2024-06-18,745733,Forceout,force_out,True,623993,641482,Anthony Santander,Nestor Cortes,1,765d0447-a430-46e2-86ad-8ef28e1e515b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,
5,2024-06-18,745733,Groundout,field_out,True,683011,544150,Anthony Volpe,Albert Suárez,0,172e05be-e275-4fab-82ea-b9bbaed66e67,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,92.0,101.0,95.0,,,,,,,73.0,101.0,91.0,,0.529,0.2,,0.178,0.49,-0.22,,,1.03,95.1,86.4,85.9,,,0.241,0.38,0.214,0.283,0.413,0.302,,,,0.19,0.293,0.228,,,,93.0,97.0,97.0,0.092,-0.29,78.5,0.238,0.333,0.205,,,,,,
6,2024-06-18,745733,Walk,walk,False,665742,544150,Juan Soto,Albert Suárez,0,ea18d533-c0ac-4804-b7cc-3b0e85d02f19,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,92.0,101.0,95.0,,,,,,,73.0,101.0,91.0,,0.529,0.2,,0.178,0.49,-0.22,,,1.03,95.1,86.4,85.9,,,0.241,0.38,0.214,0.283,0.413,0.302,,,,0.19,0.293,0.228,,,,93.0,97.0,97.0,0.092,-0.29,78.5,0.238,0.333,0.205,,,,,,
7,2024-06-18,745733,Single,single,False,592450,544150,Aaron Judge,Albert Suárez,1,2a1b2c46-9ab6-4243-b743-a602cf39a58f,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,92.0,101.0,95.0,,,,,,,73.0,101.0,91.0,,0.529,0.2,,0.178,0.49,-0.22,,,1.03,95.1,86.4,85.9,,,0.241,0.38,0.214,0.283,0.413,0.302,,,,0.19,0.293,0.228,,,,93.0,97.0,97.0,0.092,-0.29,78.5,0.238,0.333,0.205,,,,,,
8,2024-06-18,745733,Lineout,field_out,True,657077,544150,Alex Verdugo,Albert Suárez,0,ec3b7c65-d8de-4f4c-b498-7f67f1d5ccbf,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,92.0,101.0,95.0,,,,,,,73.0,101.0,91.0,,0.529,0.2,,0.178,0.49,-0.22,,,1.03,95.1,86.4,85.9,,,0.241,0.38,0.214,0.283,0.413,0.302,,,,0.19,0.293,0.228,,,,93.0,97.0,97.0,0.092,-0.29,78.5,0.238,0.333,0.205,,,,,,
9,2024-06-18,745733,Fielders Choice Out,fielders_choice_out,True,519317,544150,Giancarlo Stanton,Albert Suárez,1,27a3180f-a8ed-442d-af4e-5fe51f27127a,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,92.0,101.0,95.0,,,,,,,73.0,101.0,91.0,,0.529,0.2,,0.178,0.49,-0.22,,,1.03,95.1,86.4,85.9,,,0.241,0.38,0.214,0.283,0.413,0.302,,,,0.19,0.293,0.228,,,,93.0,97.0,97.0,0.092,-0.29,78.5,0.238,0.333,0.205,,,,,,
