,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-15,744883,Pop Out,field_out,True,680977,684320,Brendan Donovan,Yariel Rodríguez,0,7cc6f1aa-d970-4b00-93fb-80e8a289fe25,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-15,744883,Groundout,field_out,True,676475,684320,Alec Burleson,Yariel Rodríguez,0,88d73699-6b7f-45c5-bb91-064d9b4b9608,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-15,744883,Groundout,field_out,True,571448,684320,Nolan Arenado,Yariel Rodríguez,0,4b0aeacb-324a-4647-87fb-a62f0143d440,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-15,744883,Groundout,field_out,True,664770,571945,Nathan Lukes,Miles Mikolas,0,77e27683-a205-4f33-b4d4-3bb3774163a3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.49,4.51,160.2,109.0,88.0,103.0,0.861,6.39,1.34,10.25,1.34,1.17,0.252,0.399,0.149,0.333,0.493,94.0,108.0,105.0,66.0,108.0,98.0,81.0,110.0,98.0,117.0,112.0,114.0,,,,0.234,0.273,,0.284,0.117,0.1,,1.02,-1.02,-1.97,93.2,,92.4,85.6,76.5,0.299,0.51,0.16,0.297,0.469,0.176,,,,0.253,0.408,0.108,0.268,0.521,0.23,87.0,103.0,98.0,0.006,0.086,4.26,-3.08,85.6,69.6,0.367,0.683,0.169,0.25,0.438,0.28,,,,,,,,,
4,2024-09-15,744883,Strikeout,strikeout,True,676391,571945,Ernie Clement,Miles Mikolas,0,8cbfd81b-6595-4e6b-bbcd-f61bdb1e5b09,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.49,4.51,160.2,109.0,88.0,103.0,0.861,6.39,1.34,10.25,1.34,1.17,0.252,0.399,0.149,0.333,0.493,94.0,108.0,105.0,66.0,108.0,98.0,81.0,110.0,98.0,117.0,112.0,114.0,,,,0.234,0.273,,0.284,0.117,0.1,,1.02,-1.02,-1.97,93.2,,92.4,85.6,76.5,0.299,0.51,0.16,0.297,0.469,0.176,,,,0.253,0.408,0.108,0.268,0.521,0.23,87.0,103.0,98.0,0.006,0.086,4.26,-3.08,85.6,69.6,0.367,0.683,0.169,0.25,0.438,0.28,,,,,,,,,
5,2024-09-15,744883,Pop Out,field_out,True,665489,571945,Vladimir Guerrero Jr.,Miles Mikolas,0,cd85129c-58c1-4f44-b200-66a78dcf3073,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.49,4.51,160.2,109.0,88.0,103.0,0.861,6.39,1.34,10.25,1.34,1.17,0.252,0.399,0.149,0.333,0.493,94.0,108.0,105.0,66.0,108.0,98.0,81.0,110.0,98.0,117.0,112.0,114.0,,,,0.234,0.273,,0.284,0.117,0.1,,1.02,-1.02,-1.97,93.2,,92.4,85.6,76.5,0.299,0.51,0.16,0.297,0.469,0.176,,,,0.253,0.408,0.108,0.268,0.521,0.23,87.0,103.0,98.0,0.006,0.086,4.26,-3.08,85.6,69.6,0.367,0.683,0.169,0.25,0.438,0.28,,,,,,,,,
6,2024-09-15,744883,Pop Out,field_out,True,663609,684320,Luken Baker,Yariel Rodríguez,0,909c0ed0-31b3-4efe-8881-19e64732b31b,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-15,744883,Single,single,False,663457,684320,Lars Nootbaar,Yariel Rodríguez,0,eb488db9-8f55-470c-8672-82683f874083,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-15,744883,Flyout,field_out,True,671056,684320,Iván Herrera,Yariel Rodríguez,0,28595fa7-7f1f-4852-b356-0622088870c9,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-15,744883,Pop Out,field_out,True,695336,684320,Thomas Saggese,Yariel Rodríguez,0,1cb6414c-8568-4789-9a44-f8ff9acd88cf,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.29,4.12,77.2,97.0,96.0,97.0,0.768,8.92,4.06,7.65,1.16,0.9,0.258,0.394,0.178,0.258,0.398,94.0,91.0,96.0,85.0,93.0,88.0,84.0,97.0,97.0,118.0,102.0,108.0,85.0,104.0,103.0,0.104,0.411,0.101,0.286,0.099,0.12,-0.87,3.55,0.4,-3.56,93.8,88.9,93.3,84.6,78.2,0.22,0.378,0.342,0.253,0.414,0.205,0.176,0.294,0.233,0.16,0.16,0.125,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,
