,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-26,746513,Strikeout,strikeout,True,681393,663372,Connor Norby,Ryan Feltner,0,6d90c057-6df6-4e6a-a21c-479872f5c63f,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
1,2024-08-26,746513,Flyout,field_out,True,669394,663372,Jake Burger,Ryan Feltner,0,c7df3e71-e2f8-4919-b44e-7b0d65439e7c,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
2,2024-08-26,746513,Single,single,False,660821,663372,Jesús Sánchez,Ryan Feltner,0,96bf09cc-c7ae-40cd-8ad2-efc789080902,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
3,2024-08-26,746513,Groundout,field_out,True,681146,663372,Jonah Bride,Ryan Feltner,0,c95f0526-0cc6-4821-9095-34e2f6a0f1b0,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
4,2024-08-26,746513,Strikeout,strikeout,True,595909,665795,Jake Cave,Edward Cabrera,0,0d4072ab-3da6-490a-ab9f-7989b4b56eda,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.358,0.627,0.168,0.148,0.259,0.333,0.25,0.45,0.154,0.202,0.333,0.323,0.212,0.481,0.411,,,,,,,,,,,,
5,2024-08-26,746513,Flyout,field_out,True,663898,665795,Brendan Rodgers,Edward Cabrera,0,071f9623-d7de-495b-bef3-fd21ad54dfee,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.358,0.627,0.168,0.148,0.259,0.333,0.25,0.45,0.154,0.202,0.333,0.323,0.212,0.481,0.411,,,,,,,,,,,,
6,2024-08-26,746513,Flyout,field_out,True,641857,665795,Ryan McMahon,Edward Cabrera,0,2ac31658-d09c-459b-a0b0-54fc2b3bc73c,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.358,0.627,0.168,0.148,0.259,0.333,0.25,0.45,0.154,0.202,0.333,0.323,0.212,0.481,0.411,,,,,,,,,,,,
7,2024-08-26,746513,Flyout,field_out,True,672640,663372,Otto Lopez,Ryan Feltner,0,ec58272d-8e96-4200-a1e7-8e24f9d822ec,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
8,2024-08-26,746513,Single,single,False,669065,663372,Kyle Stowers,Ryan Feltner,0,16887a76-075c-49d6-be4b-9e0f35ab018c,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
9,2024-08-26,746513,Lineout,field_out,True,656537,663372,Derek Hill,Ryan Feltner,0,a22afed9-f1f0-4363-ab9f-2919ace5c21a,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
