,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff
0,2024-04-10,746728,Walk,walk,False,694192,668881,Jackson Chourio,Hunter Greene,0,99a5fa3f-7ae6-4e9d-ab76-dbd8b97756e4,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-10,746728,Groundout,field_out,True,661388,668881,William Contreras,Hunter Greene,1,056e4cec-8752-4835-9f01-eb21472dfcb0,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-10,746728,Home Run,home_run,False,592885,668881,Christian Yelich,Hunter Greene,1,9c8e8a8f-9d66-479f-aaaf-c6d0d0541fdb,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-10,746728,Strikeout,strikeout,True,642715,668881,Willy Adames,Hunter Greene,0,4e909eaf-9bce-4b59-a445-b5575d01c37b,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-10,746728,Strikeout,strikeout,True,686217,668881,Sal Frelick,Hunter Greene,0,e0c1088b-8c82-4dd1-a10d-a93084116117,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-10,746728,Groundout,field_out,True,663697,489119,Jonathan India,Wade Miley,0,17e988f5-c9be-443a-8f5d-a93b467fc498,489119.0,wademiley,Miley,Left,Wade Miley,MIL,6.43,8.44,7.0,100.0,93.0,93.0,0.904,2.57,5.14,7.71,1.29,1.83,0.174,0.522,0.174,0.261,0.407,89.0,90.0,99.0,81.0,97.0,86.0,127.0,92.0,83.0,,,,0.212,,0.025,0.025,-0.24,,-3.64,7.4,90.1,,78.9,75.2,0.286,0.286,0.077,,,,,,,,,,115.0,94.0,97.0,75.0,105.0,86.0,93.0,104.0,99.0,0.153,0.381,0.203,0.54,-1.79,-1.97,86.9,83.4,89.6,0.1,0.4,0.087,0.5,0.5,0.167,0.5,0.5,0.111
6,2024-04-10,746728,Walk,walk,False,668715,489119,Spencer Steer,Wade Miley,0,44e8919a-3419-4bfb-80b3-782c4330b274,489119.0,wademiley,Miley,Left,Wade Miley,MIL,6.43,8.44,7.0,100.0,93.0,93.0,0.904,2.57,5.14,7.71,1.29,1.83,0.174,0.522,0.174,0.261,0.407,89.0,90.0,99.0,81.0,97.0,86.0,127.0,92.0,83.0,,,,0.212,,0.025,0.025,-0.24,,-3.64,7.4,90.1,,78.9,75.2,0.286,0.286,0.077,,,,,,,,,,115.0,94.0,97.0,75.0,105.0,86.0,93.0,104.0,99.0,0.153,0.381,0.203,0.54,-1.79,-1.97,86.9,83.4,89.6,0.1,0.4,0.087,0.5,0.5,0.167,0.5,0.5,0.111
7,2024-04-10,746728,Grounded Into DP,grounded_into_double_play,True,687952,489119,Christian Encarnacion-Strand,Wade Miley,1,32358395-1f75-4ce7-863c-1f1fd9800dc0,489119.0,wademiley,Miley,Left,Wade Miley,MIL,6.43,8.44,7.0,100.0,93.0,93.0,0.904,2.57,5.14,7.71,1.29,1.83,0.174,0.522,0.174,0.261,0.407,89.0,90.0,99.0,81.0,97.0,86.0,127.0,92.0,83.0,,,,0.212,,0.025,0.025,-0.24,,-3.64,7.4,90.1,,78.9,75.2,0.286,0.286,0.077,,,,,,,,,,115.0,94.0,97.0,75.0,105.0,86.0,93.0,104.0,99.0,0.153,0.381,0.203,0.54,-1.79,-1.97,86.9,83.4,89.6,0.1,0.4,0.087,0.5,0.5,0.167,0.5,0.5,0.111
8,2024-04-10,746728,Hit By Pitch,hit_by_pitch,False,641343,668881,Jake Bauers,Hunter Greene,0,95a8c2c0-740a-403d-adb1-2967b606404d,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-10,746728,Strikeout,strikeout,True,663368,668881,Blake Perkins,Hunter Greene,0,067daeee-4c75-402f-b791-68cdbc88c25d,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
