,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-06,745738,Flyout,field_out,True,663616,573186,Trevor Larnach,Marcus Stroman,0,aff268a6-419d-403f-934a-9053caf4646a,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,92.0,80.0,90.0,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,82.0,99.0,94.0,0.363,0.034,0.192,0.105,0.177,0.128,-4.6,0.65,1.17,-0.02,-0.84,-0.91,89.9,88.0,83.1,89.9,85.5,81.8,0.285,0.469,0.14,0.204,0.296,0.292,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.5,0.7,0.333,0.0,0.0,0.429,,,,,,,,,,,,,,,
1,2024-06-06,745738,Strikeout,strikeout,True,666135,573186,Alex Kirilloff,Marcus Stroman,0,1b641c2f-e29d-4a58-9a05-e7f684eb8059,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,92.0,80.0,90.0,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,82.0,99.0,94.0,0.363,0.034,0.192,0.105,0.177,0.128,-4.6,0.65,1.17,-0.02,-0.84,-0.91,89.9,88.0,83.1,89.9,85.5,81.8,0.285,0.469,0.14,0.204,0.296,0.292,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.5,0.7,0.333,0.0,0.0,0.429,,,,,,,,,,,,,,,
2,2024-06-06,745738,Home Run,home_run,False,621043,573186,Carlos Correa,Marcus Stroman,0,8d3fb188-ba84-4508-be68-903cc758ae66,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,92.0,80.0,90.0,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,82.0,99.0,94.0,0.363,0.034,0.192,0.105,0.177,0.128,-4.6,0.65,1.17,-0.02,-0.84,-0.91,89.9,88.0,83.1,89.9,85.5,81.8,0.285,0.469,0.14,0.204,0.296,0.292,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.5,0.7,0.333,0.0,0.0,0.429,,,,,,,,,,,,,,,
3,2024-06-06,745738,Flyout,field_out,True,596146,573186,Max Kepler,Marcus Stroman,0,0b42b526-b367-4f11-adfe-d7be7e0d22f9,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,92.0,80.0,90.0,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,82.0,99.0,94.0,0.363,0.034,0.192,0.105,0.177,0.128,-4.6,0.65,1.17,-0.02,-0.84,-0.91,89.9,88.0,83.1,89.9,85.5,81.8,0.285,0.469,0.14,0.204,0.296,0.292,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.5,0.7,0.333,0.0,0.0,0.429,,,,,,,,,,,,,,,
4,2024-06-06,745738,Strikeout,strikeout,True,683011,641154,Anthony Volpe,Pablo López,0,b761267a-e801-42d1-95d5-616683880548,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,,,,0.076,0.394,,,0.227,0.11,1.98,,,-3.1,-0.94,-2.56,94.6,,,94.2,84.1,81.9,0.452,0.677,0.095,0.247,0.464,0.318,,,,,,,,,,0.183,0.34,0.303,0.255,0.574,0.338,92.0,101.0,101.0,0.194,-0.41,88.4,0.293,0.387,0.25,,,,,,
5,2024-06-06,745738,Walk,walk,False,665742,641154,Juan Soto,Pablo López,0,2feffda3-314d-4a3e-8b4d-d0e11d894469,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,,,,0.076,0.394,,,0.227,0.11,1.98,,,-3.1,-0.94,-2.56,94.6,,,94.2,84.1,81.9,0.452,0.677,0.095,0.247,0.464,0.318,,,,,,,,,,0.183,0.34,0.303,0.255,0.574,0.338,92.0,101.0,101.0,0.194,-0.41,88.4,0.293,0.387,0.25,,,,,,
6,2024-06-06,745738,Flyout,field_out,True,592450,641154,Aaron Judge,Pablo López,0,8161cfae-b503-4f57-b85f-14491b242f82,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,,,,0.076,0.394,,,0.227,0.11,1.98,,,-3.1,-0.94,-2.56,94.6,,,94.2,84.1,81.9,0.452,0.677,0.095,0.247,0.464,0.318,,,,,,,,,,0.183,0.34,0.303,0.255,0.574,0.338,92.0,101.0,101.0,0.194,-0.41,88.4,0.293,0.387,0.25,,,,,,
7,2024-06-06,745738,Walk,walk,False,519317,641154,Giancarlo Stanton,Pablo López,1,b4753142-cdf8-481f-9ebd-999756bcad9b,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,,,,0.076,0.394,,,0.227,0.11,1.98,,,-3.1,-0.94,-2.56,94.6,,,94.2,84.1,81.9,0.452,0.677,0.095,0.247,0.464,0.318,,,,,,,,,,0.183,0.34,0.303,0.255,0.574,0.338,92.0,101.0,101.0,0.194,-0.41,88.4,0.293,0.387,0.25,,,,,,
8,2024-06-06,745738,Flyout,field_out,True,519203,641154,Anthony Rizzo,Pablo López,0,da8fb467-bf68-420f-82e4-c451447ab42c,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,83.0,102.0,107.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,,,,0.076,0.394,,,0.227,0.11,1.98,,,-3.1,-0.94,-2.56,94.6,,,94.2,84.1,81.9,0.452,0.677,0.095,0.247,0.464,0.318,,,,,,,,,,0.183,0.34,0.303,0.255,0.574,0.338,92.0,101.0,101.0,0.194,-0.41,88.4,0.293,0.387,0.25,,,,,,
9,2024-06-06,745738,Groundout,field_out,True,650489,573186,Willi Castro,Marcus Stroman,0,7746aa70-091f-405f-88e4-a3e382b525b3,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,92.0,80.0,90.0,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,107.0,98.0,97.0,82.0,99.0,94.0,0.363,0.034,0.192,0.105,0.177,0.128,-4.6,0.65,1.17,-0.02,-0.84,-0.91,89.9,88.0,83.1,89.9,85.5,81.8,0.285,0.469,0.14,0.204,0.296,0.292,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.5,0.7,0.333,0.0,0.0,0.429,,,,,,,,,,,,,,,
