,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-09-19,745937,Strikeout,strikeout,True,682998,668964,Corbin Carroll,Tobias Myers,0,710eb9b3-56e5-42aa-bacb-5039e24f89c4,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
1,2024-09-19,745937,Pop Out,field_out,True,606466,668964,Ketel Marte,Tobias Myers,0,cf443aa6-f3d2-43ec-a9f2-18a47c4833aa,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
2,2024-09-19,745937,Single,single,False,592626,668964,Joc Pederson,Tobias Myers,0,56fd742b-b254-4f8e-8206-f1777b51cb42,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
3,2024-09-19,745937,Flyout,field_out,True,572233,668964,Christian Walker,Tobias Myers,0,68f62b8f-ac2e-48f4-be4a-6e4f0b75b67a,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
4,2024-09-19,745937,Lineout,field_out,True,668930,694297,Brice Turang,Brandon Pfaadt,0,a460b471-ec62-4b0d-bf60-377d636bad82,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.66,3.7,173.2,106.0,107.0,107.0,0.772,8.91,2.02,9.02,1.14,1.09,0.256,0.422,0.13,0.302,0.45,92.0,102.0,97.0,104.0,101.0,103.0,95.0,106.0,103.0,89.0,106.0,104.0,142.0,109.0,119.0,,,,0.22,0.336,,0.281,0.048,0.109,0.51,,-0.08,-0.13,-1.68,1.24,93.8,,87.5,93.6,84.8,80.7,0.265,0.444,0.225,,,,,,,0.243,0.257,0.312,0.5,0.625,0.265,0.286,0.368,0.111,0.006,0.46,89.6,0.215,0.459,0.353,0.2,0.8,0.0,,,
5,2024-09-19,745937,Groundout,field_out,True,694192,694297,Jackson Chourio,Brandon Pfaadt,0,91493185-02aa-484a-8355-451e9d4fe384,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.66,3.7,173.2,106.0,107.0,107.0,0.772,8.91,2.02,9.02,1.14,1.09,0.256,0.422,0.13,0.302,0.45,92.0,102.0,97.0,104.0,101.0,103.0,95.0,106.0,103.0,89.0,106.0,104.0,142.0,109.0,119.0,,,,0.22,0.336,,0.281,0.048,0.109,0.51,,-0.08,-0.13,-1.68,1.24,93.8,,87.5,93.6,84.8,80.7,0.265,0.444,0.225,,,,,,,0.243,0.257,0.312,0.5,0.625,0.265,0.286,0.368,0.111,0.006,0.46,89.6,0.215,0.459,0.353,0.2,0.8,0.0,,,
6,2024-09-19,745937,Strikeout,strikeout,True,661388,694297,William Contreras,Brandon Pfaadt,0,cbf63117-430b-4f16-976c-1faf8ecce184,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.66,3.7,173.2,106.0,107.0,107.0,0.772,8.91,2.02,9.02,1.14,1.09,0.256,0.422,0.13,0.302,0.45,92.0,102.0,97.0,104.0,101.0,103.0,95.0,106.0,103.0,89.0,106.0,104.0,142.0,109.0,119.0,,,,0.22,0.336,,0.281,0.048,0.109,0.51,,-0.08,-0.13,-1.68,1.24,93.8,,87.5,93.6,84.8,80.7,0.265,0.444,0.225,,,,,,,0.243,0.257,0.312,0.5,0.625,0.265,0.286,0.368,0.111,0.006,0.46,89.6,0.215,0.459,0.353,0.2,0.8,0.0,,,
7,2024-09-19,745937,Groundout,field_out,True,656976,668964,Pavin Smith,Tobias Myers,0,e8f6087c-ba2e-4636-bbd2-8b5efcb7d59c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
8,2024-09-19,745937,Pop Out,field_out,True,553993,668964,Eugenio Suárez,Tobias Myers,0,560c7f66-46ea-426b-b774-ea842ed9f607,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
9,2024-09-19,745937,Strikeout,strikeout,True,664983,668964,Jake McCarthy,Tobias Myers,0,4c2f429c-065f-4603-b5c8-50da2f5c576c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.05,4.2,130.0,101.0,92.0,97.0,0.813,8.31,2.49,8.24,1.25,0.95,0.255,0.426,0.136,0.319,0.429,107.0,86.0,90.0,73.0,99.0,104.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,105.0,103.0,97.0,100.0,90.0,0.005,0.401,0.232,0.204,0.042,0.116,0.56,-1.15,11.28,1.7,-3.59,1.33,92.9,89.3,81.2,91.5,85.5,77.8,0.238,0.435,0.181,0.35,0.524,0.124,0.188,0.24,0.251,0.067,0.067,0.448,0.444,0.611,0.176,0.0,0.0,0.0,,,,,,,,,,,,
