,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-20,746613,Lineout,field_out,True,650333,668909,Luis Arraez,Gavin Williams,0,96db4b35-7e12-4a52-9189-bf851da2fdda,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-20,746613,Hit By Pitch,hit_by_pitch,False,595777,668909,Jurickson Profar,Gavin Williams,0,bd1c0e7e-534c-4ee9-af5f-611dc3257c82,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-20,746613,Strikeout,strikeout,True,630105,668909,Jake Cronenworth,Gavin Williams,0,14b88a99-c87c-4b90-9b98-e2d9187d7a6e,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-20,746613,Strikeout,strikeout,True,592518,668909,Manny Machado,Gavin Williams,0,0416e00d-d97d-469c-8ed2-1db72b19f4a5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-20,746613,Pop Out,field_out,True,680757,656302,Steven Kwan,Dylan Cease,0,f7706e46-eacc-4ea2-9059-03d5c431811e,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,0.435,0.01,0.462,,0.013,-0.1,-5.15,1.62,,-4.3,96.8,91.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,108.0,99.0,104.0,0.081,-0.64,82.7,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,
5,2024-07-20,746613,Strikeout,strikeout,True,682657,656302,Angel Martínez,Dylan Cease,0,f59560fb-da74-458f-9fc7-d5e5372b7bcc,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,0.435,0.01,0.462,,0.013,-0.1,-5.15,1.62,,-4.3,96.8,91.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,108.0,99.0,104.0,0.081,-0.64,82.7,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,
6,2024-07-20,746613,Flyout,field_out,True,608070,656302,José Ramírez,Dylan Cease,0,9ffd69ab-f9f2-4377-843b-6640bfd90a43,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,0.435,0.01,0.462,,0.013,-0.1,-5.15,1.62,,-4.3,96.8,91.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,108.0,99.0,104.0,0.081,-0.64,82.7,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,
7,2024-07-20,746613,Single,single,False,593428,668909,Xander Bogaerts,Gavin Williams,0,10e556c3-3c5b-45ad-9074-482b8d8e767a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-20,746613,Strikeout,strikeout,True,701538,668909,Jackson Merrill,Gavin Williams,0,cbef1b74-1e7e-400c-8e03-e1c20d082558,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-20,746613,Single,single,False,444482,668909,David Peralta,Gavin Williams,1,c7231f75-846e-48a1-9c09-b9857346f56f,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-20,746613,Fielders Choice Out,fielders_choice_out,True,673490,668909,Ha-Seong Kim,Gavin Williams,1,88e7c5cd-6785-4c88-a002-f5bce626cb6d,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,99.0,94.0,105.0,118.0,114.0,112.0,97.0,94.0,94.0,117.0,-91.0,10.0,61.0,98.0,84.0,0.568,0.163,0.004,0.21,0.054,-0.18,-0.59,-2.0,1.64,-5.68,96.5,89.7,87.6,86.1,80.3,0.286,0.357,0.164,0.176,0.235,0.3,0.222,0.444,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
