,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-08-12,745874,Strikeout,strikeout,True,686681,641154,Michael Massey,Pablo López,0,b24ef460-0aeb-4cde-b5a5-d1030a9f9c69,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
1,2024-08-12,745874,Home Run,home_run,False,677951,641154,Bobby Witt Jr.,Pablo López,0,474e8dcb-80cf-41d6-8ab0-41118451335c,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
2,2024-08-12,745874,Flyout,field_out,True,686469,641154,Vinnie Pasquantino,Pablo López,0,6fa54adf-e34e-4334-851d-9ce570d80544,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
3,2024-08-12,745874,Strikeout,strikeout,True,521692,641154,Salvador Perez,Pablo López,0,be4203a3-3f29-4bdb-aaa3-9a787d4965c9,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
4,2024-08-12,745874,Strikeout,strikeout,True,650489,663903,Willi Castro,Brady Singer,0,e312ba38-be2a-4a61-8455-c72944e09ebb,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,,,,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,,0.022,-1.99,0.86,0.33,,-5.7,91.6,88.1,92.2,82.9,,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,0.269,0.39,0.119,0.204,0.354,0.363,,,,,,,,,,,,,,,,,,
5,2024-08-12,745874,Strikeout,strikeout,True,663616,663903,Trevor Larnach,Brady Singer,0,942058c7-d9e4-44b5-87ed-a3a0d5c5faa1,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,,,,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,,0.022,-1.99,0.86,0.33,,-5.7,91.6,88.1,92.2,82.9,,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,0.269,0.39,0.119,0.204,0.354,0.363,,,,,,,,,,,,,,,,,,
6,2024-08-12,745874,Single,single,False,668904,663903,Royce Lewis,Brady Singer,0,ecb7be49-2402-4e03-90cb-a7924c0050e7,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,,,,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,,0.022,-1.99,0.86,0.33,,-5.7,91.6,88.1,92.2,82.9,,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,0.269,0.39,0.119,0.204,0.354,0.363,,,,,,,,,,,,,,,,,,
7,2024-08-12,745874,Strikeout,strikeout,True,670242,663903,Matt Wallner,Brady Singer,0,da43259e-0901-4848-8b27-8146a88081b1,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,,,,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,,0.022,-1.99,0.86,0.33,,-5.7,91.6,88.1,92.2,82.9,,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,0.269,0.39,0.119,0.204,0.354,0.363,,,,,,,,,,,,,,,,,,
8,2024-08-12,745874,Catcher Interference,catcher_interf,False,669004,641154,MJ Melendez,Pablo López,0,19227cb1-bec1-4a6c-84e4-5468d2cb914d,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
9,2024-08-12,745874,Strikeout,strikeout,True,592669,641154,Hunter Renfroe,Pablo López,0,9f7f1eca-c982-4a0f-9aa8-e92ca644b4ad,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,
