,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-18,746254,Lineout,field_out,True,678009,679525,Parker Meadows,Alec Marsh,0,cdffc8f1-4611-42d2-8590-995c98853d37,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-18,746254,Hit By Pitch,hit_by_pitch,False,681481,679525,Kerry Carpenter,Alec Marsh,0,9a270897-ac59-4d8b-93d9-5dcab0f7eed4,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-18,746254,Single,single,False,672761,679525,Wenceel Pérez,Alec Marsh,1,54b745f5-bf5a-4428-8a80-13c31ce85342,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-18,746254,Strikeout,strikeout,True,682985,679525,Riley Greene,Alec Marsh,0,6f13ba94-dbe7-432a-ba40-6214882a76af,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-18,746254,Walk,walk,False,679529,679525,Spencer Torkelson,Alec Marsh,1,6abc3970-49ef-4e4a-94eb-4e5abca80e47,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-18,746254,Strikeout,strikeout,True,690291,679525,Jace Jung,Alec Marsh,0,918ae628-1ba1-4e99-ad5a-00e0841b3cc4,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.65,5.08,124.0,99.0,100.0,99.0,0.789,8.78,2.83,8.56,1.31,0.92,0.241,0.417,0.179,0.339,0.429,88.0,95.0,94.0,102.0,104.0,102.0,93.0,99.0,95.0,99.0,98.0,96.0,118.0,98.0,106.0,0.134,0.375,0.226,0.162,0.103,0.36,-1.44,-0.35,-1.28,0.8,94.1,86.4,93.6,86.5,82.8,0.208,0.389,0.222,0.297,0.473,0.301,0.325,0.545,0.1,0.26,0.506,0.281,0.204,0.296,0.171,0.154,0.308,0.469,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-18,746254,Single,single,False,502054,669373,Tommy Pham,Tarik Skubal,0,58b9d501-2107-430f-88e9-0a1a25bc6678,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.48,2.77,185.0,103.0,103.0,106.0,0.717,10.75,1.65,6.81,0.73,1.26,0.255,0.386,0.18,0.258,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,110.0,98.0,103.0,0.205,0.333,0.15,,0.268,1.79,1.17,0.78,,1.02,96.9,86.3,96.6,88.7,,0.201,0.292,0.27,0.171,0.368,0.34,0.21,0.312,0.162,0.167,0.333,0.2,0.221,0.332,0.467,,,,95.0,91.0,101.0,0.043,1.28,78.5,,,,,,,,,,,,,,,,,,
7,2024-09-18,746254,Strikeout,strikeout,True,677951,669373,Bobby Witt Jr.,Tarik Skubal,0,4d3d2d64-df44-46a7-a798-df454b14131d,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.48,2.77,185.0,103.0,103.0,106.0,0.717,10.75,1.65,6.81,0.73,1.26,0.255,0.386,0.18,0.258,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,110.0,98.0,103.0,0.205,0.333,0.15,,0.268,1.79,1.17,0.78,,1.02,96.9,86.3,96.6,88.7,,0.201,0.292,0.27,0.171,0.368,0.34,0.21,0.312,0.162,0.167,0.333,0.2,0.221,0.332,0.467,,,,95.0,91.0,101.0,0.043,1.28,78.5,,,,,,,,,,,,,,,,,,
8,2024-09-18,746254,Single,single,False,521692,669373,Salvador Perez,Tarik Skubal,1,f1185604-bbff-4f6d-8153-e7ef2410f810,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.48,2.77,185.0,103.0,103.0,106.0,0.717,10.75,1.65,6.81,0.73,1.26,0.255,0.386,0.18,0.258,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,110.0,98.0,103.0,0.205,0.333,0.15,,0.268,1.79,1.17,0.78,,1.02,96.9,86.3,96.6,88.7,,0.201,0.292,0.27,0.171,0.368,0.34,0.21,0.312,0.162,0.167,0.333,0.2,0.221,0.332,0.467,,,,95.0,91.0,101.0,0.043,1.28,78.5,,,,,,,,,,,,,,,,,,
9,2024-09-18,746254,Forceout,force_out,True,543257,669373,Robbie Grossman,Tarik Skubal,1,0c8be1e5-2fc9-4e53-83ca-cf6e031eb813,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.48,2.77,185.0,103.0,103.0,106.0,0.717,10.75,1.65,6.81,0.73,1.26,0.255,0.386,0.18,0.258,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,110.0,98.0,103.0,0.205,0.333,0.15,,0.268,1.79,1.17,0.78,,1.02,96.9,86.3,96.6,88.7,,0.201,0.292,0.27,0.171,0.368,0.34,0.21,0.312,0.162,0.167,0.333,0.2,0.221,0.332,0.467,,,,95.0,91.0,101.0,0.043,1.28,78.5,,,,,,,,,,,,,,,,,,
