,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-05-12,745419,Pop Out,field_out,True,605141,506433,Mookie Betts,Yu Darvish,0,18d878d2-2478-40cc-bf86-20ad5509183e,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,91.0,112.0,110.0,84.0,107.0,100.0,107.0,104.0,106.0,0.154,0.22,0.056,0.082,0.358,0.064,0.065,0.42,3.56,0.42,-1.23,1.23,-2.94,2.79,94.0,90.7,87.5,93.4,84.6,73.3,78.5,0.192,0.346,0.17,0.2,0.3,0.186,0.308,0.538,0.132,0.182,0.318,0.368,0.182,0.409,0.385,0.0,0.0,0.36,,,,,,,,,
1,2024-05-12,745419,Flyout,field_out,True,518692,506433,Freddie Freeman,Yu Darvish,0,0001c67c-853e-444f-af5c-24f9e35c0262,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,91.0,112.0,110.0,84.0,107.0,100.0,107.0,104.0,106.0,0.154,0.22,0.056,0.082,0.358,0.064,0.065,0.42,3.56,0.42,-1.23,1.23,-2.94,2.79,94.0,90.7,87.5,93.4,84.6,73.3,78.5,0.192,0.346,0.17,0.2,0.3,0.186,0.308,0.538,0.132,0.182,0.318,0.368,0.182,0.409,0.385,0.0,0.0,0.36,,,,,,,,,
2,2024-05-12,745419,Groundout,field_out,True,669257,506433,Will Smith,Yu Darvish,0,f6cb3b47-3c8d-4b6d-96b1-161f2bfee35a,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,91.0,112.0,110.0,84.0,107.0,100.0,107.0,104.0,106.0,0.154,0.22,0.056,0.082,0.358,0.064,0.065,0.42,3.56,0.42,-1.23,1.23,-2.94,2.79,94.0,90.7,87.5,93.4,84.6,73.3,78.5,0.192,0.346,0.17,0.2,0.3,0.186,0.308,0.538,0.132,0.182,0.318,0.368,0.182,0.409,0.385,0.0,0.0,0.36,,,,,,,,,
3,2024-05-12,745419,Flyout,field_out,True,650333,621111,Luis Arraez,Walker Buehler,0,9d460d5f-f4f7-4e35-9ef2-a21ce0ace7d5,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
4,2024-05-12,745419,Home Run,home_run,False,665487,621111,Fernando Tatis Jr.,Walker Buehler,0,8c897f2f-7e45-4ab0-9778-fdb650d2b51f,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
5,2024-05-12,745419,Home Run,home_run,False,630105,621111,Jake Cronenworth,Walker Buehler,0,e166f93f-c58d-41d6-aaa8-619794e5dc5a,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
6,2024-05-12,745419,Walk,walk,False,592518,621111,Manny Machado,Walker Buehler,0,1275e2dc-bc6b-492f-b3ad-fa5048c4f133,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
7,2024-05-12,745419,Strikeout,strikeout,True,595777,621111,Jurickson Profar,Walker Buehler,1,3aa00b28-7a3d-4081-b902-71b5c4aed355,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
8,2024-05-12,745419,Flyout,field_out,True,593428,621111,Xander Bogaerts,Walker Buehler,0,61ebc64f-2080-4859-8788-d1d66013bcdc,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,85.0,107.0,101.0,126.0,107.0,115.0,100.0,101.0,112.0,102.0,102.0,100.0,,,,0.198,0.286,0.201,,0.103,,0.144,-3.09,1.78,,0.15,-3.39,,-3.89,95.5,91.5,,95.0,83.8,,79.0,0.378,0.784,0.173,0.176,0.529,0.167,0.243,0.27,0.113,0.368,0.579,0.282,,,,0.233,0.433,0.153,74.0,104.0,98.0,0.068,-3.76,90.0,0.455,0.636,0.095
9,2024-05-12,745419,Pop Out,field_out,True,606192,506433,Teoscar Hernández,Yu Darvish,0,f97f7bcb-3798-44e5-adb2-ea8cb233f8c5,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,97.0,89.0,99.0,93.0,104.0,99.0,86.0,112.0,102.0,115.0,97.0,103.0,91.0,112.0,110.0,84.0,107.0,100.0,107.0,104.0,106.0,0.154,0.22,0.056,0.082,0.358,0.064,0.065,0.42,3.56,0.42,-1.23,1.23,-2.94,2.79,94.0,90.7,87.5,93.4,84.6,73.3,78.5,0.192,0.346,0.17,0.2,0.3,0.186,0.308,0.538,0.132,0.182,0.318,0.368,0.182,0.409,0.385,0.0,0.0,0.36,,,,,,,,,
