,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-19,745179,Strikeout,strikeout,True,680776,669461,Jarren Duran,Matthew Liberatore,0,adb3f613-5b54-40a6-b5d0-e5d52e195daf,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
1,2024-05-19,745179,Strikeout,strikeout,True,608701,669461,Rob Refsnyder,Matthew Liberatore,0,9d0c08da-ec36-4148-aa30-35504d83d493,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
2,2024-05-19,745179,Home Run,home_run,False,641933,669461,Tyler O'Neill,Matthew Liberatore,0,9977efec-43e8-4df8-b94f-c6548b89f06a,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
3,2024-05-19,745179,Pop Out,field_out,True,646240,669461,Rafael Devers,Matthew Liberatore,0,5bc30396-92f1-430c-affb-73a71c160035,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
4,2024-05-19,745179,Strikeout,strikeout,True,572761,601713,Matt Carpenter,Nick Pivetta,0,7cb7782f-a1df-4b01-be14-f5158dd0ec79,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,0.333,0.583,0.345,,,,0.204,0.354,0.213,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,
5,2024-05-19,745179,Flyout,field_out,True,663457,601713,Lars Nootbaar,Nick Pivetta,0,23f3e3f5-3f26-4ad5-933e-2f8b29d4aef6,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,0.333,0.583,0.345,,,,0.204,0.354,0.213,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,
6,2024-05-19,745179,Strikeout,strikeout,True,502671,601713,Paul Goldschmidt,Nick Pivetta,0,51d9c51d-5bbf-4887-8c3e-851278ef64e9,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,0.333,0.583,0.345,,,,0.204,0.354,0.213,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,
7,2024-05-19,745179,Walk,walk,False,657136,669461,Connor Wong,Matthew Liberatore,0,a20da077-510f-468d-b1dc-c3b37b533ec5,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
8,2024-05-19,745179,Double,double,False,643265,669461,Garrett Cooper,Matthew Liberatore,1,edd0aa59-be06-4c3c-bce3-5a0762cdda1b,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
9,2024-05-19,745179,Lineout,field_out,True,663853,669461,Romy Gonzalez,Matthew Liberatore,1,09da04ad-ecdc-495b-b557-65271539e18c,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.26,0.106,0.302,0.073,0.063,0.24,-1.7,-2.85,3.84,0.19,-0.49,94.4,91.9,87.7,95.2,87.5,77.8,0.132,0.162,0.431,0.362,0.596,0.116,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,0.143,0.571,0.227,,,,,,,,,
