,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff
0,2024-05-29,745988,Flyout,field_out,True,643565,669060,Mike Tauchman,Bryse Wilson,0,ef57f4af-b027-486c-9544-70c518098cd1,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,
1,2024-05-29,745988,Groundout,field_out,True,673548,669060,Seiya Suzuki,Bryse Wilson,0,f3d3e3e5-a31e-4178-8332-08324f814c34,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,
2,2024-05-29,745988,Lineout,field_out,True,641355,669060,Cody Bellinger,Bryse Wilson,0,2b2a4a22-b227-4746-beb0-29c29b44319d,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,
3,2024-05-29,745988,Double,double,False,687401,684007,Joey Ortiz,Shota Imanaga,0,df581db1-7a43-4460-a0db-6837f07185e0,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.547,0.009,0.044,0.001,1.17,-8.77,-1.44,-0.86,-3.42,91.8,89.8,87.6,89.4,72.9,,,,0.5,1.25,0.125,0.213,0.376,0.191,0.429,0.429,0.0,,,,110.0,108.0,109.0,80.0,102.0,96.0,0.33,0.067,0.11,-1.0,83.1,81.9,0.252,0.357,0.406,0.333,0.375,0.321
4,2024-05-29,745988,Groundout,field_out,True,661388,684007,William Contreras,Shota Imanaga,0,72ace1ed-3db5-4bbd-aed7-76060d40fbad,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.547,0.009,0.044,0.001,1.17,-8.77,-1.44,-0.86,-3.42,91.8,89.8,87.6,89.4,72.9,,,,0.5,1.25,0.125,0.213,0.376,0.191,0.429,0.429,0.0,,,,110.0,108.0,109.0,80.0,102.0,96.0,0.33,0.067,0.11,-1.0,83.1,81.9,0.252,0.357,0.406,0.333,0.375,0.321
5,2024-05-29,745988,Home Run,home_run,False,592885,684007,Christian Yelich,Shota Imanaga,1,eb9307f8-213a-411e-87bc-1edb2216f456,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.547,0.009,0.044,0.001,1.17,-8.77,-1.44,-0.86,-3.42,91.8,89.8,87.6,89.4,72.9,,,,0.5,1.25,0.125,0.213,0.376,0.191,0.429,0.429,0.0,,,,110.0,108.0,109.0,80.0,102.0,96.0,0.33,0.067,0.11,-1.0,83.1,81.9,0.252,0.357,0.406,0.333,0.375,0.321
6,2024-05-29,745988,Flyout,field_out,True,642715,684007,Willy Adames,Shota Imanaga,0,845e59f4-fa37-4947-ae1d-9580c4a2e018,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.547,0.009,0.044,0.001,1.17,-8.77,-1.44,-0.86,-3.42,91.8,89.8,87.6,89.4,72.9,,,,0.5,1.25,0.125,0.213,0.376,0.191,0.429,0.429,0.0,,,,110.0,108.0,109.0,80.0,102.0,96.0,0.33,0.067,0.11,-1.0,83.1,81.9,0.252,0.357,0.406,0.333,0.375,0.321
7,2024-05-29,745988,Strikeout,strikeout,True,596142,684007,Gary Sánchez,Shota Imanaga,0,6aa81ebf-0da1-4b27-9451-cf798b1fb336,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.547,0.009,0.044,0.001,1.17,-8.77,-1.44,-0.86,-3.42,91.8,89.8,87.6,89.4,72.9,,,,0.5,1.25,0.125,0.213,0.376,0.191,0.429,0.429,0.0,,,,110.0,108.0,109.0,80.0,102.0,96.0,0.33,0.067,0.11,-1.0,83.1,81.9,0.252,0.357,0.406,0.333,0.375,0.321
8,2024-05-29,745988,Groundout,field_out,True,666624,669060,Christopher Morel,Bryse Wilson,0,83187581-ed17-4aec-a84e-def874a31451,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,
9,2024-05-29,745988,Home Run,home_run,False,664023,669060,Ian Happ,Bryse Wilson,0,35203280-d64b-4a52-a78a-098f4acf35ca,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,
