,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-18,745139,Strikeout,strikeout,True,660271,543243,Shohei Ohtani,Sonny Gray,0,d6391b5a-a3f9-491a-9551-a37954c1f183,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
1,2024-08-18,745139,Flyout,field_out,True,605141,543243,Mookie Betts,Sonny Gray,0,ba57bc24-6dab-472a-92e3-ad3d71fade79,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
2,2024-08-18,745139,Double,double,False,666158,543243,Gavin Lux,Sonny Gray,0,5238b4e3-7430-4a6c-a912-8425cbd29db4,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
3,2024-08-18,745139,Lineout,field_out,True,606192,543243,Teoscar Hernández,Sonny Gray,0,431df117-11be-48b6-bee4-6dc64703c8b2,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
4,2024-08-18,745139,Strikeout,strikeout,True,691026,477132,Masyn Winn,Clayton Kershaw,0,6a454a53-a2b8-46d3-90dd-c652dbdd2c97,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,,,,107.0,103.0,104.0,,,,0.006,0.344,,0.442,0.161,,0.023,-2.18,,-2.47,0.26,2.44,,3.89,89.9,,84.2,90.2,86.0,72.2,,,,,,,,0.412,0.5,0.082,,,,0.143,0.19,0.342,,,,61.0,72.0,74.0,0.023,-4.62,82.9,0.268,0.393,0.248,0.333,0.333,0.333
5,2024-08-18,745139,Walk,walk,False,575929,477132,Willson Contreras,Clayton Kershaw,0,2c9ccb81-01b9-412e-9ecb-ee2beb26743e,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,,,,107.0,103.0,104.0,,,,0.006,0.344,,0.442,0.161,,0.023,-2.18,,-2.47,0.26,2.44,,3.89,89.9,,84.2,90.2,86.0,72.2,,,,,,,,0.412,0.5,0.082,,,,0.143,0.19,0.342,,,,61.0,72.0,74.0,0.023,-4.62,82.9,0.268,0.393,0.248,0.333,0.333,0.333
6,2024-08-18,745139,Grounded Into DP,grounded_into_double_play,True,502054,477132,Tommy Pham,Clayton Kershaw,1,5b0f47f5-bcbf-4d41-bf06-dbdbbebb77c1,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,,,,107.0,103.0,104.0,,,,0.006,0.344,,0.442,0.161,,0.023,-2.18,,-2.47,0.26,2.44,,3.89,89.9,,84.2,90.2,86.0,72.2,,,,,,,,0.412,0.5,0.082,,,,0.143,0.19,0.342,,,,61.0,72.0,74.0,0.023,-4.62,82.9,0.268,0.393,0.248,0.333,0.333,0.333
7,2024-08-18,745139,Single,single,False,500743,543243,Miguel Rojas,Sonny Gray,0,6f8ecc6e-3533-4906-a0ab-d4151d9a2926,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
8,2024-08-18,745139,Pop Out,field_out,True,595281,543243,Kevin Kiermaier,Sonny Gray,0,2a64c3fd-2417-4e44-a2b8-8554a4d13f77,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
9,2024-08-18,745139,Forceout,force_out,True,571771,543243,Enrique Hernández,Sonny Gray,1,099de65b-baed-4ad6-a7ea-71335a9b1974,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
