,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-10,746801,Strikeout,strikeout,True,677587,676979,Brayan Rocchio,Garrett Crochet,0,23912307-267b-4115-84c8-79d73f1fbdb9,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
1,2024-05-10,746801,Flyout,field_out,True,681807,676979,David Fry,Garrett Crochet,0,eb5d9eb1-f419-4317-a5a7-2834f51ed9b5,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
2,2024-05-10,746801,Pop Out,field_out,True,608070,676979,José Ramírez,Garrett Crochet,0,1cac633b-da87-4012-ba23-e04905af87ea,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
3,2024-05-10,746801,Groundout,field_out,True,502054,471911,Tommy Pham,Carlos Carrasco,0,137f0a08-9ff2-4be4-90c2-0e4c07b2b903,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
4,2024-05-10,746801,Strikeout,strikeout,True,657757,471911,Gavin Sheets,Carlos Carrasco,0,99201f36-933e-4844-a59e-55097d2c0b80,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
5,2024-05-10,746801,Field Error,field_error,False,683734,471911,Andrew Vaughn,Carlos Carrasco,0,a99ffae3-3375-43b3-9f52-aa16bfb66be7,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
6,2024-05-10,746801,Groundout,field_out,True,650391,471911,Eloy Jiménez,Carlos Carrasco,0,47ff64c2-e462-4e69-b843-425c99f8eb4f,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
7,2024-05-10,746801,Strikeout,strikeout,True,647304,676979,Josh Naylor,Garrett Crochet,0,160140f9-b6f2-461f-bcb3-c948254741fd,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
8,2024-05-10,746801,Strikeout,strikeout,True,657656,676979,Ramón Laureano,Garrett Crochet,0,e5628488-041e-47d2-b826-e65a6ecd83ac,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
9,2024-05-10,746801,Strikeout,strikeout,True,671289,676979,Tyler Freeman,Garrett Crochet,0,9ecc94ee-31ed-4232-964e-8bafeaa65e08,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
10,2024-05-10,746801,Single,single,False,643217,471911,Andrew Benintendi,Carlos Carrasco,0,fa4f8905-c1aa-4968-862b-0e9ac980fe25,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
11,2024-05-10,746801,Strikeout,strikeout,True,682868,471911,Bryan Ramos,Carlos Carrasco,0,96bc77f6-3e06-4b49-ac8a-4bc7e0d50705,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
12,2024-05-10,746801,Flyout,field_out,True,686676,471911,Korey Lee,Carlos Carrasco,0,9b1bbba6-824f-4f49-a848-2972eeda2754,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
13,2024-05-10,746801,Strikeout,strikeout,True,657557,471911,Paul DeJong,Carlos Carrasco,0,be5a7b7a-08d2-4800-960b-f47509cce004,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
14,2024-05-10,746801,Triple,triple,False,686823,676979,Will Brennan,Garrett Crochet,0,e8965c24-4f9f-44a8-9803-b62827814037,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
15,2024-05-10,746801,Strikeout,strikeout,True,672356,676979,Gabriel Arias,Garrett Crochet,0,273b769a-3365-4e50-be8c-a1c3e3e319b7,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
16,2024-05-10,746801,Strikeout,strikeout,True,595978,676979,Austin Hedges,Garrett Crochet,0,fc91eeee-939e-4594-9821-941bb19411bb,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
17,2024-05-10,746801,Groundout,field_out,True,677587,676979,Brayan Rocchio,Garrett Crochet,0,7f728807-c4f1-44b4-b487-5031e8509d47,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
18,2024-05-10,746801,Pop Out,field_out,True,670032,471911,Nicky Lopez,Carlos Carrasco,0,f22b0903-a145-474f-ab55-246eed39863f,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
19,2024-05-10,746801,Groundout,field_out,True,502054,471911,Tommy Pham,Carlos Carrasco,0,e592bcfd-7848-4e36-8071-08891ac4dfe9,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
20,2024-05-10,746801,Flyout,field_out,True,657757,471911,Gavin Sheets,Carlos Carrasco,0,461e586e-ea89-4dff-bbd3-8c9316358af4,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
21,2024-05-10,746801,Strikeout,strikeout,True,681807,676979,David Fry,Garrett Crochet,0,997f97ce-6dd5-4e7c-b8f0-662f37226d6f,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
22,2024-05-10,746801,Lineout,field_out,True,608070,676979,José Ramírez,Garrett Crochet,0,2fb872cd-0523-45a3-b6e8-1900af3d85e3,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
23,2024-05-10,746801,Groundout,field_out,True,647304,676979,Josh Naylor,Garrett Crochet,0,2d796a87-ecb3-445b-997b-5b3e0867cf5c,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
24,2024-05-10,746801,Pop Out,field_out,True,683734,471911,Andrew Vaughn,Carlos Carrasco,0,8b8f4369-80a1-4af5-9830-cb6fefcaa120,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
25,2024-05-10,746801,Groundout,field_out,True,650391,471911,Eloy Jiménez,Carlos Carrasco,0,714dd131-d354-4030-89ed-d9540b7120ab,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
26,2024-05-10,746801,Flyout,field_out,True,643217,471911,Andrew Benintendi,Carlos Carrasco,0,df49ffe2-6fbe-4a6a-b862-d7b74c8ff768,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,63.0,94.0,85.0,99.0,102.0,106.0,,,,0.243,,0.283,0.222,-2.15,,-0.69,0.06,91.5,,86.7,83.1,0.387,0.653,0.137,,,,0.2,0.267,0.37,0.212,0.362,0.276,106.0,102.0,105.0,90.0,95.0,90.0,0.19,0.062,-1.29,2.26,91.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242
