,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-29,746102,Strikeout,strikeout,True,681297,676272,Colton Cowser,Bobby Miller,0,5b361a20-17bc-4363-bd26-68454fa361fd,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,,,,,,,,,,
1,2024-08-29,746102,Groundout,field_out,True,668939,676272,Adley Rutschman,Bobby Miller,0,30286810-3d9c-419d-9a5b-ea07380324e6,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,,,,,,,,,,
2,2024-08-29,746102,Strikeout,strikeout,True,683002,676272,Gunnar Henderson,Bobby Miller,0,2b998728-7225-4678-bcfe-7f574c5e78dd,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,,,,,,,,,,
3,2024-08-29,746102,Lineout,field_out,True,660271,700249,Shohei Ohtani,Cade Povich,0,074202b3-c1df-49b3-b7eb-f37d51a0e2e6,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,0.078,0.395,0.113,0.203,0.103,0.64,-0.88,-3.0,-3.94,-1.67,92.2,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.259,0.519,0.204,0.432,0.682,0.3,0.313,0.375,0.107,,,,97.0,94.0,94.0,0.109,-3.1,88.3,0.306,0.556,0.207,0.333,0.81,0.288,,,,,,,,,
4,2024-08-29,746102,Single,single,False,605141,700249,Mookie Betts,Cade Povich,0,e302ba6a-1eb0-4691-a106-63e5aaa98d1c,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,0.078,0.395,0.113,0.203,0.103,0.64,-0.88,-3.0,-3.94,-1.67,92.2,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.259,0.519,0.204,0.432,0.682,0.3,0.313,0.375,0.107,,,,97.0,94.0,94.0,0.109,-3.1,88.3,0.306,0.556,0.207,0.333,0.81,0.288,,,,,,,,,
5,2024-08-29,746102,Groundout,field_out,True,606192,700249,Teoscar Hernández,Cade Povich,1,b9d07726-a8ec-4533-b0b2-47f45d1278d9,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,0.078,0.395,0.113,0.203,0.103,0.64,-0.88,-3.0,-3.94,-1.67,92.2,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.259,0.519,0.204,0.432,0.682,0.3,0.313,0.375,0.107,,,,97.0,94.0,94.0,0.109,-3.1,88.3,0.306,0.556,0.207,0.333,0.81,0.288,,,,,,,,,
6,2024-08-29,746102,Single,single,False,669242,700249,Tommy Edman,Cade Povich,1,da3e5e23-f4c0-4748-954d-d3673e89cc06,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,0.078,0.395,0.113,0.203,0.103,0.64,-0.88,-3.0,-3.94,-1.67,92.2,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.259,0.519,0.204,0.432,0.682,0.3,0.313,0.375,0.107,,,,97.0,94.0,94.0,0.109,-3.1,88.3,0.306,0.556,0.207,0.333,0.81,0.288,,,,,,,,,
7,2024-08-29,746102,Groundout,field_out,True,500743,700249,Miguel Rojas,Cade Povich,1,b8649b9a-e33a-4c9f-b7ca-40d7feb4568f,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,0.078,0.395,0.113,0.203,0.103,0.64,-0.88,-3.0,-3.94,-1.67,92.2,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.259,0.519,0.204,0.432,0.682,0.3,0.313,0.375,0.107,,,,97.0,94.0,94.0,0.109,-3.1,88.3,0.306,0.556,0.207,0.333,0.81,0.288,,,,,,,,,
8,2024-08-29,746102,Lineout,field_out,True,623993,676272,Anthony Santander,Bobby Miller,0,bdb3d8cb-391d-44c7-a118-624e2875d6f6,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,,,,,,,,,,
9,2024-08-29,746102,Groundout,field_out,True,656811,676272,Ryan O'Hearn,Bobby Miller,0,d5d3a926-bad6-411e-b579-0aa41e6b485f,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,,,,,,,,,,
