,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-10,746346,Lineout,field_out,True,805779,681293,Jacob Wilson,Spencer Arrighetti,0,33eb02e5-43d0-4279-8153-f1199685c55d,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
1,2024-09-10,746346,Single,single,False,667670,681293,Brent Rooker,Spencer Arrighetti,0,844297b6-65c2-480a-a11c-608a280002c0,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
2,2024-09-10,746346,Single,single,False,668709,681293,JJ Bleday,Spencer Arrighetti,1,24358a63-9c97-48e6-9c0b-7d09d721cc7a,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
3,2024-09-10,746346,Sac Fly,sac_fly,True,669127,681293,Shea Langeliers,Spencer Arrighetti,1,79928a60-0972-46b2-a04a-12f88939e7f9,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
4,2024-09-10,746346,Flyout,field_out,True,664913,681293,Seth Brown,Spencer Arrighetti,0,e4b1fe08-1a2b-4314-b519-adf233a37854,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
5,2024-09-10,746346,Flyout,field_out,True,514888,676664,Jose Altuve,JP Sears,0,a3637673-243c-46df-b9c7-366bd1259dda,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.24,4.27,169.2,99.0,90.0,94.0,0.8,6.74,2.33,8.43,1.27,0.82,0.245,0.414,0.163,0.33,0.441,84.0,93.0,82.0,,,,72.0,102.0,92.0,117.0,99.0,104.0,,,,0.365,,0.34,,0.193,-0.54,,-0.3,,0.27,91.9,,84.0,78.9,,0.221,0.455,0.261,,,,,,,0.24,0.387,0.218,0.284,0.381,0.191,87.0,102.0,88.0,0.102,1.36,90.0,0.284,0.403,0.11,0.264,0.604,0.235,,,,,,,,,
6,2024-09-10,746346,Single,single,False,670541,676664,Yordan Alvarez,JP Sears,0,097a21c4-fe47-4241-a57e-3e3fa770905d,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.24,4.27,169.2,99.0,90.0,94.0,0.8,6.74,2.33,8.43,1.27,0.82,0.245,0.414,0.163,0.33,0.441,84.0,93.0,82.0,,,,72.0,102.0,92.0,117.0,99.0,104.0,,,,0.365,,0.34,,0.193,-0.54,,-0.3,,0.27,91.9,,84.0,78.9,,0.221,0.455,0.261,,,,,,,0.24,0.387,0.218,0.284,0.381,0.191,87.0,102.0,88.0,0.102,1.36,90.0,0.284,0.403,0.11,0.264,0.604,0.235,,,,,,,,,
7,2024-09-10,746346,Pop Out,field_out,True,663656,676664,Kyle Tucker,JP Sears,0,308421c9-bfd9-437f-ac33-3854bb68a382,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.24,4.27,169.2,99.0,90.0,94.0,0.8,6.74,2.33,8.43,1.27,0.82,0.245,0.414,0.163,0.33,0.441,84.0,93.0,82.0,,,,72.0,102.0,92.0,117.0,99.0,104.0,,,,0.365,,0.34,,0.193,-0.54,,-0.3,,0.27,91.9,,84.0,78.9,,0.221,0.455,0.261,,,,,,,0.24,0.387,0.218,0.284,0.381,0.191,87.0,102.0,88.0,0.102,1.36,90.0,0.284,0.403,0.11,0.264,0.604,0.235,,,,,,,,,
8,2024-09-10,746346,Flyout,field_out,True,608324,676664,Alex Bregman,JP Sears,0,c6d8085a-9866-45d7-97b4-e9342facb8e0,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.24,4.27,169.2,99.0,90.0,94.0,0.8,6.74,2.33,8.43,1.27,0.82,0.245,0.414,0.163,0.33,0.441,84.0,93.0,82.0,,,,72.0,102.0,92.0,117.0,99.0,104.0,,,,0.365,,0.34,,0.193,-0.54,,-0.3,,0.27,91.9,,84.0,78.9,,0.221,0.455,0.261,,,,,,,0.24,0.387,0.218,0.284,0.381,0.191,87.0,102.0,88.0,0.102,1.36,90.0,0.284,0.403,0.11,0.264,0.604,0.235,,,,,,,,,
9,2024-09-10,746346,Home Run,home_run,False,680869,681293,Zack Gelof,Spencer Arrighetti,0,dae6c3c7-fa13-41b6-99b5-92150d3e8dfb,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.68,4.01,136.2,99.0,95.0,99.0,0.74,10.6,4.08,8.82,1.32,0.83,0.243,0.43,0.146,0.314,0.443,91.0,97.0,91.0,118.0,99.0,105.0,91.0,99.0,98.0,117.0,93.0,100.0,64.0,99.0,97.0,0.406,0.194,0.111,0.201,0.088,-1.59,0.79,0.98,0.97,-2.85,94.1,88.2,85.5,80.8,78.4,0.312,0.551,0.194,0.255,0.436,0.233,0.162,0.27,0.422,0.115,0.23,0.388,0.415,0.537,0.38,,,,,,,,,,,,,,,,,,,,,
