,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-05,747073,Lineout,field_out,True,453568,625643,Charlie Blackmon,Reynaldo López,0,745ccb56-a290-44ae-af61-49159c71d72a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.04,4.11,127.2,102.0,96.0,101.0,0.755,9.59,2.96,7.4,0.7,1.01,0.279,0.368,0.145,0.318,0.44,73.0,110.0,103.0,84.0,100.0,104.0,92.0,103.0,99.0,113.0,100.0,105.0,0.554,0.288,0.119,0.039,1.16,0.93,1.93,-3.99,95.5,86.2,85.0,77.1,0.265,0.371,0.165,0.185,0.285,0.427,0.137,0.235,0.374,0.278,0.778,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-05,747073,Strikeout,strikeout,True,678662,625643,Ezequiel Tovar,Reynaldo López,0,91857343-6fca-4c78-ba05-af3cecdfe161,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.04,4.11,127.2,102.0,96.0,101.0,0.755,9.59,2.96,7.4,0.7,1.01,0.279,0.368,0.145,0.318,0.44,73.0,110.0,103.0,84.0,100.0,104.0,92.0,103.0,99.0,113.0,100.0,105.0,0.554,0.288,0.119,0.039,1.16,0.93,1.93,-3.99,95.5,86.2,85.0,77.1,0.265,0.371,0.165,0.185,0.285,0.427,0.137,0.235,0.374,0.278,0.778,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-05,747073,Lineout,field_out,True,686668,625643,Brenton Doyle,Reynaldo López,0,92945e8c-75e7-473d-83f8-cc0c53a2b6ec,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.04,4.11,127.2,102.0,96.0,101.0,0.755,9.59,2.96,7.4,0.7,1.01,0.279,0.368,0.145,0.318,0.44,73.0,110.0,103.0,84.0,100.0,104.0,92.0,103.0,99.0,113.0,100.0,105.0,0.554,0.288,0.119,0.039,1.16,0.93,1.93,-3.99,95.5,86.2,85.0,77.1,0.265,0.371,0.165,0.185,0.285,0.427,0.137,0.235,0.374,0.278,0.778,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-05,747073,Lineout,field_out,True,671739,596295,Michael Harris II,Austin Gomber,0,db136aef-ae7d-4214-989e-1061c1a8b267,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
4,2024-09-05,747073,Single,single,False,624585,596295,Jorge Soler,Austin Gomber,0,c62fa2c1-ee91-45c5-810c-29e1a24e9f31,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
5,2024-09-05,747073,Single,single,False,542303,596295,Marcell Ozuna,Austin Gomber,1,f2e302b6-6137-4c99-8202-547598cbb56b,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
6,2024-09-05,747073,Flyout,field_out,True,621566,596295,Matt Olson,Austin Gomber,0,a861516e-b240-4b45-b1c5-4a7adffa967a,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
7,2024-09-05,747073,Single,single,False,657656,596295,Ramón Laureano,Austin Gomber,1,fdce5243-0cba-4634-929d-670819e7bbda,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
8,2024-09-05,747073,Pop Out,field_out,True,669221,596295,Sean Murphy,Austin Gomber,0,f77af5df-99a2-417b-8212-0a87d9ac40af,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,,,,72.0,98.0,90.0,90.0,102.0,101.0,0.412,0.158,,0.207,-0.95,0.23,,0.2,90.5,81.1,83.9,,0.299,0.569,0.098,0.257,0.486,0.201,0.22,0.378,0.264,0.252,0.395,0.278,51.0,110.0,96.0,92.0,109.0,107.0,0.001,0.221,-42.94,-0.21,90.1,77.6,,,,,,,,,,,,,,,
9,2024-09-05,747073,Strikeout,strikeout,True,641857,625643,Ryan McMahon,Reynaldo López,0,c6cc2abf-16aa-4e70-bd33-a46e884709d5,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.04,4.11,127.2,102.0,96.0,101.0,0.755,9.59,2.96,7.4,0.7,1.01,0.279,0.368,0.145,0.318,0.44,73.0,110.0,103.0,84.0,100.0,104.0,92.0,103.0,99.0,113.0,100.0,105.0,0.554,0.288,0.119,0.039,1.16,0.93,1.93,-3.99,95.5,86.2,85.0,77.1,0.265,0.371,0.165,0.185,0.285,0.427,0.137,0.235,0.374,0.278,0.778,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
