,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-05-31,746955,Lineout,field_out,True,672761,656557,Wenceel Pérez,Tanner Houck,0,88085026-84f8-419f-b166-1abae2b6d960,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-31,746955,Single,single,False,682985,656557,Riley Greene,Tanner Houck,0,53913dea-6748-4307-92e5-154647c2d2b0,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-31,746955,Strikeout,strikeout,True,663837,656557,Matt Vierling,Tanner Houck,1,a7e30a0f-6bec-4095-81f9-a8833aef1a76,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-31,746955,Single,single,False,570482,656557,Gio Urshela,Tanner Houck,1,6160adbf-fbda-4282-adb6-942de909c4ab,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-31,746955,Strikeout,strikeout,True,690993,656557,Colt Keith,Tanner Houck,0,a87bb687-0ed7-4dc5-865f-93b1305687c2,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-31,746955,Walk,walk,False,680776,628317,Jarren Duran,Kenta Maeda,0,263cf659-83ea-4cc9-8d3d-9ef4a0dca52b,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,62.0,100.0,90.0,99.0,95.0,97.0,,,,109.0,104.0,107.0,0.069,,0.301,0.355,,0.11,-0.54,-0.92,,83.7,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.2,0.388,0.273,,,,80.0,77.0,79.0,65.0,95.0,88.0,0.251,0.023,-2.92,-5.16,90.5,76.5,0.362,0.707,0.125,0.667,1.0,0.0,,,,,,,,,
6,2024-05-31,746955,Grounded Into DP,grounded_into_double_play,True,677800,628317,Wilyer Abreu,Kenta Maeda,1,912918e3-f756-430d-97af-cb4ac51e7162,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,62.0,100.0,90.0,99.0,95.0,97.0,,,,109.0,104.0,107.0,0.069,,0.301,0.355,,0.11,-0.54,-0.92,,83.7,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.2,0.388,0.273,,,,80.0,77.0,79.0,65.0,95.0,88.0,0.251,0.023,-2.92,-5.16,90.5,76.5,0.362,0.707,0.125,0.667,1.0,0.0,,,,,,,,,
7,2024-05-31,746955,Single,single,False,657136,628317,Connor Wong,Kenta Maeda,0,d0070c9c-d4e6-453f-b8d5-9c35f7c930d7,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,62.0,100.0,90.0,99.0,95.0,97.0,,,,109.0,104.0,107.0,0.069,,0.301,0.355,,0.11,-0.54,-0.92,,83.7,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.2,0.388,0.273,,,,80.0,77.0,79.0,65.0,95.0,88.0,0.251,0.023,-2.92,-5.16,90.5,76.5,0.362,0.707,0.125,0.667,1.0,0.0,,,,,,,,,
8,2024-05-31,746955,Pop Out,field_out,True,646240,628317,Rafael Devers,Kenta Maeda,0,8f47703a-eb17-49be-a4ad-b8f9dd0cb2fd,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,62.0,100.0,90.0,99.0,95.0,97.0,,,,109.0,104.0,107.0,0.069,,0.301,0.355,,0.11,-0.54,-0.92,,83.7,90.4,81.6,0.24,0.32,0.267,0.3,0.35,0.143,0.2,0.388,0.273,,,,80.0,77.0,79.0,65.0,95.0,88.0,0.251,0.023,-2.92,-5.16,90.5,76.5,0.362,0.707,0.125,0.667,1.0,0.0,,,,,,,,,
9,2024-05-31,746955,Groundout,field_out,True,668731,656557,Akil Baddoo,Tanner Houck,0,55a09555-e456-4f36-bd65-db95e77f5c27,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
