,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
0,2024-10-01,775345,Groundout,field_out,True,663837,664285,Matt Vierling,Framber Valdez,0,88e1bd8f-65cd-4712-a579-73ba8962b54a,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-01,775345,Walk,walk,False,669234,664285,Justyn-Henry Malloy,Framber Valdez,0,2fa0988a-f5a0-402b-9d27-62b465a16b66,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-01,775345,Grounded Into DP,grounded_into_double_play,True,682985,664285,Riley Greene,Framber Valdez,1,791eb7c5-31ce-4b2d-9a50-9ebe61d62a84,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-01,775345,Flyout,field_out,True,514888,669373,Jose Altuve,Tarik Skubal,0,299134b9-fc8a-42a3-a225-ecec91d49aa1,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.7,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.207,0.305,0.16,0.167,0.333,0.2,0.216,0.322,0.461,0.169,0.364,0.34,0.197,0.286,0.275,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-10-01,775345,Groundout,field_out,True,663656,669373,Kyle Tucker,Tarik Skubal,0,ace04499-962e-4124-94e8-2f42df20bc54,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.7,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.207,0.305,0.16,0.167,0.333,0.2,0.216,0.322,0.461,0.169,0.364,0.34,0.197,0.286,0.275,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-10-01,775345,Groundout,field_out,True,670541,669373,Yordan Alvarez,Tarik Skubal,0,548884e5-2365-4332-ac49-762bb32bf037,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.7,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.207,0.305,0.16,0.167,0.333,0.2,0.216,0.322,0.461,0.169,0.364,0.34,0.197,0.286,0.275,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-10-01,775345,Flyout,field_out,True,628451,664285,Andy Ibáñez,Framber Valdez,0,7488eaff-70f9-4703-a309-3d4985f2f613,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-10-01,775345,Single,single,False,672761,664285,Wenceel Pérez,Framber Valdez,0,be7e9740-6ac2-4865-b8c2-8f08ecf91499,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-10-01,775345,Walk,walk,False,679529,664285,Spencer Torkelson,Framber Valdez,1,ed606590-6d54-457b-b7a5-008df54cb7c0,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-10-01,775345,Forceout,force_out,True,678009,664285,Parker Meadows,Framber Valdez,1,dff28d76-0795-410a-943d-468bb5f12c5d,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.36,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
